date,account_dict,total_value,end_of_day_save
2023-08-01 22:11:14.185236,"{""account_number"": ""5"", ""money"": 0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": []}",0.0,0
2023-08-01 22:11:14.185472,"{""account_number"": ""5"", ""money"": 10000, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": []}",0.0,0
2023-08-01 22:11:14.187852,"{""account_number"": ""5"", ""money"": 0.0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": [{""name"": ""QQQ"", ""quantity"": 26.123983846946366, ""buy_price"": 382.7900085449219, ""sell_price"": null, ""all_time_peak"": 0, ""last_high"": 0, ""last_low"": 0, ""trend"": null, ""last_price"": 382.7900085449219, ""transaction_file"": null, ""account_file"": null, ""new_high"": 382.7900085449219, ""new_low"": 382.7900085449219}]}",0.0,0
2023-08-01 23:18:47.827109,"{""account_number"": ""5"", ""money"": 0.0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": [{""name"": ""QQQ"", ""quantity"": 26.123983846946366, ""buy_price"": 382.7900085449219, ""sell_price"": null, ""all_time_peak"": 0, ""last_high"": 0, ""last_low"": 0, ""trend"": null, ""last_price"": 382.7900085449219, ""transaction_file"": null, ""account_file"": null, ""new_high"": 382.7900085449219, ""new_low"": 382.7900085449219}]}",0.0,0
2023-08-02 05:00:59.944213,"{""account_number"": ""5"", ""money"": 0.0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": [{""name"": ""QQQ"", ""quantity"": 26.123983846946366, ""buy_price"": 382.7900085449219, ""sell_price"": null, ""all_time_peak"": 0, ""last_high"": 0, ""last_low"": 0, ""trend"": null, ""last_price"": 382.7900085449219, ""transaction_file"": null, ""account_file"": null, ""new_high"": 382.7900085449219, ""new_low"": 382.7900085449219}]}",0.0,0
2023-08-02 16:01:19.941614,"{""account_number"": ""5"", ""money"": 0.0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": [{""name"": ""QQQ"", ""quantity"": 26.123983846946366, ""buy_price"": 382.7900085449219, ""sell_price"": null, ""all_time_peak"": 0, ""last_high"": 373.81988525390625, ""last_low"": 373.7799987792969, ""trend"": ""UP"", ""last_price"": 373.81988525390625, ""transaction_file"": null, ""account_file"": null, ""new_high"": 382.7900085449219, ""new_low"": 373.81988525390625}]}",0.0,0
2023-08-03 05:00:59.595687,"{""account_number"": ""5"", ""money"": 0.0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": [{""name"": ""QQQ"", ""quantity"": 26.123983846946366, ""buy_price"": 382.7900085449219, ""sell_price"": null, ""all_time_peak"": 0, ""last_high"": 373.81988525390625, ""last_low"": 373.7799987792969, ""trend"": ""UP"", ""last_price"": 373.81988525390625, ""transaction_file"": null, ""account_file"": null, ""new_high"": 382.7900085449219, ""new_low"": 373.81988525390625}]}",0.0,0
2023-08-03 16:01:19.605529,"{""account_number"": ""5"", ""money"": 0.0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": [{""name"": ""QQQ"", ""quantity"": 26.123983846946366, ""buy_price"": 382.7900085449219, ""sell_price"": null, ""all_time_peak"": 0, ""last_high"": 374.4800109863281, ""last_low"": 373.7900085449219, ""trend"": ""DOWN"", ""last_price"": 373.7900085449219, ""transaction_file"": null, ""account_file"": null, ""new_high"": 382.7900085449219, ""new_low"": 373.7900085449219}]}",0.0,0
2023-08-04 05:00:59.526943,"{""account_number"": ""5"", ""money"": 0.0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": [{""name"": ""QQQ"", ""quantity"": 26.123983846946366, ""buy_price"": 382.7900085449219, ""sell_price"": null, ""all_time_peak"": 0, ""last_high"": 374.4800109863281, ""last_low"": 373.7900085449219, ""trend"": ""DOWN"", ""last_price"": 373.7900085449219, ""transaction_file"": null, ""account_file"": null, ""new_high"": 382.7900085449219, ""new_low"": 373.7900085449219}]}",0.0,0
2023-08-04 16:01:20.742083,"{""account_number"": ""5"", ""money"": 0.0, ""account_path"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ"", ""transaction_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/transaction_5.txt"", ""account_file"": ""/home/big/AstroChimps/logs/account_logs/account_program_04_QQQ/account_5.csv"", ""stocks"": [{""name"": ""QQQ"", ""quantity"": 26.123983846946366, ""buy_price"": 382.7900085449219, ""sell_price"": null, ""all_time_peak"": 0, ""last_high"": 372.0400085449219, ""last_low"": 371.9222106933594, ""trend"": ""UP"", ""last_price"": 372.0400085449219, ""transaction_file"": null, ""account_file"": null, ""new_high"": 382.7900085449219, ""new_low"": 372.0400085449219}]}",0.0,0
