2023-10-02-09:30:00,ERROR-1
2023-10-02-15:15:42,390.710
2023-10-02-15:20:42,390.760
2023-10-02-15:25:43,391.335
2023-10-02-15:30:44,391.100
2023-10-02-15:35:44,391.410
2023-10-02-15:40:45,391.530
2023-10-02-15:45:46,391.568
2023-10-02-15:50:46,391.290
2023-10-02-15:55:47,392.205
2023-10-02-16:00:48,392.610
2023-10-03-09:30:00,392.670
2023-10-03-09:35:01,390.798
2023-10-03-09:40:01,390.722
2023-10-03-09:45:02,391.046
2023-10-03-09:50:02,391.590
2023-10-03-09:55:03,391.797
2023-10-03-10:00:04,391.150
2023-10-03-10:05:04,389.650
2023-10-03-10:10:05,389.200
2023-10-03-10:15:06,388.890
2023-10-03-10:20:06,388.400
2023-10-03-10:25:07,388.280
2023-10-03-10:30:07,388.120
2023-10-03-10:35:08,388.290
2023-10-03-10:40:09,387.965
2023-10-03-10:45:09,388.152
2023-10-03-10:50:10,387.545
2023-10-03-10:55:10,387.470
2023-10-03-11:00:11,387.370
2023-10-03-11:05:12,387.255
2023-10-03-11:10:12,387.360
2023-10-03-11:15:13,387.270
2023-10-03-11:20:13,387.509
2023-10-03-11:25:14,387.196
2023-10-03-11:30:15,387.204
2023-10-03-11:35:15,386.760
2023-10-03-11:40:16,387.050
2023-10-03-11:45:16,386.898
2023-10-03-11:50:17,386.680
2023-10-03-11:55:18,386.693
2023-10-03-12:00:18,386.930
2023-10-03-12:05:19,387.530
2023-10-03-12:10:20,387.390
2023-10-03-12:15:20,387.570
2023-10-03-12:20:21,387.780
2023-10-03-12:25:22,387.632
2023-10-03-12:30:22,388.140
2023-10-03-12:35:23,387.900
2023-10-03-12:40:23,387.910
2023-10-03-12:45:24,387.650
2023-10-03-12:50:25,387.920
2023-10-03-12:55:25,387.665
2023-10-03-13:00:26,388.010
2023-10-03-13:05:26,388.310
2023-10-03-13:10:27,387.900
2023-10-03-13:15:28,387.900
2023-10-03-13:20:29,387.540
2023-10-03-13:25:29,387.820
2023-10-03-13:30:30,387.550
2023-10-03-13:35:30,387.320
2023-10-03-13:40:31,387.300
2023-10-03-13:45:31,387.250
2023-10-03-13:50:32,386.915
2023-10-03-13:55:33,386.730
2023-10-03-14:00:33,386.810
2023-10-03-14:05:34,386.370
2023-10-03-14:10:35,386.281
2023-10-03-14:15:35,386.220
2023-10-03-14:20:36,386.260
2023-10-03-14:25:36,386.420
2023-10-03-14:30:37,386.370
2023-10-03-14:35:38,386.620
2023-10-03-14:40:38,386.790
2023-10-03-14:45:39,386.939
2023-10-03-14:50:39,387.100
2023-10-03-14:55:40,386.915
2023-10-03-15:00:41,386.800
2023-10-03-15:05:41,386.810
2023-10-03-15:10:42,386.530
2023-10-03-15:15:42,386.460
2023-10-03-15:20:43,386.723
2023-10-03-15:25:43,386.520
2023-10-03-15:30:44,386.390
2023-10-03-15:35:45,386.270
2023-10-03-15:40:45,386.550
2023-10-03-15:45:46,386.835
2023-10-03-15:50:46,387.300
2023-10-03-15:55:47,386.950
2023-10-03-16:00:48,387.420
2023-10-04-09:30:00,387.390
2023-10-04-09:35:01,388.380
2023-10-04-09:40:01,388.810
2023-10-04-09:45:02,388.200
2023-10-04-09:50:03,388.280
2023-10-04-09:55:03,388.190
2023-10-04-10:00:04,388.100
2023-10-04-10:05:04,387.275
2023-10-04-10:10:05,387.340
2023-10-04-10:15:06,387.470
2023-10-04-10:20:06,387.470
2023-10-04-10:25:07,386.905
2023-10-04-10:30:07,386.490
2023-10-04-10:35:08,387.554
2023-10-04-10:40:09,387.675
2023-10-04-10:45:09,387.803
2023-10-04-10:50:10,386.790
2023-10-04-10:55:10,386.810
2023-10-04-11:00:11,386.700
2023-10-04-11:05:11,387.070
2023-10-04-11:10:12,387.410
2023-10-04-11:15:13,387.650
2023-10-04-11:20:13,388.420
2023-10-04-11:25:14,388.060
2023-10-04-11:30:15,388.350
2023-10-04-11:35:15,388.190
2023-10-04-11:40:16,388.330
2023-10-04-11:45:16,388.200
2023-10-04-11:50:17,388.800
2023-10-04-11:55:17,389.090
2023-10-04-12:00:18,389.380
2023-10-04-12:05:19,388.980
2023-10-04-12:10:19,389.180
2023-10-04-12:15:20,388.880
2023-10-04-12:20:20,389.470
2023-10-04-12:25:21,389.145
2023-10-04-12:30:22,389.622
2023-10-04-12:35:22,389.600
2023-10-04-12:40:23,389.380
2023-10-04-12:45:24,389.210
2023-10-04-12:50:24,389.560
2023-10-04-12:55:25,389.360
2023-10-04-13:00:25,389.250
2023-10-04-13:05:26,388.990
2023-10-04-13:10:27,389.035
2023-10-04-13:15:27,388.750
2023-10-04-13:20:28,388.949
2023-10-04-13:25:28,388.440
2023-10-04-13:30:29,388.240
2023-10-04-13:35:30,388.392
2023-10-04-13:40:30,388.310
2023-10-04-13:45:31,388.350
2023-10-04-13:50:31,388.457
2023-10-04-13:55:32,387.820
2023-10-04-14:00:33,387.880
2023-10-04-14:05:33,388.078
2023-10-04-14:10:34,387.780
2023-10-04-14:15:34,388.100
2023-10-04-14:20:35,388.310
2023-10-04-14:25:36,387.780
2023-10-04-14:30:36,388.300
2023-10-04-14:35:37,387.890
2023-10-04-14:40:37,388.190
2023-10-04-14:45:38,388.549
2023-10-04-14:50:39,388.490
2023-10-04-14:55:39,388.540
2023-10-04-15:00:40,388.860
2023-10-04-15:05:40,388.770
2023-10-04-15:10:41,389.090
2023-10-04-15:15:42,389.570
2023-10-04-15:20:42,389.879
2023-10-04-15:25:43,390.120
2023-10-04-15:30:43,389.990
2023-10-04-15:35:44,390.380
2023-10-04-15:40:45,390.630
2023-10-04-15:45:45,390.310
2023-10-04-15:50:46,390.100
2023-10-04-15:55:46,390.639
2023-10-04-16:00:47,390.200
2023-10-05-09:30:00,390.240
2023-10-05-09:35:01,390.310
2023-10-05-09:40:01,389.765
2023-10-05-09:45:02,389.420
2023-10-05-09:50:03,389.280
2023-10-05-09:55:03,389.280
2023-10-05-10:00:04,389.510
2023-10-05-10:05:05,388.930
2023-10-05-10:10:05,388.685
2023-10-05-10:15:06,388.840
2023-10-05-10:20:06,389.180
2023-10-05-10:25:07,388.640
2023-10-05-10:30:08,388.929
2023-10-05-10:35:08,388.660
2023-10-05-10:40:09,387.610
2023-10-05-10:45:09,387.720
2023-10-05-10:50:10,387.570
2023-10-05-10:55:11,387.790
2023-10-05-11:00:11,387.640
2023-10-05-11:05:12,387.352
2023-10-05-11:10:12,387.070
2023-10-05-11:15:13,387.570
2023-10-05-11:20:14,387.292
2023-10-05-11:25:14,387.885
2023-10-05-11:30:15,387.590
2023-10-05-11:35:16,387.720
2023-10-05-11:40:16,387.900
2023-10-05-11:45:17,387.500
2023-10-05-11:50:17,387.610
2023-10-05-11:55:18,388.169
2023-10-05-12:00:18,387.610
2023-10-05-12:05:19,388.069
2023-10-05-12:10:20,388.150
2023-10-05-12:15:20,388.560
2023-10-05-12:20:21,388.398
2023-10-05-12:25:21,388.379
2023-10-05-12:30:22,388.870
2023-10-05-12:35:22,388.580
2023-10-05-12:40:23,388.575
2023-10-05-12:45:24,388.357
2023-10-05-12:50:24,388.090
2023-10-05-12:55:25,388.200
2023-10-05-13:00:25,388.270
2023-10-05-13:05:26,388.020
2023-10-05-13:10:27,387.720
2023-10-05-13:15:27,388.240
2023-10-05-13:20:28,388.190
2023-10-05-13:25:28,388.368
2023-10-05-13:30:29,388.480
2023-10-05-13:35:30,389.108
2023-10-05-13:40:30,389.385
2023-10-05-13:45:31,389.590
2023-10-05-13:50:31,389.500
2023-10-05-13:55:32,389.370
2023-10-05-14:00:33,389.670
2023-10-05-14:05:33,389.880
2023-10-05-14:10:34,389.500
2023-10-05-14:15:34,389.700
2023-10-05-14:20:35,389.850
2023-10-05-14:25:36,389.540
2023-10-05-14:30:36,389.900
2023-10-05-14:35:37,390.270
2023-10-05-14:40:37,390.720
2023-10-05-14:45:39,390.470
2023-10-05-14:50:39,390.420
2023-10-05-14:55:40,390.360
2023-10-05-15:00:40,390.565
2023-10-05-15:05:41,390.440
2023-10-05-15:10:42,390.340
2023-10-05-15:15:42,389.963
2023-10-05-15:20:43,390.010
2023-10-05-15:25:43,389.980
2023-10-05-15:30:44,390.360
2023-10-05-15:35:44,390.230
2023-10-05-15:40:45,390.111
2023-10-05-15:45:46,390.310
2023-10-05-15:50:46,390.270
2023-10-05-15:55:47,389.800
2023-10-05-16:00:47,389.990
2023-10-06-09:30:00,389.910
2023-10-06-09:35:01,388.060
2023-10-06-09:40:01,387.320
2023-10-06-09:45:02,387.320
2023-10-06-09:50:02,387.200
2023-10-06-09:55:03,387.530
2023-10-06-10:00:04,387.480
2023-10-06-10:05:04,387.020
2023-10-06-10:10:05,386.660
2023-10-06-10:15:05,387.430
2023-10-06-10:20:06,386.980
2023-10-06-10:25:07,388.312
2023-10-06-10:30:07,388.830
2023-10-06-10:35:08,389.122
2023-10-06-10:40:08,389.590
2023-10-06-10:45:09,389.560
2023-10-06-10:50:10,389.430
2023-10-06-10:55:10,389.160
2023-10-06-11:00:11,389.415
2023-10-06-11:05:11,389.930
2023-10-06-11:10:12,390.500
2023-10-06-11:15:13,390.464
2023-10-06-11:20:13,390.350
2023-10-06-11:25:14,390.550
2023-10-06-11:30:15,391.310
2023-10-06-11:35:15,392.000
2023-10-06-11:40:16,392.379
2023-10-06-11:45:16,392.750
2023-10-06-11:50:17,393.180
2023-10-06-11:55:17,393.359
2023-10-06-12:00:18,394.000
2023-10-06-12:05:18,393.970
2023-10-06-12:10:19,393.940
2023-10-06-12:15:20,393.590
2023-10-06-12:20:20,393.749
2023-10-06-12:25:21,393.075
2023-10-06-12:30:21,393.489
2023-10-06-12:35:22,392.915
2023-10-06-12:40:22,393.210
2023-10-06-12:45:23,393.730
2023-10-06-12:50:24,393.783
2023-10-06-12:55:24,393.520
2023-10-06-13:00:25,393.420
2023-10-06-13:05:26,393.510
2023-10-06-13:10:26,393.540
2023-10-06-13:15:27,394.170
2023-10-06-13:20:27,394.180
2023-10-06-13:25:28,394.560
2023-10-06-13:30:28,394.645
2023-10-06-13:35:29,394.860
2023-10-06-13:40:30,394.690
2023-10-06-13:45:30,394.270
2023-10-06-13:50:31,394.560
2023-10-06-13:55:31,394.600
2023-10-06-14:00:32,394.535
2023-10-06-14:05:32,394.550
2023-10-06-14:10:33,394.935
2023-10-06-14:15:34,394.760
2023-10-06-14:20:34,394.840
2023-10-06-14:25:35,395.070
2023-10-06-14:30:35,395.430
2023-10-06-14:35:36,395.550
2023-10-06-14:40:36,395.890
2023-10-06-14:45:37,395.922
2023-10-06-14:50:38,395.760
2023-10-06-14:55:38,395.690
2023-10-06-15:00:39,395.660
2023-10-06-15:05:39,395.409
2023-10-06-15:10:40,395.570
2023-10-06-15:15:40,395.310
2023-10-06-15:20:41,395.350
2023-10-06-15:25:41,395.515
2023-10-06-15:30:42,395.899
2023-10-06-15:35:43,395.500
2023-10-06-15:40:43,395.810
2023-10-06-15:45:44,395.500
2023-10-06-15:50:44,395.340
2023-10-06-15:55:45,394.810
2023-10-06-16:00:46,394.580
2023-10-09-09:30:00,ERROR-1
2023-10-09-09:35:00,ERROR-1
2023-10-09-09:40:00,ERROR-1
2023-10-09-09:45:00,ERROR-1
2023-10-09-09:50:00,ERROR-1
2023-10-09-09:55:00,ERROR-1
2023-10-09-10:00:00,ERROR-1
2023-10-09-10:05:00,ERROR-1
2023-10-09-10:10:00,ERROR-1
2023-10-09-10:15:01,ERROR-1
2023-10-09-10:20:01,ERROR-1
2023-10-09-10:25:01,ERROR-1
2023-10-09-10:30:01,ERROR-1
2023-10-09-10:35:01,ERROR-1
2023-10-09-10:40:01,ERROR-1
2023-10-09-10:45:01,ERROR-1
2023-10-09-10:50:01,ERROR-1
2023-10-09-10:55:01,ERROR-1
2023-10-09-11:00:02,ERROR-1
2023-10-09-11:05:02,ERROR-1
2023-10-09-11:09:59,392.830
2023-10-09-11:15:00,392.950
2023-10-09-11:20:00,393.275
2023-10-09-11:25:01,393.430
2023-10-09-11:30:01,393.850
2023-10-09-11:35:02,393.951
2023-10-09-11:40:03,393.935
2023-10-09-11:45:03,393.820
2023-10-09-11:50:04,393.710
2023-10-09-11:55:04,393.850
2023-10-09-12:00:05,394.140
2023-10-09-12:05:06,393.991
2023-10-09-12:10:06,394.370
2023-10-09-12:15:07,394.365
2023-10-09-12:20:07,394.609
2023-10-09-12:25:08,394.810
2023-10-09-12:30:09,394.280
2023-10-09-12:35:09,394.410
2023-10-09-12:40:10,394.150
2023-10-09-12:45:11,393.915
2023-10-09-12:50:11,394.180
2023-10-09-12:55:12,394.086
2023-10-09-13:00:12,394.070
2023-10-09-13:05:13,394.210
2023-10-09-13:10:13,394.300
2023-10-09-13:15:14,394.360
2023-10-09-13:20:15,394.505
2023-10-09-13:25:15,394.500
2023-10-09-13:30:16,395.130
2023-10-09-13:35:17,395.420
2023-10-09-13:40:17,395.740
2023-10-09-13:45:18,396.445
2023-10-09-13:50:18,396.540
2023-10-09-13:55:19,396.690
2023-10-09-14:00:20,396.890
2023-10-09-14:05:20,396.935
2023-10-09-14:10:21,397.156
2023-10-09-14:15:21,397.010
2023-10-09-14:20:22,397.030
2023-10-09-14:25:23,397.200
2023-10-09-14:30:23,397.300
2023-10-09-14:35:24,396.940
2023-10-09-14:40:24,397.050
2023-10-09-14:45:25,397.380
2023-10-09-14:50:26,397.280
2023-10-09-14:55:26,397.590
2023-10-09-15:00:27,397.399
2023-10-09-15:05:27,397.279
2023-10-09-15:10:28,397.280
2023-10-09-15:15:29,397.100
2023-10-09-15:20:29,396.890
2023-10-09-15:25:30,397.040
2023-10-09-15:30:30,397.050
2023-10-09-15:35:31,396.770
2023-10-09-15:40:31,396.800
2023-10-09-15:45:32,396.520
2023-10-09-15:50:33,396.780
2023-10-09-15:55:33,397.015
2023-10-09-16:00:34,397.170
2023-10-10-09:30:00,397.770
2023-10-10-09:35:01,397.796
2023-10-10-09:40:01,397.670
2023-10-10-09:45:02,397.750
2023-10-10-09:50:02,397.850
2023-10-10-09:55:03,398.050
2023-10-10-10:00:04,398.446
2023-10-10-10:05:04,398.870
2023-10-10-10:10:05,398.960
2023-10-10-10:15:06,399.475
2023-10-10-10:20:06,399.490
2023-10-10-10:25:07,399.525
2023-10-10-10:30:07,399.810
2023-10-10-10:35:08,400.005
2023-10-10-10:40:08,399.970
2023-10-10-10:45:09,399.830
2023-10-10-10:50:10,399.770
2023-10-10-10:55:10,399.880
2023-10-10-11:00:11,399.950
2023-10-10-11:05:12,400.172
2023-10-10-11:10:12,400.580
2023-10-10-11:15:13,400.780
2023-10-10-11:20:13,401.066
2023-10-10-11:25:14,400.980
2023-10-10-11:30:15,400.870
2023-10-10-11:35:15,401.145
2023-10-10-11:40:16,401.070
2023-10-10-11:45:16,401.299
2023-10-10-11:50:17,401.245
2023-10-10-11:55:18,401.340
2023-10-10-12:00:18,401.500
2023-10-10-12:05:19,401.360
2023-10-10-12:10:19,401.440
2023-10-10-12:15:20,401.490
2023-10-10-12:20:21,401.510
2023-10-10-12:25:21,401.195
2023-10-10-12:30:22,401.555
2023-10-10-12:35:23,401.470
2023-10-10-12:40:23,401.400
2023-10-10-12:45:24,401.320
2023-10-10-12:50:24,401.150
2023-10-10-12:55:25,401.365
2023-10-10-13:00:25,401.210
2023-10-10-13:05:26,399.880
2023-10-10-13:10:27,400.090
2023-10-10-13:15:27,399.363
2023-10-10-13:20:28,399.890
2023-10-10-13:25:28,399.801
2023-10-10-13:30:29,399.970
2023-10-10-13:35:30,399.701
2023-10-10-13:40:30,399.950
2023-10-10-13:45:31,400.235
2023-10-10-13:50:31,400.090
2023-10-10-13:55:32,400.180
2023-10-10-14:00:33,400.000
2023-10-10-14:05:33,400.100
2023-10-10-14:10:34,399.830
2023-10-10-14:15:34,399.511
2023-10-10-14:20:35,399.860
2023-10-10-14:25:36,399.200
2023-10-10-14:30:36,399.431
2023-10-10-14:35:37,399.820
2023-10-10-14:40:37,399.466
2023-10-10-14:45:38,399.855
2023-10-10-14:50:38,399.705
2023-10-10-14:55:39,399.100
2023-10-10-15:00:39,399.270
2023-10-10-15:05:40,399.380
2023-10-10-15:10:41,399.620
2023-10-10-15:15:41,399.460
2023-10-10-15:20:42,399.400
2023-10-10-15:25:42,399.470
2023-10-10-15:30:43,399.481
2023-10-10-15:35:44,399.415
2023-10-10-15:40:44,399.570
2023-10-10-15:45:45,399.585
2023-10-10-15:50:45,399.510
2023-10-10-15:55:46,399.350
2023-10-10-16:00:47,399.160
2023-10-11-09:30:00,399.240
2023-10-11-09:35:01,400.740
2023-10-11-09:40:01,400.700
2023-10-11-09:45:02,400.510
2023-10-11-09:50:03,400.640
2023-10-11-09:55:03,400.070
2023-10-11-10:00:04,400.110
2023-10-11-10:05:05,399.905
2023-10-11-10:10:06,399.987
2023-10-11-10:15:06,399.470
2023-10-11-10:20:07,399.460
2023-10-11-10:25:07,399.600
2023-10-11-10:30:08,399.650
2023-10-11-10:35:08,399.790
2023-10-11-10:40:09,399.750
2023-10-11-10:45:10,399.650
2023-10-11-10:50:10,399.620
2023-10-11-10:55:11,399.980
2023-10-11-11:00:11,400.200
2023-10-11-11:05:12,400.110
2023-10-11-11:10:13,400.180
2023-10-11-11:15:13,399.920
2023-10-11-11:20:14,399.084
2023-10-11-11:25:14,399.350
2023-10-11-11:30:15,399.205
2023-10-11-11:35:16,399.320
2023-10-11-11:40:16,399.250
2023-10-11-11:45:17,399.095
2023-10-11-11:50:17,399.300
2023-10-11-11:55:18,399.430
2023-10-11-12:00:19,399.135
2023-10-11-12:05:19,398.932
2023-10-11-12:10:20,399.160
2023-10-11-12:15:20,398.841
2023-10-11-12:20:21,398.677
2023-10-11-12:25:21,398.609
2023-10-11-12:30:22,398.660
2023-10-11-12:35:23,398.700
2023-10-11-12:40:23,398.900
2023-10-11-12:45:24,398.760
2023-10-11-12:50:25,ERROR-1
2023-10-11-12:55:25,398.420
2023-10-11-13:00:26,398.840
2023-10-11-13:05:27,398.640
2023-10-11-13:10:27,398.928
2023-10-11-13:15:28,398.980
2023-10-11-13:20:28,398.198
2023-10-11-13:25:29,398.440
2023-10-11-13:30:30,398.360
2023-10-11-13:35:30,398.050
2023-10-11-13:40:31,398.110
2023-10-11-13:45:31,398.190
2023-10-11-13:50:32,398.159
2023-10-11-13:55:33,398.471
2023-10-11-14:00:33,398.700
2023-10-11-14:05:34,398.681
2023-10-11-14:10:34,398.655
2023-10-11-14:15:35,398.910
2023-10-11-14:20:36,399.140
2023-10-11-14:25:36,399.675
2023-10-11-14:30:37,399.331
2023-10-11-14:35:37,399.570
2023-10-11-14:40:38,399.410
2023-10-11-14:45:39,399.635
2023-10-11-14:50:39,399.670
2023-10-11-14:55:40,399.920
2023-10-11-15:00:40,399.691
2023-10-11-15:05:41,399.800
2023-10-11-15:10:41,399.895
2023-10-11-15:15:42,399.710
2023-10-11-15:20:43,399.765
2023-10-11-15:25:43,399.830
2023-10-11-15:30:44,400.010
2023-10-11-15:35:44,400.020
2023-10-11-15:40:45,400.550
2023-10-11-15:45:46,400.640
2023-10-11-15:50:46,400.725
2023-10-11-15:55:47,400.750
2023-10-11-16:00:47,400.850
2023-10-12-09:30:00,400.930
2023-10-12-09:35:01,400.875
2023-10-12-09:40:01,400.950
2023-10-12-09:45:02,400.500
2023-10-12-09:50:03,400.250
2023-10-12-09:55:03,399.970
2023-10-12-10:00:04,400.040
2023-10-12-10:05:04,400.020
2023-10-12-10:10:05,400.230
2023-10-12-10:15:06,400.747
2023-10-12-10:20:06,400.570
2023-10-12-10:25:07,400.610
2023-10-12-10:30:07,400.480
2023-10-12-10:35:08,400.520
2023-10-12-10:40:08,400.340
2023-10-12-10:45:09,399.924
2023-10-12-10:50:10,400.457
2023-10-12-10:55:10,400.305
2023-10-12-11:00:11,400.620
2023-10-12-11:05:11,400.480
2023-10-12-11:10:12,400.760
2023-10-12-11:15:12,401.160
2023-10-12-11:20:13,401.130
2023-10-12-11:25:14,400.920
2023-10-12-11:30:14,400.670
2023-10-12-11:35:15,400.780
2023-10-12-11:40:16,400.830
2023-10-12-11:45:16,400.750
2023-10-12-11:50:17,400.530
2023-10-12-11:55:17,400.839
2023-10-12-12:00:18,401.140
2023-10-12-12:05:19,401.039
2023-10-12-12:10:19,401.189
2023-10-12-12:15:20,401.090
2023-10-12-12:20:20,401.430
2023-10-12-12:25:21,401.726
2023-10-12-12:30:21,401.710
2023-10-12-12:35:22,401.525
2023-10-12-12:40:23,401.610
2023-10-12-12:45:23,401.540
2023-10-12-12:50:24,401.328
2023-10-12-12:55:24,401.330
2023-10-12-13:00:25,400.980
2023-10-12-13:05:26,399.930
2023-10-12-13:10:26,399.280
2023-10-12-13:15:27,398.800
2023-10-12-13:20:27,398.870
2023-10-12-13:25:28,398.660
2023-10-12-13:30:29,398.040
2023-10-12-13:35:29,398.030
2023-10-12-13:40:30,397.880
2023-10-12-13:45:30,397.780
2023-10-12-13:50:31,397.750
2023-10-12-13:55:31,397.635
2023-10-12-14:00:32,397.310
2023-10-12-14:05:33,397.051
2023-10-12-14:10:33,396.590
2023-10-12-14:15:34,396.625
2023-10-12-14:20:35,396.510
2023-10-12-14:25:35,397.223
2023-10-12-14:30:36,397.330
2023-10-12-14:35:36,397.770
2023-10-12-14:40:37,397.600
2023-10-12-14:45:37,397.600
2023-10-12-14:50:38,398.005
2023-10-12-14:55:39,397.920
2023-10-12-15:00:39,398.110
2023-10-12-15:05:55,397.920
2023-10-12-15:10:55,397.849
2023-10-12-15:15:56,398.260
2023-10-12-15:20:57,398.459
2023-10-12-15:25:57,398.010
2023-10-12-15:30:58,398.180
2023-10-12-15:35:58,398.640
2023-10-12-15:40:59,398.680
2023-10-12-15:46:00,398.440
2023-10-12-15:51:00,398.880
2023-10-12-15:56:01,398.440
2023-10-13-09:30:00,398.520
2023-10-13-09:35:01,400.110
2023-10-13-09:40:01,400.660
2023-10-13-09:45:02,400.320
2023-10-13-09:50:03,400.600
2023-10-13-09:55:03,400.745
2023-10-13-10:00:04,400.220
2023-10-13-10:05:04,400.145
2023-10-13-10:10:05,399.820
2023-10-13-10:15:06,399.200
2023-10-13-10:20:06,399.250
2023-10-13-10:25:07,399.080
2023-10-13-10:30:07,399.050
2023-10-13-10:35:08,399.560
2023-10-13-10:40:08,399.050
2023-10-13-10:45:09,398.980
2023-10-13-10:50:10,398.600
2023-10-13-10:55:10,397.810
2023-10-13-11:00:11,397.630
2023-10-13-11:05:11,397.300
2023-10-13-11:10:12,397.370
2023-10-13-11:15:12,397.180
2023-10-13-11:20:13,397.340
2023-10-13-11:25:14,396.800
2023-10-13-11:30:14,396.930
2023-10-13-11:35:15,397.020
2023-10-13-11:40:16,397.399
2023-10-13-11:45:16,397.190
2023-10-13-11:50:17,397.140
2023-10-13-11:55:17,396.345
2023-10-13-12:00:18,396.234
2023-10-13-12:05:19,396.680
2023-10-13-12:10:19,396.735
2023-10-13-12:15:20,396.530
2023-10-13-12:20:20,397.263
2023-10-13-12:25:21,397.420
2023-10-13-12:30:22,397.725
2023-10-13-12:35:22,397.991
2023-10-13-12:40:23,397.750
2023-10-13-12:45:23,397.750
2023-10-13-12:50:24,397.240
2023-10-13-12:55:24,396.876
2023-10-13-13:00:25,396.970
2023-10-13-13:05:26,396.690
2023-10-13-13:10:26,396.430
2023-10-13-13:15:27,396.090
2023-10-13-13:20:28,396.100
2023-10-13-13:25:28,395.975
2023-10-13-13:30:29,395.190
2023-10-13-13:35:29,395.350
2023-10-13-13:40:30,395.430
2023-10-13-13:45:31,396.440
2023-10-13-13:50:31,396.450
2023-10-13-13:55:32,396.490
2023-10-13-14:00:32,396.220
2023-10-13-14:05:33,396.540
2023-10-13-14:10:34,396.320
2023-10-13-14:15:34,396.310
2023-10-13-14:20:35,396.440
2023-10-13-14:25:35,396.199
2023-10-13-14:30:36,396.550
2023-10-13-14:35:37,396.850
2023-10-13-14:40:37,396.280
2023-10-13-14:45:38,396.000
2023-10-13-14:50:39,395.995
2023-10-13-14:55:39,396.315
2023-10-13-15:00:40,396.416
2023-10-13-15:05:40,396.700
2023-10-13-15:10:41,396.629
2023-10-13-15:15:41,396.690
2023-10-13-15:20:42,ERROR-1
2023-10-13-15:25:43,396.390
2023-10-13-15:30:44,396.360
2023-10-13-15:35:44,396.240
2023-10-13-15:40:45,395.920
2023-10-13-15:45:45,395.720
2023-10-13-15:50:46,396.270
2023-10-13-15:55:47,396.208
2023-10-13-16:00:47,396.490
2023-10-16-09:30:00,ERROR-1
2023-10-16-09:35:01,399.250
2023-10-16-09:40:01,399.010
2023-10-16-09:45:02,398.530
2023-10-16-09:50:03,398.695
2023-10-16-09:55:03,399.040
2023-10-16-10:00:04,399.060
2023-10-16-10:05:04,398.950
2023-10-16-10:10:05,398.630
2023-10-16-10:15:06,399.700
2023-10-16-10:20:06,399.880
2023-10-16-10:25:07,400.100
2023-10-16-10:30:07,400.450
2023-10-16-10:35:08,400.840
2023-10-16-10:40:08,400.830
2023-10-16-10:45:09,400.920
2023-10-16-10:50:09,401.095
2023-10-16-10:55:10,400.920
2023-10-16-11:00:11,401.510
2023-10-16-11:05:11,401.290
2023-10-16-11:10:12,401.360
2023-10-16-11:15:13,401.030
2023-10-16-11:20:13,400.790
2023-10-16-11:25:14,400.890
2023-10-16-11:30:14,401.150
2023-10-16-11:35:15,400.940
2023-10-16-11:40:16,400.461
2023-10-16-11:45:16,400.350
2023-10-16-11:50:17,400.520
