2023-10-02-09:30:00,ERROR-1
2023-10-03-11:10:12,34.680
2023-10-03-11:15:13,34.685
2023-10-03-11:20:13,34.711
2023-10-03-11:25:14,34.660
2023-10-03-11:30:15,34.655
2023-10-03-11:35:15,34.540
2023-10-03-11:40:16,34.671
2023-10-03-11:45:16,34.620
2023-10-03-11:50:17,34.585
2023-10-03-11:55:18,34.520
2023-10-03-12:00:18,34.620
2023-10-03-12:05:19,34.750
2023-10-03-12:10:20,34.719
2023-10-03-12:15:20,34.819
2023-10-03-12:20:21,34.870
2023-10-03-12:25:21,34.846
2023-10-03-12:30:22,34.917
2023-10-03-12:35:23,34.826
2023-10-03-12:40:23,34.865
2023-10-03-12:45:24,34.825
2023-10-03-12:50:24,34.850
2023-10-03-12:55:25,34.795
2023-10-03-13:00:26,34.910
2023-10-03-13:05:26,34.976
2023-10-03-13:10:27,34.827
2023-10-03-13:15:28,34.810
2023-10-03-13:20:28,34.625
2023-10-03-13:25:29,34.695
2023-10-03-13:30:30,34.600
2023-10-03-13:35:30,34.530
2023-10-03-13:40:31,34.510
2023-10-03-13:45:31,34.500
2023-10-03-13:50:32,34.430
2023-10-03-13:55:33,34.390
2023-10-03-14:00:33,34.413
2023-10-03-14:05:34,34.346
2023-10-03-14:10:34,34.329
2023-10-03-14:15:35,34.285
2023-10-03-14:20:36,34.275
2023-10-03-14:25:36,34.332
2023-10-03-14:30:37,34.315
2023-10-03-14:35:37,34.380
2023-10-03-14:40:38,34.419
2023-10-03-14:45:39,34.445
2023-10-03-14:50:39,34.490
2023-10-03-14:55:40,34.410
2023-10-03-15:00:41,34.350
2023-10-03-15:05:41,34.380
2023-10-03-15:10:42,34.240
2023-10-03-15:15:42,34.220
2023-10-03-15:20:43,34.295
2023-10-03-15:25:43,34.200
2023-10-03-15:30:44,34.140
2023-10-03-15:35:44,34.100
2023-10-03-15:40:45,34.170
2023-10-03-15:45:46,34.262
2023-10-03-15:50:46,34.425
2023-10-03-15:55:47,34.437
2023-10-03-16:00:47,34.540
2023-10-04-09:30:00,34.540
2023-10-04-09:35:01,35.080
2023-10-04-09:40:01,35.305
2023-10-04-09:45:02,35.170
2023-10-04-09:50:02,35.235
2023-10-04-09:55:03,35.220
2023-10-04-10:00:04,35.065
2023-10-04-10:05:04,34.880
2023-10-04-10:10:05,34.870
2023-10-04-10:15:06,34.980
2023-10-04-10:20:06,35.059
2023-10-04-10:25:07,34.820
2023-10-04-10:30:07,34.740
2023-10-04-10:35:08,35.175
2023-10-04-10:40:08,35.245
2023-10-04-10:45:09,35.355
2023-10-04-10:50:10,34.957
2023-10-04-10:55:10,34.885
2023-10-04-11:00:11,34.899
2023-10-04-11:05:11,35.030
2023-10-04-11:10:12,35.110
2023-10-04-11:15:13,35.205
2023-10-04-11:20:13,35.440
2023-10-04-11:25:14,35.303
2023-10-04-11:30:14,35.359
2023-10-04-11:35:15,35.375
2023-10-04-11:40:16,35.490
2023-10-04-11:45:16,35.400
2023-10-04-11:50:17,35.490
2023-10-04-11:55:17,35.630
2023-10-04-12:00:18,35.720
2023-10-04-12:05:19,35.585
2023-10-04-12:10:19,35.639
2023-10-04-12:15:20,35.529
2023-10-04-12:20:20,35.670
2023-10-04-12:25:21,35.535
2023-10-04-12:30:22,35.675
2023-10-04-12:35:22,35.655
2023-10-04-12:40:23,35.610
2023-10-04-12:45:23,35.569
2023-10-04-12:50:24,35.715
2023-10-04-12:55:25,35.690
2023-10-04-13:00:25,35.640
2023-10-04-13:05:26,35.590
2023-10-04-13:10:26,35.600
2023-10-04-13:15:27,35.555
2023-10-04-13:20:28,35.575
2023-10-04-13:25:28,35.401
2023-10-04-13:30:29,35.340
2023-10-04-13:35:29,35.395
2023-10-04-13:40:30,35.340
2023-10-04-13:45:31,35.379
2023-10-04-13:50:31,35.420
2023-10-04-13:55:32,35.230
2023-10-04-14:00:32,35.240
2023-10-04-14:05:33,35.315
2023-10-04-14:10:34,35.230
2023-10-04-14:15:34,35.356
2023-10-04-14:20:35,35.415
2023-10-04-14:25:35,35.240
2023-10-04-14:30:36,35.430
2023-10-04-14:35:37,35.339
2023-10-04-14:40:37,35.455
2023-10-04-14:45:38,35.565
2023-10-04-14:50:38,35.508
2023-10-04-14:55:39,35.505
2023-10-04-15:00:40,35.605
2023-10-04-15:05:40,35.600
2023-10-04-15:10:41,35.715
2023-10-04-15:15:41,35.840
2023-10-04-15:20:42,35.895
2023-10-04-15:25:43,35.987
2023-10-04-15:30:43,35.935
2023-10-04-15:35:44,36.054
2023-10-04-15:40:44,36.135
2023-10-04-15:45:45,36.030
2023-10-04-15:50:46,35.959
2023-10-04-15:55:46,36.035
2023-10-04-16:00:47,35.940
2023-10-05-09:30:00,35.940
2023-10-05-09:35:01,35.930
2023-10-05-09:40:01,35.700
2023-10-05-09:45:02,35.590
2023-10-05-09:50:02,35.430
2023-10-05-09:55:03,35.260
2023-10-05-10:00:04,35.280
2023-10-05-10:05:04,35.030
2023-10-05-10:10:05,34.920
2023-10-05-10:15:05,34.980
2023-10-05-10:20:06,35.040
2023-10-05-10:25:07,34.915
2023-10-05-10:30:07,35.032
2023-10-05-10:35:08,34.995
2023-10-05-10:40:09,34.615
2023-10-05-10:45:09,34.640
2023-10-05-10:50:10,34.560
2023-10-05-10:55:10,34.710
2023-10-05-11:00:11,34.610
2023-10-05-11:05:12,34.630
2023-10-05-11:10:12,34.580
2023-10-05-11:15:13,34.730
2023-10-05-11:20:14,34.650
2023-10-05-11:25:14,34.805
2023-10-05-11:30:15,34.760
2023-10-05-11:35:15,34.800
2023-10-05-11:40:16,34.855
2023-10-05-11:45:17,34.745
2023-10-05-11:50:17,34.836
2023-10-05-11:55:18,35.030
2023-10-05-12:00:18,34.835
2023-10-05-12:05:19,35.020
2023-10-05-12:10:19,35.032
2023-10-05-12:15:20,35.190
2023-10-05-12:20:20,35.162
2023-10-05-12:25:21,35.130
2023-10-05-12:30:22,35.285
2023-10-05-12:35:22,35.171
2023-10-05-12:40:23,35.110
2023-10-05-12:45:23,35.080
2023-10-05-12:50:24,35.042
2023-10-05-12:55:25,35.119
2023-10-05-13:00:25,35.120
2023-10-05-13:05:26,35.012
2023-10-05-13:10:26,34.930
2023-10-05-13:15:27,35.095
2023-10-05-13:20:28,35.080
2023-10-05-13:25:28,35.145
2023-10-05-13:30:29,35.185
2023-10-05-13:35:29,35.282
2023-10-05-13:40:30,35.415
2023-10-05-13:45:31,35.460
2023-10-05-13:50:31,35.480
2023-10-05-13:55:32,35.425
2023-10-05-14:00:32,35.520
2023-10-05-14:05:33,35.605
2023-10-05-14:10:34,35.484
2023-10-05-14:15:34,35.550
2023-10-05-14:20:35,35.595
2023-10-05-14:25:35,35.505
2023-10-05-14:30:36,35.581
2023-10-05-14:35:37,35.705
2023-10-05-14:40:37,35.845
2023-10-05-14:45:38,35.785
2023-10-05-14:50:39,35.765
2023-10-05-14:55:40,35.751
2023-10-05-15:00:40,35.840
2023-10-05-15:05:41,35.740
2023-10-05-15:10:41,35.710
2023-10-05-15:15:42,35.620
2023-10-05-15:20:43,35.629
2023-10-05-15:25:43,35.580
2023-10-05-15:30:44,35.698
2023-10-05-15:35:44,35.660
2023-10-05-15:40:45,35.639
2023-10-05-15:45:45,35.678
2023-10-05-15:50:46,35.660
2023-10-05-15:55:47,35.520
2023-10-05-16:00:47,35.560
2023-10-06-09:30:00,35.560
2023-10-06-09:35:01,34.850
2023-10-06-09:40:01,34.540
2023-10-06-09:45:02,34.680
2023-10-06-09:50:02,34.690
2023-10-06-09:55:03,34.850
2023-10-06-10:00:04,34.820
2023-10-06-10:05:04,34.620
2023-10-06-10:10:05,34.620
2023-10-06-10:15:05,34.965
2023-10-06-10:20:06,34.850
2023-10-06-10:25:07,35.295
2023-10-06-10:30:07,35.459
2023-10-06-10:35:08,35.620
2023-10-06-10:40:08,35.650
2023-10-06-10:45:09,35.680
2023-10-06-10:50:10,35.710
2023-10-06-10:55:10,35.641
2023-10-06-11:00:11,35.749
2023-10-06-11:05:11,35.895
2023-10-06-11:10:12,36.040
2023-10-06-11:15:13,35.975
2023-10-06-11:20:13,35.870
2023-10-06-11:25:14,35.950
2023-10-06-11:30:14,36.040
2023-10-06-11:35:15,36.370
2023-10-06-11:40:16,36.500
2023-10-06-11:45:16,36.565
2023-10-06-11:50:17,36.645
2023-10-06-11:55:17,36.667
2023-10-06-12:00:18,36.900
2023-10-06-12:05:18,36.920
2023-10-06-12:10:19,36.950
2023-10-06-12:15:19,36.850
2023-10-06-12:20:20,36.870
2023-10-06-12:25:21,36.695
2023-10-06-12:30:21,36.860
2023-10-06-12:35:22,36.710
2023-10-06-12:40:22,36.775
2023-10-06-12:45:23,36.910
2023-10-06-12:50:23,36.940
2023-10-06-12:55:24,36.905
2023-10-06-13:00:25,36.873
2023-10-06-13:05:25,36.890
2023-10-06-13:10:26,36.895
2023-10-06-13:15:27,37.095
2023-10-06-13:20:27,37.130
2023-10-06-13:25:28,37.176
2023-10-06-13:30:28,37.190
2023-10-06-13:35:29,37.210
2023-10-06-13:40:29,37.240
2023-10-06-13:45:30,37.075
2023-10-06-13:50:31,37.161
2023-10-06-13:55:31,37.195
2023-10-06-14:00:32,37.155
2023-10-06-14:05:32,37.160
2023-10-06-14:10:33,37.270
2023-10-06-14:15:33,37.240
2023-10-06-14:20:34,37.271
2023-10-06-14:25:35,37.340
2023-10-06-14:30:35,37.430
2023-10-06-14:35:36,37.449
2023-10-06-14:40:36,37.520
2023-10-06-14:45:37,37.550
2023-10-06-14:50:37,37.500
2023-10-06-14:55:38,37.510
2023-10-06-15:00:38,37.510
2023-10-06-15:05:39,37.485
2023-10-06-15:10:40,37.543
2023-10-06-15:15:40,37.480
2023-10-06-15:20:41,37.510
2023-10-06-15:25:41,37.531
2023-10-06-15:30:42,37.650
2023-10-06-15:35:42,37.567
2023-10-06-15:40:43,37.675
2023-10-06-15:45:44,37.560
2023-10-06-15:50:44,37.511
2023-10-06-15:55:45,37.400
2023-10-06-16:00:45,37.350
2023-10-09-09:30:00,ERROR-1
2023-10-09-09:35:00,ERROR-1
2023-10-09-09:40:00,ERROR-1
2023-10-09-09:45:00,ERROR-1
2023-10-09-09:50:00,ERROR-1
2023-10-09-09:55:00,ERROR-1
2023-10-09-10:00:00,ERROR-1
2023-10-09-10:05:00,ERROR-1
2023-10-09-10:10:00,ERROR-1
2023-10-09-10:15:01,ERROR-1
2023-10-09-10:20:01,ERROR-1
2023-10-09-10:25:01,ERROR-1
2023-10-09-10:30:01,ERROR-1
2023-10-09-10:35:01,ERROR-1
2023-10-09-10:40:01,ERROR-1
2023-10-09-10:45:01,ERROR-1
2023-10-09-10:50:01,ERROR-1
2023-10-09-10:55:01,ERROR-1
2023-10-09-11:00:02,ERROR-1
2023-10-09-11:05:02,ERROR-1
2023-10-09-11:09:59,36.364
2023-10-09-11:14:59,36.380
2023-10-09-11:20:00,36.520
2023-10-09-11:25:01,36.605
2023-10-09-11:30:01,36.759
2023-10-09-11:35:02,36.767
2023-10-09-11:40:02,36.803
2023-10-09-11:45:03,36.770
2023-10-09-11:50:04,36.800
2023-10-09-11:55:04,36.798
2023-10-09-12:00:05,36.889
2023-10-09-12:05:06,36.865
2023-10-09-12:10:06,36.959
2023-10-09-12:15:07,36.945
2023-10-09-12:20:07,37.064
2023-10-09-12:25:08,37.130
2023-10-09-12:30:09,37.010
2023-10-09-12:35:09,37.066
2023-10-09-12:40:10,36.985
2023-10-09-12:45:10,36.925
2023-10-09-12:50:11,37.006
2023-10-09-12:55:12,36.979
2023-10-09-13:00:12,36.996
2023-10-09-13:05:13,37.045
2023-10-09-13:10:13,37.060
2023-10-09-13:15:14,37.070
2023-10-09-13:20:15,37.105
2023-10-09-13:25:15,37.118
2023-10-09-13:30:16,37.335
2023-10-09-13:35:16,37.450
2023-10-09-13:40:17,37.530
2023-10-09-13:45:18,37.740
2023-10-09-13:50:18,37.740
2023-10-09-13:55:19,37.820
2023-10-09-14:00:19,37.885
2023-10-09-14:05:20,37.890
2023-10-09-14:10:21,37.965
2023-10-09-14:15:21,37.920
2023-10-09-14:20:22,37.880
2023-10-09-14:25:22,37.920
2023-10-09-14:30:23,37.970
2023-10-09-14:35:24,37.885
2023-10-09-14:40:24,37.910
2023-10-09-14:45:25,37.977
2023-10-09-14:50:25,37.980
2023-10-09-14:55:26,38.079
2023-10-09-15:00:27,37.960
2023-10-09-15:05:27,37.970
2023-10-09-15:10:28,38.015
2023-10-09-15:15:28,37.940
2023-10-09-15:20:29,37.890
2023-10-09-15:25:30,37.905
2023-10-09-15:30:30,37.925
2023-10-09-15:35:31,37.850
2023-10-09-15:40:31,37.870
2023-10-09-15:45:32,37.790
2023-10-09-15:50:32,37.840
2023-10-09-15:55:33,37.927
2023-10-09-16:00:34,37.900
2023-10-10-09:30:00,37.900
2023-10-10-09:35:01,38.010
2023-10-10-09:40:01,37.970
2023-10-10-09:45:02,38.065
2023-10-10-09:50:02,38.016
2023-10-10-09:55:03,38.169
2023-10-10-10:00:04,38.340
2023-10-10-10:05:04,38.480
2023-10-10-10:10:05,38.360
2023-10-10-10:15:05,38.495
2023-10-10-10:20:06,38.550
2023-10-10-10:25:07,38.560
2023-10-10-10:30:07,38.720
2023-10-10-10:35:08,38.830
2023-10-10-10:40:08,38.824
2023-10-10-10:45:09,38.860
2023-10-10-10:50:10,38.836
2023-10-10-10:55:10,38.830
2023-10-10-11:00:11,38.879
2023-10-10-11:05:11,38.955
2023-10-10-11:10:12,38.970
2023-10-10-11:15:13,39.040
2023-10-10-11:20:13,39.160
2023-10-10-11:25:14,39.160
2023-10-10-11:30:14,39.140
2023-10-10-11:35:15,39.250
2023-10-10-11:40:16,39.200
2023-10-10-11:45:16,39.295
2023-10-10-11:50:17,39.285
2023-10-10-11:55:17,39.320
2023-10-10-12:00:18,39.280
2023-10-10-12:05:19,39.235
2023-10-10-12:10:19,39.260
2023-10-10-12:15:20,39.270
2023-10-10-12:20:21,39.266
2023-10-10-12:25:21,39.180
2023-10-10-12:30:22,39.277
2023-10-10-12:35:22,39.240
2023-10-10-12:40:23,39.225
2023-10-10-12:45:23,39.210
2023-10-10-12:50:24,39.170
2023-10-10-12:55:25,39.256
2023-10-10-13:00:25,39.175
2023-10-10-13:05:26,38.660
2023-10-10-13:10:26,38.680
2023-10-10-13:15:27,38.440
2023-10-10-13:20:28,38.567
2023-10-10-13:25:28,38.565
2023-10-10-13:30:29,38.663
2023-10-10-13:35:29,38.660
2023-10-10-13:40:30,38.680
2023-10-10-13:45:31,38.760
2023-10-10-13:50:31,38.709
2023-10-10-13:55:32,38.730
2023-10-10-14:00:33,38.670
2023-10-10-14:05:33,38.720
2023-10-10-14:10:34,38.610
2023-10-10-14:15:34,38.575
2023-10-10-14:20:35,38.725
2023-10-10-14:25:35,38.499
2023-10-10-14:30:36,38.590
2023-10-10-14:35:37,38.680
2023-10-10-14:40:37,38.570
2023-10-10-14:45:38,38.685
2023-10-10-14:50:38,38.660
2023-10-10-14:55:39,38.487
2023-10-10-15:00:39,38.570
2023-10-10-15:05:40,38.625
2023-10-10-15:10:40,38.684
2023-10-10-15:15:41,38.650
2023-10-10-15:20:42,38.620
2023-10-10-15:25:42,38.690
2023-10-10-15:30:43,38.676
2023-10-10-15:35:43,38.664
2023-10-10-15:40:44,38.710
2023-10-10-15:45:45,38.682
2023-10-10-15:50:45,38.660
2023-10-10-15:55:46,38.600
2023-10-10-16:00:47,38.520
2023-10-11-09:30:00,38.520
2023-10-11-09:35:01,39.285
2023-10-11-09:40:01,39.305
2023-10-11-09:45:02,39.050
2023-10-11-09:50:03,39.080
2023-10-11-09:55:03,39.047
2023-10-11-10:00:04,38.970
2023-10-11-10:05:05,38.835
2023-10-11-10:10:05,38.930
2023-10-11-10:15:06,38.800
2023-10-11-10:20:07,38.830
2023-10-11-10:25:07,38.977
2023-10-11-10:30:08,38.865
2023-10-11-10:35:08,38.960
2023-10-11-10:40:09,39.054
2023-10-11-10:45:10,38.960
2023-10-11-10:50:10,38.960
2023-10-11-10:55:11,39.157
2023-10-11-11:00:11,39.226
2023-10-11-11:05:12,39.200
2023-10-11-11:10:12,39.285
2023-10-11-11:15:13,39.274
2023-10-11-11:20:14,38.956
2023-10-11-11:25:14,39.020
2023-10-11-11:30:15,38.877
2023-10-11-11:35:15,38.912
2023-10-11-11:40:16,38.820
2023-10-11-11:45:17,38.765
2023-10-11-11:50:17,38.855
2023-10-11-11:55:18,38.880
2023-10-11-12:00:18,38.840
2023-10-11-12:05:19,38.740
2023-10-11-12:10:20,38.784
2023-10-11-12:15:20,38.695
2023-10-11-12:20:21,38.645
2023-10-11-12:25:21,38.710
2023-10-11-12:30:22,38.736
2023-10-11-12:35:22,38.735
2023-10-11-12:40:23,38.780
2023-10-11-12:45:24,38.724
2023-10-11-12:50:24,38.730
2023-10-11-12:55:25,38.615
2023-10-11-13:00:26,38.790
2023-10-11-13:05:26,38.710
2023-10-11-13:10:27,38.770
2023-10-11-13:15:28,38.772
2023-10-11-13:20:28,38.505
2023-10-11-13:25:29,38.585
2023-10-11-13:30:29,38.601
2023-10-11-13:35:30,38.475
2023-10-11-13:40:31,38.450
2023-10-11-13:45:31,38.504
2023-10-11-13:50:32,38.460
2023-10-11-13:55:32,38.545
2023-10-11-14:00:33,38.675
2023-10-11-14:05:34,38.668
2023-10-11-14:10:34,38.640
2023-10-11-14:15:35,38.708
2023-10-11-14:20:36,38.760
2023-10-11-14:25:36,38.990
2023-10-11-14:30:37,38.829
2023-10-11-14:35:37,38.900
2023-10-11-14:40:38,38.870
2023-10-11-14:45:38,38.950
2023-10-11-14:50:39,38.950
2023-10-11-14:55:40,39.026
2023-10-11-15:00:40,38.940
2023-10-11-15:05:41,38.960
2023-10-11-15:10:41,38.980
2023-10-11-15:15:42,38.910
2023-10-11-15:20:42,38.925
2023-10-11-15:25:43,38.990
2023-10-11-15:30:44,39.059
2023-10-11-15:35:44,39.025
2023-10-11-15:40:45,39.183
2023-10-11-15:45:45,39.220
2023-10-11-15:50:46,39.250
2023-10-11-15:55:47,39.295
2023-10-11-16:00:47,39.340
2023-10-12-09:30:00,39.340
2023-10-12-09:35:01,39.440
2023-10-12-09:40:01,39.488
2023-10-12-09:45:02,39.360
2023-10-12-09:50:02,39.295
2023-10-12-09:55:03,39.285
2023-10-12-10:00:04,39.430
2023-10-12-10:05:04,39.510
2023-10-12-10:10:05,39.705
2023-10-12-10:15:05,39.905
2023-10-12-10:20:06,39.708
2023-10-12-10:25:07,39.750
2023-10-12-10:30:07,39.640
2023-10-12-10:35:08,39.730
2023-10-12-10:40:08,39.705
2023-10-12-10:45:09,39.540
2023-10-12-10:50:09,39.735
2023-10-12-10:55:10,39.665
2023-10-12-11:00:11,39.705
2023-10-12-11:05:11,39.665
2023-10-12-11:10:12,39.750
2023-10-12-11:15:12,39.906
2023-10-12-11:20:13,39.948
2023-10-12-11:25:14,39.816
2023-10-12-11:30:14,39.660
2023-10-12-11:35:15,39.675
2023-10-12-11:40:15,39.740
2023-10-12-11:45:16,39.785
2023-10-12-11:50:17,39.710
2023-10-12-11:55:17,39.830
2023-10-12-12:00:18,39.870
2023-10-12-12:05:18,39.826
2023-10-12-12:10:19,39.860
2023-10-12-12:15:20,39.810
2023-10-12-12:20:20,39.897
2023-10-12-12:25:21,39.950
2023-10-12-12:30:21,39.994
2023-10-12-12:35:22,39.935
2023-10-12-12:40:23,39.960
2023-10-12-12:45:23,39.945
2023-10-12-12:50:24,39.811
2023-10-12-12:55:24,39.890
2023-10-12-13:00:25,39.775
2023-10-12-13:05:25,39.410
2023-10-12-13:10:26,39.230
2023-10-12-13:15:27,38.965
2023-10-12-13:20:27,39.000
2023-10-12-13:25:28,38.900
2023-10-12-13:30:29,38.815
2023-10-12-13:35:29,38.815
2023-10-12-13:40:30,38.770
2023-10-12-13:45:30,38.755
2023-10-12-13:50:31,38.740
2023-10-12-13:55:31,38.740
2023-10-12-14:00:32,38.625
2023-10-12-14:05:33,38.514
2023-10-12-14:10:33,38.200
2023-10-12-14:15:34,38.248
2023-10-12-14:20:34,38.255
2023-10-12-14:25:35,38.440
2023-10-12-14:30:36,38.490
2023-10-12-14:35:36,38.634
2023-10-12-14:40:37,38.580
2023-10-12-14:45:37,38.625
2023-10-12-14:50:38,38.710
2023-10-12-14:55:39,38.655
2023-10-12-15:00:39,38.690
2023-10-12-15:05:55,38.660
2023-10-12-15:10:55,38.620
2023-10-12-15:15:56,38.760
2023-10-12-15:20:56,38.870
2023-10-12-15:25:57,38.760
2023-10-12-15:30:58,38.830
2023-10-12-15:35:58,38.910
2023-10-12-15:40:59,38.922
2023-10-12-15:45:59,38.880
2023-10-12-15:51:00,39.007
2023-10-12-15:56:01,38.890
2023-10-13-09:30:00,38.880
2023-10-13-09:35:01,39.010
2023-10-13-09:40:01,39.090
2023-10-13-09:45:02,38.975
2023-10-13-09:50:02,39.089
2023-10-13-09:55:03,39.090
2023-10-13-10:00:04,39.000
2023-10-13-10:05:04,38.890
2023-10-13-10:10:05,38.850
2023-10-13-10:15:05,38.725
2023-10-13-10:20:06,38.690
2023-10-13-10:25:07,38.560
2023-10-13-10:30:07,38.580
2023-10-13-10:35:08,38.700
2023-10-13-10:40:08,38.572
2023-10-13-10:45:09,38.562
2023-10-13-10:50:09,38.397
2023-10-13-10:55:10,38.050
2023-10-13-11:00:11,38.015
2023-10-13-11:05:11,37.960
2023-10-13-11:10:12,37.980
2023-10-13-11:15:12,37.920
2023-10-13-11:20:13,37.896
2023-10-13-11:25:13,37.676
2023-10-13-11:30:14,37.670
2023-10-13-11:35:15,37.787
2023-10-13-11:40:15,37.800
2023-10-13-11:45:16,37.698
2023-10-13-11:50:17,37.646
2023-10-13-11:55:17,37.410
2023-10-13-12:00:18,37.380
2023-10-13-12:05:18,37.445
2023-10-13-12:10:19,37.490
2023-10-13-12:15:20,37.450
2023-10-13-12:20:20,37.694
2023-10-13-12:25:21,37.796
2023-10-13-12:30:21,37.874
2023-10-13-12:35:22,37.970
2023-10-13-12:40:23,37.895
2023-10-13-12:45:23,37.930
2023-10-13-12:50:24,37.805
2023-10-13-12:55:24,37.729
2023-10-13-13:00:25,37.730
2023-10-13-13:05:25,37.630
2023-10-13-13:10:26,37.500
2023-10-13-13:15:27,37.400
2023-10-13-13:20:28,37.425
2023-10-13-13:25:28,37.365
2023-10-13-13:30:29,37.084
2023-10-13-13:35:29,37.109
2023-10-13-13:40:30,37.095
2023-10-13-13:45:31,37.385
2023-10-13-13:50:31,37.410
2023-10-13-13:55:32,37.420
2023-10-13-14:00:32,37.395
2023-10-13-14:05:33,37.445
2023-10-13-14:10:34,37.350
2023-10-13-14:15:34,37.306
2023-10-13-14:20:35,37.337
2023-10-13-14:25:35,37.260
2023-10-13-14:30:36,37.425
2023-10-13-14:35:37,37.536
2023-10-13-14:40:37,37.405
2023-10-13-14:45:38,37.330
2023-10-13-14:50:38,37.370
2023-10-13-14:55:39,37.430
2023-10-13-15:00:40,37.470
2023-10-13-15:05:40,37.530
2023-10-13-15:10:41,37.515
2023-10-13-15:15:41,37.540
2023-10-13-15:20:42,37.464
2023-10-13-15:25:43,37.400
2023-10-13-15:30:44,37.390
2023-10-13-15:35:44,37.355
2023-10-13-15:40:45,37.320
2023-10-13-15:45:45,37.239
2023-10-13-15:50:46,37.345
2023-10-13-15:55:47,37.360
2023-10-13-16:00:47,37.410
2023-10-16-09:30:00,ERROR-1
2023-10-16-09:35:00,38.250
2023-10-16-09:40:01,38.265
2023-10-16-09:45:02,37.990
2023-10-16-09:50:02,37.938
2023-10-16-09:55:03,37.990
2023-10-16-10:00:04,38.230
2023-10-16-10:05:04,38.160
2023-10-16-10:10:05,38.300
2023-10-16-10:15:05,38.410
2023-10-16-10:20:06,38.480
2023-10-16-10:25:07,38.615
2023-10-16-10:30:07,38.705
2023-10-16-10:35:08,38.785
2023-10-16-10:40:08,38.780
2023-10-16-10:45:09,38.789
2023-10-16-10:50:09,38.770
2023-10-16-10:55:10,38.670
2023-10-16-11:00:11,38.840
2023-10-16-11:05:11,38.730
2023-10-16-11:10:12,38.830
2023-10-16-11:15:12,38.793
2023-10-16-11:20:13,38.580
2023-10-16-11:25:14,38.610
2023-10-16-11:30:14,38.770
2023-10-16-11:35:15,38.795
2023-10-16-11:40:15,38.600
2023-10-16-11:45:16,38.560
2023-10-16-11:50:17,38.650
