2023-09-11-09:30:00,ERROR-1
2023-09-12-14:30:34,410.420
2023-09-12-14:35:34,410.670
2023-09-12-14:40:35,410.545
2023-09-12-14:45:35,410.345
2023-09-12-14:50:36,410.200
2023-09-12-14:55:36,409.875
2023-09-12-15:00:37,409.700
2023-09-12-15:05:37,409.655
2023-09-12-15:10:38,409.693
2023-09-12-15:15:38,409.580
2023-09-12-15:20:39,409.510
2023-09-12-15:25:40,409.340
2023-09-12-15:30:40,409.540
2023-09-12-15:35:41,409.720
2023-09-12-15:40:41,409.640
2023-09-12-15:45:42,409.860
2023-09-12-15:50:42,409.840
2023-09-12-15:55:43,409.850
2023-09-12-16:00:43,409.800
2023-09-13-09:30:00,409.870
2023-09-13-09:35:01,410.640
2023-09-13-09:40:01,410.600
2023-09-13-09:45:02,410.620
2023-09-13-09:50:03,410.620
2023-09-13-09:55:03,410.211
2023-09-13-10:00:04,410.716
2023-09-13-10:05:04,409.885
2023-09-13-10:10:05,409.630
2023-09-13-10:15:05,409.358
2023-09-13-10:20:06,409.120
2023-09-13-10:25:06,409.650
2023-09-13-10:30:07,409.925
2023-09-13-10:35:07,410.170
2023-09-13-10:40:08,410.590
2023-09-13-10:45:09,410.575
2023-09-13-10:50:09,410.485
2023-09-13-10:55:10,410.840
2023-09-13-11:00:10,410.900
2023-09-13-11:05:11,411.090
2023-09-13-11:10:11,411.010
2023-09-13-11:15:12,411.040
2023-09-13-11:20:13,410.740
2023-09-13-11:25:13,411.181
2023-09-13-11:30:14,411.260
2023-09-13-11:35:14,411.097
2023-09-13-11:40:15,410.999
2023-09-13-11:45:15,411.050
2023-09-13-11:50:16,411.000
2023-09-13-11:55:16,410.610
2023-09-13-12:00:17,411.020
2023-09-13-12:05:17,410.905
2023-09-13-12:10:18,410.880
2023-09-13-12:15:19,410.560
2023-09-13-12:20:19,411.000
2023-09-13-12:25:20,411.056
2023-09-13-12:30:20,411.064
2023-09-13-12:35:21,411.090
2023-09-13-12:40:21,410.660
2023-09-13-12:45:22,410.729
2023-09-13-12:50:23,410.770
2023-09-13-12:55:23,411.115
2023-09-13-13:00:24,411.050
2023-09-13-13:05:24,410.920
2023-09-13-13:10:25,410.970
2023-09-13-13:15:25,411.120
2023-09-13-13:20:26,411.120
2023-09-13-13:25:26,411.220
2023-09-13-13:30:27,411.070
2023-09-13-13:35:27,411.240
2023-09-13-13:40:28,411.210
2023-09-13-13:45:28,411.390
2023-09-13-13:50:29,411.200
2023-09-13-13:55:29,411.180
2023-09-13-14:00:30,411.116
2023-09-13-14:05:30,410.740
2023-09-13-14:10:31,410.980
2023-09-13-14:15:31,410.860
2023-09-13-14:20:32,410.730
2023-09-13-14:25:33,410.810
2023-09-13-14:30:33,410.880
2023-09-13-14:35:34,410.610
2023-09-13-14:40:34,410.831
2023-09-13-14:45:35,410.540
2023-09-13-14:50:35,410.410
2023-09-13-14:55:36,409.480
2023-09-13-15:00:37,410.000
2023-09-13-15:05:37,409.510
2023-09-13-15:10:38,409.370
2023-09-13-15:15:38,409.235
2023-09-13-15:20:39,409.610
2023-09-13-15:25:39,409.705
2023-09-13-15:30:40,409.950
2023-09-13-15:35:41,409.930
2023-09-13-15:40:41,410.220
2023-09-13-15:45:42,410.060
2023-09-13-15:50:42,410.130
2023-09-13-15:55:43,410.220
2023-09-13-16:00:43,410.320
2023-09-14-09:30:00,412.665
2023-09-14-09:35:01,412.265
2023-09-14-09:40:01,412.390
2023-09-14-09:45:02,412.285
2023-09-14-09:50:03,412.220
2023-09-14-09:55:03,412.009
2023-09-14-10:00:04,412.600
2023-09-14-10:05:04,411.840
2023-09-14-10:10:05,411.810
2023-09-14-10:15:06,411.920
2023-09-14-10:20:06,411.470
2023-09-14-10:25:07,411.960
2023-09-14-10:30:07,412.240
2023-09-14-10:35:08,412.420
2023-09-14-10:40:08,412.410
2023-09-14-10:45:09,412.960
2023-09-14-10:50:09,413.040
2023-09-14-10:55:10,413.080
2023-09-14-11:00:11,413.089
2023-09-14-11:05:11,413.239
2023-09-14-11:10:12,413.360
2023-09-14-11:15:12,413.358
2023-09-14-11:20:13,413.290
2023-09-14-11:25:13,413.198
2023-09-14-11:30:14,413.080
2023-09-14-11:35:14,413.040
2023-09-14-11:40:15,412.900
2023-09-14-11:45:16,412.917
2023-09-14-11:50:16,413.129
2023-09-14-11:55:17,413.350
2023-09-14-12:00:17,413.420
2023-09-14-12:05:18,413.340
2023-09-14-12:10:19,413.360
2023-09-14-12:15:19,413.630
2023-09-14-12:20:20,413.785
2023-09-14-12:25:21,413.530
2023-09-14-12:30:21,413.630
2023-09-14-12:35:22,413.683
2023-09-14-12:40:22,413.690
2023-09-14-12:45:23,413.740
2023-09-14-12:50:23,413.940
2023-09-14-12:55:24,414.090
2023-09-14-13:00:24,414.050
2023-09-14-13:05:25,413.920
2023-09-14-13:10:26,413.877
2023-09-14-13:15:26,413.920
2023-09-14-13:20:27,413.943
2023-09-14-13:25:27,413.800
2023-09-14-13:30:28,413.900
2023-09-14-13:35:28,414.100
2023-09-14-13:40:29,414.030
2023-09-14-13:45:29,413.980
2023-09-14-13:50:30,413.770
2023-09-14-13:55:31,413.740
2023-09-14-14:00:31,413.630
2023-09-14-14:05:32,413.610
2023-09-14-14:10:32,413.680
2023-09-14-14:15:33,413.655
2023-09-14-14:20:33,413.580
2023-09-14-14:25:34,413.560
2023-09-14-14:30:34,413.479
2023-09-14-14:35:35,413.740
2023-09-14-14:40:36,413.800
2023-09-14-14:45:36,414.020
2023-09-14-14:50:37,413.980
2023-09-14-14:55:37,414.050
2023-09-14-15:00:38,414.090
2023-09-14-15:05:39,414.420
2023-09-14-15:10:39,414.370
2023-09-14-15:15:40,414.300
2023-09-14-15:20:40,414.170
2023-09-14-15:25:41,413.990
2023-09-14-15:30:41,413.830
2023-09-14-15:35:42,413.779
2023-09-14-15:40:43,413.850
2023-09-14-15:45:43,413.960
2023-09-14-15:50:44,413.880
2023-09-14-15:55:44,413.660
2023-09-14-16:00:45,413.850
2023-09-15-09:30:00,413.900
2023-09-15-09:35:01,412.270
2023-09-15-09:40:01,412.134
2023-09-15-09:45:02,411.770
2023-09-15-09:50:02,411.721
2023-09-15-09:55:03,411.810
2023-09-15-10:00:04,411.890
2023-09-15-10:05:04,411.950
2023-09-15-10:10:05,411.470
2023-09-15-10:15:05,411.130
2023-09-15-10:20:06,411.430
2023-09-15-10:25:07,411.340
2023-09-15-10:30:07,411.270
2023-09-15-10:35:08,411.380
2023-09-15-10:40:09,411.351
2023-09-15-10:45:09,410.980
2023-09-15-10:50:10,411.000
2023-09-15-10:55:10,410.380
2023-09-15-11:00:11,410.050
2023-09-15-11:05:11,409.910
2023-09-15-11:10:12,410.120
2023-09-15-11:15:13,409.970
2023-09-15-11:20:13,410.030
2023-09-15-11:25:14,410.060
2023-09-15-11:30:14,410.248
2023-09-15-11:35:15,410.128
2023-09-15-11:40:16,410.200
2023-09-15-11:45:16,410.410
2023-09-15-11:50:17,410.624
2023-09-15-11:55:17,410.410
2023-09-15-12:00:18,410.490
2023-09-15-12:05:18,410.556
2023-09-15-12:10:19,410.480
2023-09-15-12:15:19,410.485
2023-09-15-12:20:20,410.540
2023-09-15-12:25:20,410.530
2023-09-15-12:30:21,410.280
2023-09-15-12:35:22,410.510
2023-09-15-12:40:22,410.560
2023-09-15-12:45:23,410.510
2023-09-15-12:50:23,410.650
2023-09-15-12:55:24,410.490
2023-09-15-13:00:24,410.480
2023-09-15-13:05:25,409.950
2023-09-15-13:10:25,409.810
2023-09-15-13:15:26,409.580
2023-09-15-13:20:27,409.210
2023-09-15-13:25:27,409.030
2023-09-15-13:30:28,408.840
2023-09-15-13:35:28,409.020
2023-09-15-13:40:29,409.360
2023-09-15-13:45:29,409.550
2023-09-15-13:50:30,409.366
2023-09-15-13:55:30,409.399
2023-09-15-14:00:31,409.280
2023-09-15-14:05:32,409.180
2023-09-15-14:10:32,409.110
2023-09-15-14:15:33,408.905
2023-09-15-14:20:33,408.990
2023-09-15-14:25:34,408.810
2023-09-15-14:30:34,408.750
2023-09-15-14:35:35,408.940
2023-09-15-14:40:35,409.140
2023-09-15-14:45:36,409.190
2023-09-15-14:50:36,409.290
2023-09-15-14:55:37,409.000
2023-09-15-15:00:38,409.230
2023-09-15-15:05:38,409.030
2023-09-15-15:10:39,408.940
2023-09-15-15:15:39,409.190
2023-09-15-15:20:40,409.150
2023-09-15-15:25:40,409.090
2023-09-15-15:30:41,409.340
2023-09-15-15:35:41,408.960
2023-09-15-15:40:42,408.709
2023-09-15-15:45:42,408.685
2023-09-15-15:50:43,408.820
2023-09-15-15:55:44,408.770
2023-09-15-16:00:44,408.850
2023-09-18-09:30:00,ERROR-1
2023-09-18-09:35:01,409.000
2023-09-18-09:40:01,408.940
2023-09-18-09:45:02,408.430
2023-09-18-09:50:02,408.310
2023-09-18-09:55:03,408.530
2023-09-18-10:00:04,408.583
2023-09-18-10:05:05,408.620
2023-09-18-10:10:05,408.880
2023-09-18-10:15:06,408.910
2023-09-18-10:20:07,408.975
2023-09-18-10:25:07,409.080
2023-09-18-10:30:08,408.900
2023-09-18-10:35:08,409.040
2023-09-18-10:40:09,408.763
2023-09-18-10:45:10,409.000
2023-09-18-10:50:10,409.000
2023-09-18-10:55:11,408.940
2023-09-18-11:00:11,409.155
2023-09-18-11:05:12,409.160
2023-09-18-11:10:13,408.960
2023-09-18-11:15:13,408.950
2023-09-18-11:20:14,409.280
2023-09-18-11:25:15,409.400
2023-09-18-11:30:15,409.530
2023-09-18-11:35:16,409.790
2023-09-18-11:40:16,409.710
2023-09-18-11:45:17,410.080
2023-09-18-11:50:18,409.962
2023-09-18-11:55:18,410.115
2023-09-18-12:00:19,410.100
2023-09-18-12:05:20,410.100
2023-09-18-12:10:20,409.800
2023-09-18-12:15:21,409.810
2023-09-18-12:20:21,410.050
2023-09-18-12:25:22,410.000
2023-09-18-12:30:23,410.210
2023-09-18-12:35:23,410.230
2023-09-18-12:40:24,410.160
2023-09-18-12:45:24,410.020
2023-09-18-12:50:25,410.205
2023-09-18-12:55:26,410.000
2023-09-18-13:00:26,409.930
2023-09-18-13:05:27,409.980
2023-09-18-13:10:27,409.801
2023-09-18-13:15:28,409.780
2023-09-18-13:20:29,409.810
2023-09-18-13:25:29,409.969
2023-09-18-13:30:30,409.905
2023-09-18-13:35:31,410.140
2023-09-18-13:40:31,409.955
2023-09-18-13:45:32,409.925
2023-09-18-13:50:33,409.900
2023-09-18-13:55:33,409.760
2023-09-18-14:00:34,409.770
2023-09-18-14:05:34,409.805
2023-09-18-14:10:35,409.700
2023-09-18-14:15:36,409.840
2023-09-18-14:20:36,409.710
2023-09-18-14:25:37,409.630
2023-09-18-14:30:37,409.500
2023-09-18-14:35:38,409.710
2023-09-18-14:40:39,409.560
2023-09-18-14:45:39,409.550
2023-09-18-14:50:40,409.280
2023-09-18-14:55:40,408.840
2023-09-18-15:00:41,408.980
2023-09-18-15:05:42,408.950
2023-09-18-15:10:42,409.095
2023-09-18-15:15:43,409.111
2023-09-18-15:20:43,408.960
2023-09-18-15:25:44,408.830
2023-09-18-15:30:45,408.980
2023-09-18-15:35:45,408.779
2023-09-18-15:40:46,408.760
2023-09-18-15:45:46,408.736
2023-09-18-15:50:47,408.900
2023-09-18-15:55:48,409.045
2023-09-18-16:00:48,409.180
2023-09-19-09:30:00,408.250
2023-09-19-09:35:01,408.310
2023-09-19-09:40:01,408.365
2023-09-19-09:45:02,408.360
2023-09-19-09:50:02,408.430
2023-09-19-09:55:03,408.190
2023-09-19-10:00:03,407.800
2023-09-19-10:05:04,407.080
2023-09-19-10:10:05,407.050
2023-09-19-10:15:05,407.090
2023-09-19-10:20:06,407.230
2023-09-19-10:25:06,407.280
2023-09-19-10:30:07,407.170
2023-09-19-10:35:07,406.830
2023-09-19-10:40:08,406.400
2023-09-19-10:45:08,406.570
2023-09-19-10:50:09,406.450
2023-09-19-10:55:10,406.360
2023-09-19-11:00:10,406.297
2023-09-19-11:05:11,406.410
2023-09-19-11:10:11,406.430
2023-09-19-11:15:12,406.540
2023-09-19-11:20:12,406.340
2023-09-19-11:25:13,406.340
2023-09-19-11:30:13,406.510
2023-09-19-11:35:14,406.650
2023-09-19-11:40:15,406.640
2023-09-19-11:45:15,406.370
2023-09-19-11:50:16,406.379
2023-09-19-11:55:16,406.320
2023-09-19-12:00:17,406.540
2023-09-19-12:05:17,406.350
2023-09-19-12:10:18,406.148
2023-09-19-12:15:19,406.380
2023-09-19-12:20:19,406.430
2023-09-19-12:25:20,406.360
2023-09-19-12:30:20,406.260
2023-09-19-12:35:21,406.155
2023-09-19-12:40:22,405.960
2023-09-19-12:45:22,406.010
2023-09-19-12:50:23,405.900
2023-09-19-12:55:23,406.130
2023-09-19-13:00:24,406.315
2023-09-19-13:05:25,406.530
2023-09-19-13:10:25,406.595
2023-09-19-13:15:26,406.690
2023-09-19-13:20:26,406.810
2023-09-19-13:25:27,406.870
2023-09-19-13:30:28,406.870
2023-09-19-13:35:28,407.015
2023-09-19-13:40:29,407.270
2023-09-19-13:45:29,407.490
2023-09-19-13:50:30,407.750
2023-09-19-13:55:30,407.810
2023-09-19-14:00:31,407.758
2023-09-19-14:05:31,407.890
2023-09-19-14:10:32,407.930
2023-09-19-14:15:32,407.650
2023-09-19-14:20:33,407.860
2023-09-19-14:25:33,407.760
2023-09-19-14:30:34,407.690
2023-09-19-14:35:35,408.220
2023-09-19-14:40:35,408.580
2023-09-19-14:45:36,408.482
2023-09-19-14:50:36,408.240
2023-09-19-14:55:37,408.092
2023-09-19-15:00:37,407.690
2023-09-19-15:05:38,407.790
2023-09-19-15:10:39,407.800
2023-09-19-15:15:39,407.622
2023-09-19-15:20:40,407.649
2023-09-19-15:25:40,407.839
2023-09-19-15:30:41,408.040
2023-09-19-15:35:41,408.049
2023-09-19-15:40:42,408.120
2023-09-19-15:45:43,408.550
2023-09-19-15:50:43,408.500
2023-09-19-15:55:44,408.490
2023-09-19-16:00:44,408.310
2023-09-20-09:30:00,408.370
2023-09-20-09:35:01,409.229
2023-09-20-09:40:01,409.470
2023-09-20-09:45:02,409.490
2023-09-20-09:50:02,409.532
2023-09-20-09:55:03,409.610
2023-09-20-10:00:04,409.590
2023-09-20-10:05:04,409.510
2023-09-20-10:10:05,409.520
2023-09-20-10:15:05,409.040
2023-09-20-10:20:06,409.090
2023-09-20-10:25:06,409.206
2023-09-20-10:30:07,409.290
2023-09-20-10:35:07,409.420
2023-09-20-10:40:08,409.180
2023-09-20-10:45:09,409.280
2023-09-20-10:50:09,409.080
2023-09-20-10:55:10,409.180
2023-09-20-11:00:10,409.085
2023-09-20-11:05:11,409.000
2023-09-20-11:10:11,409.320
2023-09-20-11:15:12,409.256
2023-09-20-11:20:13,408.980
2023-09-20-11:25:13,408.980
2023-09-20-11:30:14,408.780
2023-09-20-11:35:14,408.940
2023-09-20-11:40:15,408.711
2023-09-20-11:45:15,408.781
2023-09-20-11:50:16,409.000
2023-09-20-11:55:17,409.140
2023-09-20-12:00:17,409.200
2023-09-20-12:05:18,409.050
2023-09-20-12:10:18,409.060
2023-09-20-12:15:19,409.230
2023-09-20-12:20:19,409.150
2023-09-20-12:25:20,409.070
2023-09-20-12:30:21,409.339
2023-09-20-12:35:21,409.310
2023-09-20-12:40:22,409.415
2023-09-20-12:45:22,409.310
2023-09-20-12:50:23,409.300
2023-09-20-12:55:23,409.380
2023-09-20-13:00:24,409.440
2023-09-20-13:05:25,409.336
2023-09-20-13:10:25,409.459
2023-09-20-13:15:26,409.110
2023-09-20-13:20:26,409.270
2023-09-20-13:25:27,409.249
2023-09-20-13:30:27,409.100
2023-09-20-13:35:28,409.038
2023-09-20-13:40:28,408.700
2023-09-20-13:45:29,408.730
2023-09-20-13:50:30,408.700
2023-09-20-13:55:30,409.130
2023-09-20-14:00:31,408.260
2023-09-20-14:05:31,407.390
2023-09-20-14:10:32,407.460
2023-09-20-14:15:32,407.730
2023-09-20-14:20:33,408.030
2023-09-20-14:25:33,408.220
2023-09-20-14:30:34,407.979
2023-09-20-14:35:35,408.600
2023-09-20-14:40:35,408.570
2023-09-20-14:45:36,408.540
2023-09-20-14:50:36,407.330
2023-09-20-14:55:37,407.420
2023-09-20-15:00:37,407.400
2023-09-20-15:05:38,407.585
2023-09-20-15:10:38,407.150
2023-09-20-15:15:39,406.440
2023-09-20-15:20:39,406.178
2023-09-20-15:25:40,406.540
2023-09-20-15:30:41,406.340
2023-09-20-15:35:41,405.485
2023-09-20-15:40:42,405.160
2023-09-20-15:45:42,405.020
2023-09-20-15:50:43,405.300
2023-09-20-15:55:43,405.110
2023-09-20-16:00:44,404.520
2023-09-21-09:30:00,401.840
2023-09-21-09:35:01,401.280
2023-09-21-09:40:01,401.020
2023-09-21-09:45:02,400.910
2023-09-21-09:50:02,401.080
2023-09-21-09:55:03,400.820
2023-09-21-10:00:04,400.418
2023-09-21-10:05:04,400.339
2023-09-21-10:10:05,401.010
2023-09-21-10:15:05,400.848
2023-09-21-10:20:06,401.555
2023-09-21-10:25:06,401.210
2023-09-21-10:30:07,400.870
2023-09-21-10:35:07,400.820
2023-09-21-10:40:08,401.450
2023-09-21-10:45:08,401.030
2023-09-21-10:50:09,400.790
2023-09-21-10:55:09,400.630
2023-09-21-11:00:10,400.385
2023-09-21-11:05:11,400.640
2023-09-21-11:10:11,400.490
2023-09-21-11:15:12,400.180
2023-09-21-11:20:12,400.100
2023-09-21-11:25:13,400.148
2023-09-21-11:30:14,400.090
2023-09-21-11:35:14,400.520
2023-09-21-11:40:15,400.379
2023-09-21-11:45:15,400.370
2023-09-21-11:50:16,400.610
2023-09-21-11:55:16,400.310
2023-09-21-12:00:17,400.140
2023-09-21-12:05:17,399.970
2023-09-21-12:10:18,399.960
2023-09-21-12:15:18,399.880
2023-09-21-12:20:19,399.980
2023-09-21-12:25:19,399.950
2023-09-21-12:30:20,400.000
2023-09-21-12:35:21,400.290
2023-09-21-12:40:21,399.935
2023-09-21-12:45:22,400.069
2023-09-21-12:50:22,400.120
2023-09-21-12:55:23,400.030
2023-09-21-13:00:24,399.820
2023-09-21-13:05:24,400.010
2023-09-21-13:10:25,400.260
2023-09-21-13:15:25,400.670
2023-09-21-13:20:26,400.825
2023-09-21-13:25:26,400.780
2023-09-21-13:30:27,400.878
2023-09-21-13:35:28,400.830
2023-09-21-13:40:28,400.820
2023-09-21-13:45:29,400.634
2023-09-21-13:50:29,400.720
2023-09-21-13:55:30,400.660
2023-09-21-14:00:30,400.609
2023-09-21-14:05:31,400.380
2023-09-21-14:10:31,400.362
2023-09-21-14:15:32,400.130
2023-09-21-14:20:32,400.090
2023-09-21-14:25:33,399.950
2023-09-21-14:30:33,399.710
2023-09-21-14:35:34,399.550
2023-09-21-14:40:35,399.810
2023-09-21-14:45:35,399.870
2023-09-21-14:50:36,399.632
2023-09-21-14:55:36,399.495
2023-09-21-15:00:37,399.367
2023-09-21-15:05:37,399.440
2023-09-21-15:10:38,399.391
2023-09-21-15:15:39,399.040
2023-09-21-15:20:39,398.980
2023-09-21-15:25:40,398.980
2023-09-21-15:30:40,398.500
2023-09-21-15:35:41,398.610
2023-09-21-15:40:42,398.620
2023-09-21-15:45:42,398.690
2023-09-21-15:50:43,398.210
2023-09-21-15:55:43,398.140
2023-09-21-16:00:44,397.900
2023-09-22-09:30:00,397.920
2023-09-22-09:35:01,398.607
2023-09-22-09:40:01,398.560
2023-09-22-09:45:02,398.380
2023-09-22-09:50:02,398.690
2023-09-22-09:55:03,398.250
2023-09-22-10:00:03,398.770
2023-09-22-10:05:04,398.973
2023-09-22-10:10:05,399.200
2023-09-22-10:15:05,398.440
2023-09-22-10:20:06,398.740
2023-09-22-10:25:06,399.130
2023-09-22-10:30:07,399.150
2023-09-22-10:35:07,399.630
2023-09-22-10:40:08,399.590
2023-09-22-10:45:08,399.640
2023-09-22-10:50:09,399.580
2023-09-22-10:55:09,399.700
2023-09-22-11:00:10,399.960
2023-09-22-11:05:11,399.630
2023-09-22-11:10:11,399.500
2023-09-22-11:15:12,399.470
2023-09-22-11:20:12,399.650
2023-09-22-11:25:13,399.750
2023-09-22-11:30:13,400.064
2023-09-22-11:35:14,400.030
2023-09-22-11:40:15,400.250
2023-09-22-11:45:15,399.850
2023-09-22-11:50:16,399.730
2023-09-22-11:55:16,399.560
2023-09-22-12:00:17,399.140
2023-09-22-12:05:17,399.130
2023-09-22-12:10:18,399.150
2023-09-22-12:15:19,399.305
2023-09-22-12:20:19,399.650
2023-09-22-12:25:20,399.649
2023-09-22-12:30:20,399.540
2023-09-22-12:35:21,399.660
2023-09-22-12:40:21,399.970
2023-09-22-12:45:22,399.880
2023-09-22-12:50:23,399.850
2023-09-22-12:55:23,399.853
2023-09-22-13:00:24,399.710
2023-09-22-13:05:24,399.640
2023-09-22-13:10:25,399.390
2023-09-22-13:15:25,399.260
2023-09-22-13:20:26,398.890
2023-09-22-13:25:26,398.610
2023-09-22-13:30:27,398.437
2023-09-22-13:35:28,398.485
2023-09-22-13:40:28,397.890
2023-09-22-13:45:29,397.780
2023-09-22-13:50:29,397.790
2023-09-22-13:55:30,398.100
2023-09-22-14:00:30,398.110
2023-09-22-14:05:31,398.055
2023-09-22-14:10:31,397.840
2023-09-22-14:15:32,397.460
2023-09-22-14:20:32,397.310
2023-09-22-14:25:33,397.830
2023-09-22-14:30:33,397.470
2023-09-22-14:35:34,397.650
2023-09-22-14:40:35,397.420
2023-09-22-14:45:35,397.110
2023-09-22-14:50:36,397.500
2023-09-22-14:55:36,397.440
2023-09-22-15:00:37,397.730
2023-09-22-15:05:37,398.070
2023-09-22-15:10:38,398.960
2023-09-22-15:15:38,399.025
2023-09-22-15:20:39,398.911
2023-09-22-15:25:39,399.100
2023-09-22-15:30:40,399.010
2023-09-22-15:35:40,398.485
2023-09-22-15:40:41,398.260
2023-09-22-15:45:41,397.660
2023-09-22-15:50:42,397.000
2023-09-22-15:55:43,397.090
2023-09-22-16:00:43,396.910
2023-09-25-09:30:00,ERROR-1
2023-09-25-09:35:01,395.540
2023-09-25-09:40:01,395.870
2023-09-25-09:45:02,396.315
2023-09-25-09:50:02,396.390
2023-09-25-09:55:03,396.720
2023-09-25-10:00:04,397.050
2023-09-25-10:05:04,396.640
2023-09-25-10:10:05,396.450
2023-09-25-10:15:05,396.680
2023-09-25-10:20:06,396.420
2023-09-25-10:25:06,396.200
2023-09-25-10:30:07,396.070
2023-09-25-10:35:07,396.600
2023-09-25-10:40:08,396.520
2023-09-25-10:45:09,396.390
2023-09-25-10:50:09,396.570
2023-09-25-10:55:10,396.080
2023-09-25-11:00:10,395.840
2023-09-25-11:05:11,395.990
2023-09-25-11:10:11,396.830
2023-09-25-11:15:12,397.006
2023-09-25-11:20:12,397.840
2023-09-25-11:25:13,397.838
2023-09-25-11:30:13,397.570
2023-09-25-11:35:14,397.550
2023-09-25-11:40:14,397.380
2023-09-25-11:45:15,398.025
2023-09-25-11:50:16,397.770
2023-09-25-11:55:16,397.819
2023-09-25-12:00:17,397.758
