2023-09-11-09:30:00,ERROR-1
2023-09-13-10:25:06,372.995
2023-09-13-10:30:07,373.590
2023-09-13-10:35:07,373.750
2023-09-13-10:40:08,374.600
2023-09-13-10:45:08,374.270
2023-09-13-10:50:09,374.150
2023-09-13-10:55:10,374.250
2023-09-13-11:00:10,374.535
2023-09-13-11:05:11,374.980
2023-09-13-11:10:11,374.940
2023-09-13-11:15:12,374.850
2023-09-13-11:20:12,374.585
2023-09-13-11:25:13,375.180
2023-09-13-11:30:13,375.279
2023-09-13-11:35:14,375.005
2023-09-13-11:40:14,375.040
2023-09-13-11:45:15,374.901
2023-09-13-11:50:15,374.900
2023-09-13-11:55:16,374.350
2023-09-13-12:00:16,374.910
2023-09-13-12:05:17,374.715
2023-09-13-12:10:18,374.765
2023-09-13-12:15:18,374.340
2023-09-13-12:20:19,374.830
2023-09-13-12:25:19,375.025
2023-09-13-12:30:20,375.210
2023-09-13-12:35:20,375.180
2023-09-13-12:40:21,374.745
2023-09-13-12:45:22,374.690
2023-09-13-12:50:22,374.910
2023-09-13-12:55:23,375.290
2023-09-13-13:00:23,375.200
2023-09-13-13:05:24,375.010
2023-09-13-13:10:24,375.150
2023-09-13-13:15:25,375.370
2023-09-13-13:20:25,375.380
2023-09-13-13:25:26,375.600
2023-09-13-13:30:26,375.405
2023-09-13-13:35:27,375.610
2023-09-13-13:40:27,375.660
2023-09-13-13:45:28,375.790
2023-09-13-13:50:29,375.490
2023-09-13-13:55:29,375.490
2023-09-13-14:00:30,375.480
2023-09-13-14:05:30,375.140
2023-09-13-14:10:31,375.255
2023-09-13-14:15:31,375.020
2023-09-13-14:20:32,374.965
2023-09-13-14:25:32,375.045
2023-09-13-14:30:33,375.195
2023-09-13-14:35:33,374.850
2023-09-13-14:40:34,375.020
2023-09-13-14:45:34,374.720
2023-09-13-14:50:35,374.540
2023-09-13-14:55:36,373.640
2023-09-13-15:00:36,374.230
2023-09-13-15:05:37,373.690
2023-09-13-15:10:37,373.350
2023-09-13-15:15:38,373.160
2023-09-13-15:20:38,373.630
2023-09-13-15:25:39,373.803
2023-09-13-15:30:40,374.070
2023-09-13-15:35:40,374.030
2023-09-13-15:40:41,374.240
2023-09-13-15:45:41,373.991
2023-09-13-15:50:42,374.020
2023-09-13-15:55:43,374.030
2023-09-13-16:00:43,374.210
2023-09-14-09:30:00,374.210
2023-09-14-09:35:00,375.420
2023-09-14-09:40:01,375.760
2023-09-14-09:45:02,375.740
2023-09-14-09:50:02,375.175
2023-09-14-09:55:03,374.414
2023-09-14-10:00:03,375.110
2023-09-14-10:05:04,374.440
2023-09-14-10:10:05,374.520
2023-09-14-10:15:05,374.591
2023-09-14-10:20:06,374.000
2023-09-14-10:25:06,374.840
2023-09-14-10:30:07,375.130
2023-09-14-10:35:07,375.635
2023-09-14-10:40:08,375.840
2023-09-14-10:45:09,376.890
2023-09-14-10:50:09,376.910
2023-09-14-10:55:10,377.070
2023-09-14-11:00:10,376.815
2023-09-14-11:05:11,377.199
2023-09-14-11:10:11,377.530
2023-09-14-11:15:12,377.410
2023-09-14-11:20:12,377.390
2023-09-14-11:25:13,377.270
2023-09-14-11:30:14,376.965
2023-09-14-11:35:14,377.010
2023-09-14-11:40:15,376.677
2023-09-14-11:45:15,376.400
2023-09-14-11:50:16,376.810
2023-09-14-11:55:16,377.190
2023-09-14-12:00:17,377.440
2023-09-14-12:05:18,377.210
2023-09-14-12:10:18,377.020
2023-09-14-12:15:19,377.470
2023-09-14-12:20:20,377.570
2023-09-14-12:25:20,377.065
2023-09-14-12:30:21,377.210
2023-09-14-12:35:21,377.060
2023-09-14-12:40:22,377.200
2023-09-14-12:45:22,377.320
2023-09-14-12:50:23,377.574
2023-09-14-12:55:24,377.949
2023-09-14-13:00:24,377.890
2023-09-14-13:05:25,377.729
2023-09-14-13:10:25,377.630
2023-09-14-13:15:26,377.660
2023-09-14-13:20:26,377.820
2023-09-14-13:25:27,377.570
2023-09-14-13:30:27,377.790
2023-09-14-13:35:28,378.025
2023-09-14-13:40:29,377.950
2023-09-14-13:45:29,377.940
2023-09-14-13:50:30,377.709
2023-09-14-13:55:30,377.580
2023-09-14-14:00:31,377.340
2023-09-14-14:05:31,377.280
2023-09-14-14:10:32,377.250
2023-09-14-14:15:32,377.180
2023-09-14-14:20:33,377.080
2023-09-14-14:25:34,377.075
2023-09-14-14:30:34,376.960
2023-09-14-14:35:35,377.280
2023-09-14-14:40:35,377.300
2023-09-14-14:45:36,377.470
2023-09-14-14:50:36,377.430
2023-09-14-14:55:37,377.570
2023-09-14-15:00:37,377.665
2023-09-14-15:05:38,378.100
2023-09-14-15:10:39,378.150
2023-09-14-15:15:39,378.060
2023-09-14-15:20:40,377.910
2023-09-14-15:25:41,377.675
2023-09-14-15:30:41,377.421
2023-09-14-15:35:42,377.428
2023-09-14-15:40:42,377.480
2023-09-14-15:45:43,377.570
2023-09-14-15:50:43,377.429
2023-09-14-15:55:44,377.120
2023-09-14-16:00:45,377.270
2023-09-15-09:30:00,377.270
2023-09-15-09:35:00,375.260
2023-09-15-09:40:01,374.820
2023-09-15-09:45:02,374.110
2023-09-15-09:50:02,373.930
2023-09-15-09:55:03,374.000
2023-09-15-10:00:03,373.830
2023-09-15-10:05:04,373.630
2023-09-15-10:10:04,372.970
2023-09-15-10:15:05,372.810
2023-09-15-10:20:05,373.100
2023-09-15-10:25:06,373.240
2023-09-15-10:30:07,373.180
2023-09-15-10:35:08,373.388
2023-09-15-10:40:08,373.170
2023-09-15-10:45:09,372.810
2023-09-15-10:50:09,372.660
2023-09-15-10:55:10,371.870
2023-09-15-11:00:10,371.600
2023-09-15-11:05:11,371.690
2023-09-15-11:10:12,371.870
2023-09-15-11:15:12,371.790
2023-09-15-11:20:13,371.630
2023-09-15-11:25:13,371.551
2023-09-15-11:30:14,371.470
2023-09-15-11:35:15,371.390
2023-09-15-11:40:15,371.389
2023-09-15-11:45:16,371.740
2023-09-15-11:50:16,371.980
2023-09-15-11:55:17,371.600
2023-09-15-12:00:18,371.711
2023-09-15-12:05:18,371.980
2023-09-15-12:10:19,371.880
2023-09-15-12:15:19,371.760
2023-09-15-12:20:20,371.845
2023-09-15-12:25:20,371.890
2023-09-15-12:30:21,371.740
2023-09-15-12:35:21,372.050
2023-09-15-12:40:22,372.215
2023-09-15-12:45:23,372.150
2023-09-15-12:50:23,372.345
2023-09-15-12:55:24,372.310
2023-09-15-13:00:24,372.315
2023-09-15-13:05:25,371.720
2023-09-15-13:10:25,371.579
2023-09-15-13:15:26,371.350
2023-09-15-13:20:26,370.860
2023-09-15-13:25:27,370.560
2023-09-15-13:30:27,370.390
2023-09-15-13:35:28,370.420
2023-09-15-13:40:29,370.760
2023-09-15-13:45:29,370.800
2023-09-15-13:50:30,370.620
2023-09-15-13:55:30,370.690
2023-09-15-14:00:31,370.630
2023-09-15-14:05:31,370.630
2023-09-15-14:10:32,370.540
2023-09-15-14:15:32,370.380
2023-09-15-14:20:33,370.340
2023-09-15-14:25:33,370.080
2023-09-15-14:30:34,370.047
2023-09-15-14:35:34,370.205
2023-09-15-14:40:35,370.460
2023-09-15-14:45:36,370.380
2023-09-15-14:50:36,370.540
2023-09-15-14:55:37,369.950
2023-09-15-15:00:37,370.290
2023-09-15-15:05:38,370.110
2023-09-15-15:10:38,370.130
2023-09-15-15:15:39,370.589
2023-09-15-15:20:39,370.511
2023-09-15-15:25:40,370.660
2023-09-15-15:30:40,371.180
2023-09-15-15:35:41,370.671
2023-09-15-15:40:42,370.550
2023-09-15-15:45:42,370.500
2023-09-15-15:50:43,370.630
2023-09-15-15:55:43,370.678
2023-09-15-16:00:44,370.810
2023-09-18-09:30:00,ERROR-1
2023-09-18-09:35:00,370.510
2023-09-18-09:40:01,370.605
2023-09-18-09:45:02,370.240
2023-09-18-09:50:02,370.500
2023-09-18-09:55:03,370.510
2023-09-18-10:00:03,370.530
2023-09-18-10:05:04,370.365
2023-09-18-10:10:05,370.765
2023-09-18-10:15:06,370.850
2023-09-18-10:20:06,370.980
2023-09-18-10:25:07,370.950
2023-09-18-10:30:08,370.360
2023-09-18-10:35:08,370.400
2023-09-18-10:40:09,369.858
2023-09-18-10:45:09,369.950
2023-09-18-10:50:10,369.995
2023-09-18-10:55:11,369.860
2023-09-18-11:00:11,370.400
2023-09-18-11:05:12,370.635
2023-09-18-11:10:12,370.210
2023-09-18-11:15:13,370.390
2023-09-18-11:20:14,370.702
2023-09-18-11:25:14,370.780
2023-09-18-11:30:15,370.855
2023-09-18-11:35:16,371.220
2023-09-18-11:40:16,371.040
2023-09-18-11:45:17,371.391
2023-09-18-11:50:17,371.250
2023-09-18-11:55:18,371.530
2023-09-18-12:00:19,371.530
2023-09-18-12:05:19,371.395
2023-09-18-12:10:20,371.115
2023-09-18-12:15:20,371.130
2023-09-18-12:20:21,371.440
2023-09-18-12:25:22,371.390
2023-09-18-12:30:22,371.690
2023-09-18-12:35:23,371.545
2023-09-18-12:40:24,371.630
2023-09-18-12:45:24,371.430
2023-09-18-12:50:25,371.629
2023-09-18-12:55:25,371.371
2023-09-18-13:00:26,371.255
2023-09-18-13:05:27,371.290
2023-09-18-13:10:27,371.135
2023-09-18-13:15:28,371.070
2023-09-18-13:20:28,371.240
2023-09-18-13:25:29,371.495
2023-09-18-13:30:30,371.390
2023-09-18-13:35:30,371.620
2023-09-18-13:40:31,371.355
2023-09-18-13:45:32,371.340
2023-09-18-13:50:32,371.350
2023-09-18-13:55:33,371.215
2023-09-18-14:00:33,371.220
2023-09-18-14:05:34,371.350
2023-09-18-14:10:35,371.250
2023-09-18-14:15:35,371.440
2023-09-18-14:20:36,371.250
2023-09-18-14:25:36,371.110
2023-09-18-14:30:37,371.040
2023-09-18-14:35:38,371.250
2023-09-18-14:40:38,371.021
2023-09-18-14:45:39,370.975
2023-09-18-14:50:40,370.660
2023-09-18-14:55:40,370.030
2023-09-18-15:00:41,370.155
2023-09-18-15:05:41,370.230
2023-09-18-15:10:42,370.440
2023-09-18-15:15:42,370.540
2023-09-18-15:20:43,370.330
2023-09-18-15:25:44,370.211
2023-09-18-15:30:44,370.325
2023-09-18-15:35:45,370.145
2023-09-18-15:40:46,370.100
2023-09-18-15:45:46,370.110
2023-09-18-15:50:47,370.315
2023-09-18-15:55:47,370.595
2023-09-18-16:00:48,370.660
2023-09-19-09:30:00,370.660
2023-09-19-09:35:00,369.300
2023-09-19-09:40:01,369.080
2023-09-19-09:45:01,369.335
2023-09-19-09:50:02,369.100
2023-09-19-09:55:03,368.600
2023-09-19-10:00:03,368.080
2023-09-19-10:05:04,367.530
2023-09-19-10:10:04,367.610
2023-09-19-10:15:05,367.762
2023-09-19-10:20:06,368.220
2023-09-19-10:25:06,368.300
2023-09-19-10:30:07,367.925
2023-09-19-10:35:07,367.610
2023-09-19-10:40:08,366.990
2023-09-19-10:45:08,367.290
2023-09-19-10:50:09,367.220
2023-09-19-10:55:09,367.050
2023-09-19-11:00:10,366.980
2023-09-19-11:05:10,367.218
2023-09-19-11:10:11,367.350
2023-09-19-11:15:11,367.480
2023-09-19-11:20:12,367.280
2023-09-19-11:25:13,367.300
2023-09-19-11:30:13,367.540
2023-09-19-11:35:14,367.860
2023-09-19-11:40:14,367.850
2023-09-19-11:45:15,367.575
2023-09-19-11:50:15,367.460
2023-09-19-11:55:16,367.400
2023-09-19-12:00:16,367.819
2023-09-19-12:05:17,367.375
2023-09-19-12:10:18,367.302
2023-09-19-12:15:18,367.610
2023-09-19-12:20:19,367.740
2023-09-19-12:25:19,367.680
2023-09-19-12:30:20,367.610
2023-09-19-12:35:21,367.590
2023-09-19-12:40:21,367.385
2023-09-19-12:45:22,367.485
2023-09-19-12:50:22,367.510
2023-09-19-12:55:23,367.860
2023-09-19-13:00:24,368.080
2023-09-19-13:05:24,368.440
2023-09-19-13:10:25,368.550
2023-09-19-13:15:25,368.635
2023-09-19-13:20:26,368.700
2023-09-19-13:25:27,368.730
2023-09-19-13:30:27,368.710
2023-09-19-13:35:28,368.890
2023-09-19-13:40:28,369.090
2023-09-19-13:45:29,369.454
2023-09-19-13:50:29,369.734
2023-09-19-13:55:30,369.830
2023-09-19-14:00:30,369.765
2023-09-19-14:05:31,369.810
2023-09-19-14:10:31,369.780
2023-09-19-14:15:32,369.520
2023-09-19-14:20:33,369.877
2023-09-19-14:25:33,369.720
2023-09-19-14:30:34,369.582
2023-09-19-14:35:34,370.150
2023-09-19-14:40:35,370.400
2023-09-19-14:45:35,370.270
2023-09-19-14:50:36,369.870
2023-09-19-14:55:36,369.700
2023-09-19-15:00:37,369.200
2023-09-19-15:05:38,369.330
2023-09-19-15:10:38,369.250
2023-09-19-15:15:39,369.119
2023-09-19-15:20:39,369.100
2023-09-19-15:25:40,369.299
2023-09-19-15:30:41,369.510
2023-09-19-15:35:41,369.500
2023-09-19-15:40:42,369.570
2023-09-19-15:45:42,370.030
2023-09-19-15:50:43,369.960
2023-09-19-15:55:44,370.045
2023-09-19-16:00:44,369.870
2023-09-20-09:30:00,369.870
2023-09-20-09:35:00,370.240
2023-09-20-09:40:01,370.799
2023-09-20-09:45:01,370.880
2023-09-20-09:50:02,370.881
2023-09-20-09:55:02,371.050
2023-09-20-10:00:03,370.780
2023-09-20-10:05:04,370.450
2023-09-20-10:10:05,370.559
2023-09-20-10:15:05,369.850
2023-09-20-10:20:05,369.830
2023-09-20-10:25:06,369.848
2023-09-20-10:30:07,369.830
2023-09-20-10:35:07,370.110
2023-09-20-10:40:08,370.015
2023-09-20-10:45:08,370.200
2023-09-20-10:50:09,369.690
2023-09-20-10:55:09,369.830
2023-09-20-11:00:10,369.525
2023-09-20-11:05:11,369.350
2023-09-20-11:10:11,369.787
2023-09-20-11:15:12,369.510
2023-09-20-11:20:12,369.110
2023-09-20-11:25:13,368.980
2023-09-20-11:30:13,368.870
2023-09-20-11:35:14,369.116
2023-09-20-11:40:14,368.850
2023-09-20-11:45:15,369.059
2023-09-20-11:50:16,369.431
2023-09-20-11:55:16,369.760
2023-09-20-12:00:17,369.890
2023-09-20-12:05:17,369.696
2023-09-20-12:10:18,369.750
2023-09-20-12:15:19,369.865
2023-09-20-12:20:19,369.780
2023-09-20-12:25:20,369.610
2023-09-20-12:30:20,369.900
2023-09-20-12:35:21,369.870
2023-09-20-12:40:21,369.985
2023-09-20-12:45:22,369.870
2023-09-20-12:50:23,369.855
2023-09-20-12:55:23,369.940
2023-09-20-13:00:24,370.040
2023-09-20-13:05:24,369.899
2023-09-20-13:10:25,369.950
2023-09-20-13:15:25,369.660
2023-09-20-13:20:26,369.980
2023-09-20-13:25:26,369.850
2023-09-20-13:30:27,369.745
2023-09-20-13:35:28,369.612
2023-09-20-13:40:28,369.870
2023-09-20-13:45:29,369.395
2023-09-20-13:50:29,369.280
2023-09-20-13:55:30,369.903
2023-09-20-14:00:30,368.795
2023-09-20-14:05:31,367.960
2023-09-20-14:10:31,368.170
2023-09-20-14:15:32,368.200
2023-09-20-14:20:33,368.580
2023-09-20-14:25:33,369.020
2023-09-20-14:30:34,368.700
2023-09-20-14:35:34,369.550
2023-09-20-14:40:35,369.377
2023-09-20-14:45:35,369.380
2023-09-20-14:50:36,368.090
2023-09-20-14:55:36,368.090
2023-09-20-15:00:37,368.210
2023-09-20-15:05:37,368.320
2023-09-20-15:10:38,367.789
2023-09-20-15:15:39,367.060
2023-09-20-15:20:39,366.610
2023-09-20-15:25:40,367.040
2023-09-20-15:30:40,366.770
2023-09-20-15:35:41,365.900
2023-09-20-15:40:42,365.560
2023-09-20-15:45:42,365.390
2023-09-20-15:50:43,365.586
2023-09-20-15:55:43,365.350
2023-09-20-16:00:44,364.540
2023-09-21-09:30:00,364.540
2023-09-21-09:35:01,360.940
2023-09-21-09:40:01,360.930
2023-09-21-09:45:02,360.680
2023-09-21-09:50:02,360.301
2023-09-21-09:55:03,359.650
2023-09-21-10:00:03,359.580
2023-09-21-10:05:04,359.570
2023-09-21-10:10:04,360.590
2023-09-21-10:15:05,360.168
2023-09-21-10:20:05,360.920
2023-09-21-10:25:06,360.540
2023-09-21-10:30:06,360.280
2023-09-21-10:35:07,360.361
2023-09-21-10:40:08,361.340
2023-09-21-10:45:08,360.885
2023-09-21-10:50:09,360.570
2023-09-21-10:55:09,360.819
2023-09-21-11:00:10,360.340
2023-09-21-11:05:10,360.510
2023-09-21-11:10:11,360.458
2023-09-21-11:15:12,360.150
2023-09-21-11:20:12,359.990
2023-09-21-11:25:13,359.780
2023-09-21-11:30:13,359.770
2023-09-21-11:35:14,360.300
2023-09-21-11:40:14,360.075
2023-09-21-11:45:15,360.080
2023-09-21-11:50:15,360.290
2023-09-21-11:55:16,359.910
2023-09-21-12:00:16,359.815
2023-09-21-12:05:17,359.617
2023-09-21-12:10:18,359.560
2023-09-21-12:15:18,359.575
2023-09-21-12:20:19,359.840
2023-09-21-12:25:19,359.721
2023-09-21-12:30:20,359.750
2023-09-21-12:35:20,360.090
2023-09-21-12:40:21,359.670
2023-09-21-12:45:21,359.940
2023-09-21-12:50:22,360.095
2023-09-21-12:55:23,359.970
2023-09-21-13:00:23,359.840
2023-09-21-13:05:24,360.100
2023-09-21-13:10:24,360.420
2023-09-21-13:15:25,360.780
2023-09-21-13:20:26,360.850
2023-09-21-13:25:26,360.729
2023-09-21-13:30:27,360.831
2023-09-21-13:35:27,360.820
2023-09-21-13:40:28,360.880
2023-09-21-13:45:28,360.680
2023-09-21-13:50:29,360.710
2023-09-21-13:55:29,360.650
2023-09-21-14:00:30,360.565
2023-09-21-14:05:30,360.330
2023-09-21-14:10:31,360.240
2023-09-21-14:15:32,360.060
2023-09-21-14:20:32,359.980
2023-09-21-14:25:33,359.832
2023-09-21-14:30:33,359.630
2023-09-21-14:35:34,359.500
2023-09-21-14:40:34,359.770
2023-09-21-14:45:35,359.815
2023-09-21-14:50:35,359.480
2023-09-21-14:55:36,359.430
2023-09-21-15:00:37,359.240
2023-09-21-15:05:37,359.280
2023-09-21-15:10:38,359.045
2023-09-21-15:15:38,358.840
2023-09-21-15:20:39,358.860
2023-09-21-15:25:40,358.970
2023-09-21-15:30:40,358.590
2023-09-21-15:35:41,358.701
2023-09-21-15:40:41,358.770
2023-09-21-15:45:42,358.860
2023-09-21-15:50:42,358.391
2023-09-21-15:55:43,358.180
2023-09-21-16:00:44,357.860
2023-09-22-09:30:00,357.860
2023-09-22-09:35:00,359.180
2023-09-22-09:40:01,358.760
2023-09-22-09:45:01,358.700
2023-09-22-09:50:02,359.605
2023-09-22-09:55:02,359.425
2023-09-22-10:00:03,359.900
2023-09-22-10:05:04,359.670
2023-09-22-10:10:04,359.760
2023-09-22-10:15:05,359.320
2023-09-22-10:20:05,359.712
2023-09-22-10:25:06,360.020
2023-09-22-10:30:06,360.050
2023-09-22-10:35:07,360.931
2023-09-22-10:40:08,361.025
2023-09-22-10:45:08,361.030
2023-09-22-10:50:09,361.020
2023-09-22-10:55:09,361.120
2023-09-22-11:00:10,361.425
2023-09-22-11:05:10,361.280
2023-09-22-11:10:11,360.998
2023-09-22-11:15:11,361.040
2023-09-22-11:20:12,360.940
2023-09-22-11:25:12,360.980
2023-09-22-11:30:13,361.320
2023-09-22-11:35:14,361.300
2023-09-22-11:40:14,361.740
2023-09-22-11:45:15,361.240
2023-09-22-11:50:15,361.120
2023-09-22-11:55:16,360.899
2023-09-22-12:00:17,360.530
2023-09-22-12:05:17,360.560
2023-09-22-12:10:18,360.770
2023-09-22-12:15:18,360.928
2023-09-22-12:20:19,361.310
2023-09-22-12:25:19,361.290
2023-09-22-12:30:20,361.230
2023-09-22-12:35:20,361.285
2023-09-22-12:40:21,361.540
2023-09-22-12:45:22,361.500
2023-09-22-12:50:22,361.420
2023-09-22-12:55:23,361.460
2023-09-22-13:00:23,361.310
2023-09-22-13:05:24,361.080
2023-09-22-13:10:25,360.815
2023-09-22-13:15:25,360.660
2023-09-22-13:20:26,360.199
2023-09-22-13:25:26,359.919
2023-09-22-13:30:27,359.750
2023-09-22-13:35:27,359.740
2023-09-22-13:40:28,359.210
2023-09-22-13:45:28,359.170
2023-09-22-13:50:29,359.190
2023-09-22-13:55:29,359.229
2023-09-22-14:00:30,359.200
2023-09-22-14:05:31,359.170
2023-09-22-14:10:31,358.841
2023-09-22-14:15:32,358.389
2023-09-22-14:20:32,358.261
2023-09-22-14:25:33,358.899
2023-09-22-14:30:33,358.439
2023-09-22-14:35:34,358.600
2023-09-22-14:40:34,358.401
2023-09-22-14:45:35,358.150
2023-09-22-14:50:35,358.580
2023-09-22-14:55:36,358.470
2023-09-22-15:00:36,358.690
2023-09-22-15:05:37,359.048
2023-09-22-15:10:37,359.876
2023-09-22-15:15:38,360.000
2023-09-22-15:20:39,360.000
2023-09-22-15:25:39,360.120
2023-09-22-15:30:40,360.085
2023-09-22-15:35:40,359.630
2023-09-22-15:40:41,359.560
2023-09-22-15:45:41,358.815
2023-09-22-15:50:42,358.210
2023-09-22-15:55:42,358.135
2023-09-22-16:00:43,357.910
2023-09-25-09:30:00,ERROR-1
2023-09-25-09:35:00,356.395
2023-09-25-09:40:01,357.340
2023-09-25-09:45:01,357.721
2023-09-25-09:50:02,357.790
2023-09-25-09:55:03,357.900
2023-09-25-10:00:03,358.260
2023-09-25-10:05:04,357.755
2023-09-25-10:10:04,357.450
2023-09-25-10:15:05,357.670
2023-09-25-10:20:06,357.490
2023-09-25-10:25:06,357.230
2023-09-25-10:30:07,356.970
2023-09-25-10:35:07,357.690
2023-09-25-10:40:08,357.460
2023-09-25-10:45:08,357.500
2023-09-25-10:50:09,357.640
2023-09-25-10:55:09,357.130
2023-09-25-11:00:10,356.840
2023-09-25-11:05:10,357.170
2023-09-25-11:10:11,358.115
2023-09-25-11:15:11,358.310
2023-09-25-11:20:12,359.060
2023-09-25-11:25:13,359.090
2023-09-25-11:30:13,358.700
2023-09-25-11:35:14,358.805
2023-09-25-11:40:14,358.720
2023-09-25-11:45:15,359.139
2023-09-25-11:50:15,358.845
2023-09-25-11:55:16,358.898
2023-09-25-12:00:16,358.810
