2024-06-03-09:30:00,ERROR-1
2024-06-03-15:25:40,483.770
2024-06-03-15:30:41,483.590
2024-06-03-15:35:41,483.831
2024-06-03-15:40:42,483.340
2024-06-03-15:45:42,483.600
2024-06-03-15:50:43,483.790
2024-06-03-15:55:43,484.370
2024-06-03-16:00:44,485.160
2024-06-04-09:30:00,485.150
2024-06-04-09:35:01,483.350
2024-06-04-09:40:01,483.840
2024-06-04-09:45:02,483.870
2024-06-04-09:50:02,483.990
2024-06-04-09:55:03,483.940
2024-06-04-10:00:03,484.360
2024-06-04-10:05:04,484.400
2024-06-04-10:10:05,483.622
2024-06-04-10:15:05,483.540
2024-06-04-10:20:06,484.070
2024-06-04-10:25:06,483.655
2024-06-04-10:30:07,484.380
2024-06-04-10:35:08,484.190
2024-06-04-10:40:08,484.400
2024-06-04-10:45:09,484.610
2024-06-04-10:50:09,484.140
2024-06-04-10:55:10,484.000
2024-06-04-11:00:10,483.450
2024-06-04-11:05:11,483.480
2024-06-04-11:10:11,483.530
2024-06-04-11:15:12,483.285
2024-06-04-11:20:13,483.830
2024-06-04-11:25:13,483.800
2024-06-04-11:30:14,483.399
2024-06-04-11:35:14,482.955
2024-06-04-11:40:15,483.130
2024-06-04-11:45:15,483.240
2024-06-04-11:50:16,483.070
2024-06-04-11:55:16,483.250
2024-06-04-12:00:17,482.875
2024-06-04-12:05:17,482.990
2024-06-04-12:10:18,482.705
2024-06-04-12:15:18,482.850
2024-06-04-12:20:19,482.887
2024-06-04-12:25:20,483.060
2024-06-04-12:30:20,483.490
2024-06-04-12:35:21,483.450
2024-06-04-12:40:21,483.515
2024-06-04-12:45:22,484.003
2024-06-04-12:50:23,484.275
2024-06-04-12:55:23,483.950
2024-06-04-13:00:24,483.970
2024-06-04-13:05:24,483.790
2024-06-04-13:10:25,483.510
2024-06-04-13:15:26,483.866
2024-06-04-13:20:26,484.047
2024-06-04-13:25:27,483.760
2024-06-04-13:30:27,484.480
2024-06-04-13:35:28,483.960
2024-06-04-13:40:28,484.120
2024-06-04-13:45:29,484.190
2024-06-04-13:50:29,484.364
2024-06-04-13:55:30,484.395
2024-06-04-14:00:31,484.270
2024-06-04-14:05:31,484.350
2024-06-04-14:10:32,484.489
2024-06-04-14:15:32,485.176
2024-06-04-14:20:33,485.490
2024-06-04-14:25:33,486.025
2024-06-04-14:30:34,485.870
2024-06-04-14:35:35,486.010
2024-06-04-14:40:35,485.925
2024-06-04-14:45:36,486.365
2024-06-04-14:50:36,486.320
2024-06-04-14:55:37,486.145
2024-06-04-15:00:37,485.660
2024-06-04-15:05:38,484.270
2024-06-04-15:10:38,484.640
2024-06-04-15:15:39,484.800
2024-06-04-15:20:39,484.905
2024-06-04-15:25:40,485.080
2024-06-04-15:30:40,484.920
2024-06-04-15:35:41,484.970
2024-06-04-15:40:41,484.965
2024-06-04-15:45:42,485.550
2024-06-04-15:50:42,485.630
2024-06-04-15:55:43,485.500
2024-06-04-16:00:43,485.710
2024-06-05-09:30:00,485.740
2024-06-05-09:35:01,487.450
2024-06-05-09:40:01,487.155
2024-06-05-09:45:02,487.550
2024-06-05-09:50:03,487.185
2024-06-05-09:55:03,487.129
2024-06-05-10:00:04,486.990
2024-06-05-10:05:04,487.043
2024-06-05-10:10:05,486.370
2024-06-05-10:15:05,486.590
2024-06-05-10:20:06,486.720
2024-06-05-10:25:07,487.264
2024-06-05-10:30:07,487.470
2024-06-05-10:35:08,488.010
2024-06-05-10:40:08,487.980
2024-06-05-10:45:09,487.737
2024-06-05-10:50:09,487.990
2024-06-05-10:55:10,488.030
2024-06-05-11:00:10,488.210
2024-06-05-11:05:11,488.513
2024-06-05-11:10:11,488.220
2024-06-05-11:15:12,488.806
2024-06-05-11:20:12,488.970
2024-06-05-11:25:13,488.965
2024-06-05-11:30:14,489.069
2024-06-05-11:35:14,489.080
2024-06-05-11:40:15,489.136
2024-06-05-11:45:15,489.425
2024-06-05-11:50:16,489.190
2024-06-05-11:55:17,488.990
2024-06-05-12:00:17,489.010
2024-06-05-12:05:18,489.090
2024-06-05-12:10:18,489.010
2024-06-05-12:15:19,488.879
2024-06-05-12:20:19,488.920
2024-06-05-12:25:20,489.090
2024-06-05-12:30:21,489.170
2024-06-05-12:35:21,489.342
2024-06-05-12:40:22,489.530
2024-06-05-12:45:22,489.585
2024-06-05-12:50:23,489.660
2024-06-05-12:55:23,489.670
2024-06-05-13:00:24,489.560
2024-06-05-13:05:24,489.803
2024-06-05-13:10:25,489.890
2024-06-05-13:15:25,489.880
2024-06-05-13:20:26,489.420
2024-06-05-13:25:27,489.355
2024-06-05-13:30:27,489.785
2024-06-05-13:35:28,489.810
2024-06-05-13:40:28,489.990
2024-06-05-13:45:29,489.900
2024-06-05-13:50:29,489.900
2024-06-05-13:55:30,490.030
2024-06-05-14:00:30,490.120
2024-06-05-14:05:31,490.198
2024-06-05-14:10:31,490.210
2024-06-05-14:15:32,490.115
2024-06-05-14:20:32,490.180
2024-06-05-14:25:33,490.250
2024-06-05-14:30:34,490.380
2024-06-05-14:35:34,490.720
2024-06-05-14:40:35,490.740
2024-06-05-14:45:35,490.850
2024-06-05-14:50:36,490.750
2024-06-05-14:55:37,490.845
2024-06-05-15:00:37,490.710
2024-06-05-15:05:38,490.840
2024-06-05-15:10:38,490.800
2024-06-05-15:15:39,490.885
2024-06-05-15:20:39,490.855
2024-06-05-15:25:40,490.790
2024-06-05-15:30:40,490.615
2024-06-05-15:35:41,490.680
2024-06-05-15:40:41,490.810
2024-06-05-15:45:42,490.590
2024-06-05-15:50:43,490.690
2024-06-05-15:55:43,491.260
2024-06-05-16:00:44,491.490
2024-06-06-09:30:00,491.550
2024-06-06-09:35:00,491.730
2024-06-06-09:40:01,491.880
2024-06-06-09:45:02,492.180
2024-06-06-09:50:02,491.870
2024-06-06-09:55:03,491.640
2024-06-06-10:00:04,491.215
2024-06-06-10:05:04,491.470
2024-06-06-10:10:04,491.600
2024-06-06-10:15:06,491.534
2024-06-06-10:20:06,491.590
2024-06-06-10:25:07,491.840
2024-06-06-10:30:07,491.755
2024-06-06-10:35:08,491.545
2024-06-06-10:40:08,491.560
2024-06-06-10:45:09,491.661
2024-06-06-10:50:10,491.615
2024-06-06-10:55:10,491.520
2024-06-06-11:00:11,491.330
2024-06-06-11:05:11,491.400
2024-06-06-11:10:12,491.530
2024-06-06-11:15:13,491.480
2024-06-06-11:20:13,491.455
2024-06-06-11:25:14,491.270
2024-06-06-11:30:14,491.260
2024-06-06-11:35:15,491.225
2024-06-06-11:40:15,491.154
2024-06-06-11:45:16,491.033
2024-06-06-11:50:17,491.060
2024-06-06-11:55:17,491.105
2024-06-06-12:00:18,491.000
2024-06-06-12:05:18,491.040
2024-06-06-12:10:19,491.000
2024-06-06-12:15:19,490.880
2024-06-06-12:20:20,490.840
2024-06-06-12:25:20,490.755
2024-06-06-12:30:21,490.630
2024-06-06-12:35:22,490.375
2024-06-06-12:40:22,490.400
2024-06-06-12:45:23,490.380
2024-06-06-12:50:23,490.410
2024-06-06-12:55:24,490.350
2024-06-06-13:00:24,490.350
2024-06-06-13:05:25,490.660
2024-06-06-13:10:26,490.540
2024-06-06-13:15:26,490.645
2024-06-06-13:20:27,490.780
2024-06-06-13:25:27,491.040
2024-06-06-13:30:28,490.970
2024-06-06-13:35:28,491.085
2024-06-06-13:40:29,491.220
2024-06-06-13:45:29,491.050
2024-06-06-13:50:30,490.990
2024-06-06-13:55:30,491.200
2024-06-06-14:00:31,491.070
2024-06-06-14:05:31,490.455
2024-06-06-14:10:32,489.780
2024-06-06-14:15:33,490.050
2024-06-06-14:20:33,490.450
2024-06-06-14:25:34,490.458
2024-06-06-14:30:34,490.390
2024-06-06-14:35:35,490.730
2024-06-06-14:40:35,490.710
2024-06-06-14:45:36,490.809
2024-06-06-14:50:36,491.120
2024-06-06-14:55:37,491.290
2024-06-06-15:00:38,491.270
2024-06-06-15:05:38,491.365
2024-06-06-15:10:39,491.410
2024-06-06-15:15:39,491.085
2024-06-06-15:20:40,491.130
2024-06-06-15:25:40,490.915
2024-06-06-15:30:41,491.280
2024-06-06-15:35:41,491.000
2024-06-06-15:40:42,491.085
2024-06-06-15:45:42,490.950
2024-06-06-15:50:43,491.370
2024-06-06-15:55:43,491.195
2024-06-06-16:00:44,491.430
2024-06-07-09:30:00,491.440
2024-06-07-09:35:01,489.550
2024-06-07-09:40:01,489.850
2024-06-07-09:45:02,490.615
2024-06-07-09:50:02,490.800
2024-06-07-09:55:03,490.900
2024-06-07-10:00:04,490.883
2024-06-07-10:05:04,491.040
2024-06-07-10:10:05,491.080
2024-06-07-10:15:05,491.116
2024-06-07-10:20:06,491.452
2024-06-07-10:25:07,491.350
2024-06-07-10:30:07,491.452
2024-06-07-10:35:08,491.470
2024-06-07-10:40:08,492.250
2024-06-07-10:45:09,492.710
2024-06-07-10:50:09,492.800
2024-06-07-10:55:10,492.547
2024-06-07-11:00:10,491.870
2024-06-07-11:05:11,491.630
2024-06-07-11:10:11,491.125
2024-06-07-11:15:12,491.250
2024-06-07-11:20:13,491.142
2024-06-07-11:25:13,491.775
2024-06-07-11:30:14,491.810
2024-06-07-11:35:14,491.965
2024-06-07-11:40:15,491.790
2024-06-07-11:45:15,491.600
2024-06-07-11:50:16,491.820
2024-06-07-11:55:16,491.790
2024-06-07-12:00:17,491.930
2024-06-07-12:05:18,491.830
2024-06-07-12:10:18,492.100
2024-06-07-12:15:19,492.130
2024-06-07-12:20:19,492.260
2024-06-07-12:25:20,492.460
2024-06-07-12:30:20,492.840
2024-06-07-12:35:21,492.390
2024-06-07-12:40:21,492.310
2024-06-07-12:45:22,492.250
2024-06-07-12:50:22,492.170
2024-06-07-12:55:23,492.647
2024-06-07-13:00:24,492.980
2024-06-07-13:05:24,492.560
2024-06-07-13:10:25,492.665
2024-06-07-13:15:25,492.810
2024-06-07-13:20:26,492.900
2024-06-07-13:25:26,493.350
2024-06-07-13:30:27,492.870
2024-06-07-13:35:28,492.970
2024-06-07-13:40:28,492.856
2024-06-07-13:45:29,492.660
2024-06-07-13:50:29,492.876
2024-06-07-13:55:30,492.845
2024-06-07-14:00:30,492.110
2024-06-07-14:05:31,491.410
2024-06-07-14:10:32,491.090
2024-06-07-14:15:32,490.600
2024-06-07-14:20:33,491.030
2024-06-07-14:25:33,491.300
2024-06-07-14:30:34,491.570
2024-06-07-14:35:34,491.590
2024-06-07-14:40:35,491.832
2024-06-07-14:45:35,492.040
2024-06-07-14:50:36,492.040
2024-06-07-14:55:36,492.080
2024-06-07-15:00:37,491.555
2024-06-07-15:05:37,491.870
2024-06-07-15:10:38,491.660
2024-06-07-15:15:39,491.360
2024-06-07-15:20:39,490.971
2024-06-07-15:25:40,491.095
2024-06-07-15:30:40,491.320
2024-06-07-15:35:41,491.375
2024-06-07-15:40:41,491.282
2024-06-07-15:45:42,491.160
2024-06-07-15:50:43,491.140
2024-06-07-15:55:43,491.110
2024-06-07-16:00:44,490.850
2024-06-10-09:30:00,ERROR-1
2024-06-10-09:35:01,489.960
2024-06-10-09:40:01,489.850
2024-06-10-09:45:02,489.800
2024-06-10-09:50:02,489.730
2024-06-10-09:55:03,489.850
2024-06-10-10:00:03,490.050
2024-06-10-10:05:04,490.176
2024-06-10-10:10:05,490.440
2024-06-10-10:15:06,490.175
2024-06-10-10:20:06,490.190
2024-06-10-10:25:07,490.410
2024-06-10-10:30:07,490.520
2024-06-10-10:35:08,490.420
2024-06-10-10:40:08,490.550
2024-06-10-10:45:09,490.500
2024-06-10-10:50:09,490.620
2024-06-10-10:55:10,490.705
2024-06-10-11:00:11,490.660
2024-06-10-11:05:11,490.735
2024-06-10-11:10:12,490.905
2024-06-10-11:15:12,490.800
2024-06-10-11:20:13,490.885
2024-06-10-11:25:13,491.080
2024-06-10-11:30:14,491.385
2024-06-10-11:35:14,491.380
2024-06-10-11:40:15,491.400
2024-06-10-11:45:16,491.410
2024-06-10-11:50:16,491.440
2024-06-10-11:55:17,491.745
2024-06-10-12:00:17,491.445
2024-06-10-12:05:18,491.555
2024-06-10-12:10:18,491.560
2024-06-10-12:15:19,491.725
2024-06-10-12:20:19,491.800
2024-06-10-12:25:20,491.685
2024-06-10-12:30:21,491.675
2024-06-10-12:35:21,491.680
2024-06-10-12:40:22,491.690
2024-06-10-12:45:22,491.830
2024-06-10-12:50:23,491.620
2024-06-10-12:55:24,491.700
2024-06-10-13:00:24,491.610
2024-06-10-13:05:24,491.625
2024-06-10-13:10:25,491.442
2024-06-10-13:15:26,491.360
2024-06-10-13:20:26,491.400
2024-06-10-13:25:27,491.370
2024-06-10-13:30:27,491.180
2024-06-10-13:35:28,491.250
2024-06-10-13:40:28,491.200
2024-06-10-13:45:29,491.605
2024-06-10-13:50:30,492.310
2024-06-10-13:55:30,492.172
2024-06-10-14:00:31,491.960
2024-06-10-14:05:31,492.115
2024-06-10-14:10:32,491.880
2024-06-10-14:15:32,491.920
2024-06-10-14:20:33,491.380
2024-06-10-14:25:33,491.666
2024-06-10-14:30:34,491.290
2024-06-10-14:35:34,491.440
2024-06-10-14:40:35,491.870
2024-06-10-14:45:36,491.910
2024-06-10-14:50:36,491.995
2024-06-10-14:55:37,491.990
2024-06-10-15:00:37,491.760
2024-06-10-15:05:38,492.135
2024-06-10-15:10:38,492.020
2024-06-10-15:15:39,492.460
2024-06-10-15:20:39,492.350
2024-06-10-15:25:40,492.134
2024-06-10-15:30:40,492.265
2024-06-10-15:35:41,492.020
2024-06-10-15:40:41,491.998
2024-06-10-15:45:42,491.850
2024-06-10-15:50:43,491.830
2024-06-10-15:55:43,491.970
2024-06-10-16:00:44,492.440
2024-06-11-09:30:00,492.410
2024-06-11-09:35:01,490.619
2024-06-11-09:40:01,490.340
2024-06-11-09:45:02,490.138
2024-06-11-09:50:02,489.280
2024-06-11-09:55:03,489.120
2024-06-11-10:00:03,489.740
2024-06-11-10:05:04,489.830
2024-06-11-10:10:05,490.045
2024-06-11-10:15:05,490.270
2024-06-11-10:20:06,490.280
2024-06-11-10:25:06,490.583
2024-06-11-10:30:07,490.570
2024-06-11-10:35:07,490.670
2024-06-11-10:40:08,490.790
2024-06-11-10:45:09,491.119
2024-06-11-10:50:09,491.155
2024-06-11-10:55:10,491.450
2024-06-11-11:00:10,491.540
2024-06-11-11:05:11,491.200
2024-06-11-11:10:11,491.080
2024-06-11-11:15:13,491.015
2024-06-11-11:20:13,491.240
2024-06-11-11:25:14,491.260
2024-06-11-11:30:14,491.330
2024-06-11-11:35:15,491.490
2024-06-11-11:40:15,491.220
2024-06-11-11:45:16,490.880
2024-06-11-11:50:17,490.700
2024-06-11-11:55:17,490.830
2024-06-11-12:00:18,490.680
2024-06-11-12:05:18,490.780
2024-06-11-12:10:19,490.780
2024-06-11-12:15:19,490.900
2024-06-11-12:20:20,490.730
2024-06-11-12:25:20,490.580
2024-06-11-12:30:21,490.735
2024-06-11-12:35:21,490.910
2024-06-11-12:40:22,490.870
2024-06-11-12:45:22,491.108
2024-06-11-12:50:23,490.855
2024-06-11-12:55:24,490.900
2024-06-11-13:00:24,490.960
2024-06-11-13:05:25,491.488
2024-06-11-13:10:25,491.370
2024-06-11-13:15:26,491.540
2024-06-11-13:20:26,491.311
2024-06-11-13:25:27,490.910
2024-06-11-13:30:27,491.190
2024-06-11-13:35:28,491.270
2024-06-11-13:40:28,491.550
2024-06-11-13:45:29,491.559
2024-06-11-13:50:30,491.560
2024-06-11-13:55:30,491.940
2024-06-11-14:00:31,491.990
2024-06-11-14:05:31,492.190
2024-06-11-14:10:32,491.795
2024-06-11-14:15:32,492.180
2024-06-11-14:20:33,492.480
2024-06-11-14:25:33,492.695
2024-06-11-14:30:34,492.864
2024-06-11-14:35:34,493.110
2024-06-11-14:40:35,493.030
2024-06-11-14:45:35,492.815
2024-06-11-14:50:36,493.050
2024-06-11-14:55:36,492.743
2024-06-11-15:00:37,492.890
2024-06-11-15:05:38,493.130
2024-06-11-15:10:38,492.910
2024-06-11-15:15:39,492.780
2024-06-11-15:20:39,492.630
2024-06-11-15:25:40,492.700
2024-06-11-15:30:40,492.590
2024-06-11-15:35:41,492.570
2024-06-11-15:40:41,492.841
2024-06-11-15:45:42,492.890
2024-06-11-15:50:43,492.650
2024-06-11-15:55:43,493.320
2024-06-11-16:00:44,493.640
2024-06-12-09:30:00,493.530
2024-06-12-09:35:01,497.660
2024-06-12-09:40:01,498.060
2024-06-12-09:45:02,498.910
2024-06-12-09:50:02,499.070
2024-06-12-09:55:03,498.600
2024-06-12-10:00:03,498.920
2024-06-12-10:05:04,499.150
2024-06-12-10:10:05,498.929
2024-06-12-10:15:05,499.330
2024-06-12-10:20:06,499.505
2024-06-12-10:25:06,499.690
2024-06-12-10:30:07,499.910
2024-06-12-10:35:07,500.030
2024-06-12-10:40:08,499.699
2024-06-12-10:45:08,499.290
2024-06-12-10:50:09,499.634
2024-06-12-10:55:09,499.120
2024-06-12-11:00:10,499.205
2024-06-12-11:05:11,499.300
2024-06-12-11:10:11,499.392
2024-06-12-11:15:12,498.975
2024-06-12-11:20:12,499.250
2024-06-12-11:25:13,499.359
2024-06-12-11:30:13,499.315
2024-06-12-11:35:14,499.225
2024-06-12-11:40:14,499.125
2024-06-12-11:45:15,498.942
2024-06-12-11:50:16,498.950
2024-06-12-11:55:16,499.020
2024-06-12-12:00:17,499.000
2024-06-12-12:05:17,499.065
2024-06-12-12:10:18,499.240
2024-06-12-12:15:18,498.942
2024-06-12-12:20:19,499.034
2024-06-12-12:25:20,498.855
2024-06-12-12:30:20,498.730
2024-06-12-12:35:21,498.728
2024-06-12-12:40:21,498.745
2024-06-12-12:45:22,499.000
2024-06-12-12:50:22,498.950
2024-06-12-12:55:23,498.800
2024-06-12-13:00:23,498.950
2024-06-12-13:05:24,499.200
2024-06-12-13:10:25,499.122
2024-06-12-13:15:25,499.080
2024-06-12-13:20:26,499.245
2024-06-12-13:25:26,499.340
2024-06-12-13:30:27,499.100
2024-06-12-13:35:27,498.855
2024-06-12-13:40:28,498.867
2024-06-12-13:45:28,498.615
2024-06-12-13:50:29,498.640
2024-06-12-13:55:29,498.794
2024-06-12-14:00:30,497.770
2024-06-12-14:05:31,498.200
2024-06-12-14:10:31,498.400
2024-06-12-14:15:32,498.180
2024-06-12-14:20:32,498.735
2024-06-12-14:25:33,498.550
2024-06-12-14:30:33,498.970
2024-06-12-14:35:34,498.685
2024-06-12-14:40:34,498.780
2024-06-12-14:45:35,498.030
2024-06-12-14:50:35,498.065
2024-06-12-14:55:36,498.120
2024-06-12-15:00:37,498.817
2024-06-12-15:05:37,498.800
2024-06-12-15:10:38,499.110
2024-06-12-15:15:38,499.550
2024-06-12-15:20:39,499.930
2024-06-12-15:25:39,498.140
2024-06-12-15:30:40,497.470
2024-06-12-15:35:40,497.100
2024-06-12-15:40:41,497.350
2024-06-12-15:45:42,496.880
2024-06-12-15:50:42,497.700
2024-06-12-15:55:43,498.300
2024-06-12-16:00:43,497.640
2024-06-13-09:30:00,497.640
2024-06-13-09:35:01,498.720
2024-06-13-09:40:01,499.030
2024-06-13-09:45:02,498.750
2024-06-13-09:50:02,498.720
2024-06-13-09:55:03,498.505
2024-06-13-10:00:03,498.270
2024-06-13-10:05:04,498.070
2024-06-13-10:10:04,498.360
2024-06-13-10:15:05,497.750
2024-06-13-10:20:06,497.632
2024-06-13-10:25:06,497.070
2024-06-13-10:30:07,497.400
2024-06-13-10:35:07,497.190
2024-06-13-10:40:19,497.639
2024-06-13-10:45:20,497.365
2024-06-13-10:50:20,497.330
2024-06-13-10:55:21,497.235
2024-06-13-11:00:22,496.984
2024-06-13-11:05:22,ERROR-1
2024-06-13-11:10:22,497.315
2024-06-13-11:15:23,497.035
2024-06-13-11:20:24,497.066
2024-06-13-11:25:24,497.278
2024-06-13-11:30:25,497.460
2024-06-13-11:35:25,497.750
2024-06-13-11:40:26,497.700
2024-06-13-11:45:27,497.880
2024-06-13-11:50:27,497.860
2024-06-13-11:55:28,497.780
2024-06-13-12:00:29,497.210
2024-06-13-12:05:29,497.060
2024-06-13-12:10:30,496.990
2024-06-13-12:15:30,497.115
2024-06-13-12:20:31,496.877
2024-06-13-12:25:32,496.510
2024-06-13-12:30:32,496.069
2024-06-13-12:35:33,496.885
2024-06-13-12:40:33,496.870
2024-06-13-12:45:34,497.130
2024-06-13-12:50:35,496.770
2024-06-13-12:55:35,497.040
2024-06-13-13:00:36,497.290
2024-06-13-13:05:36,497.590
2024-06-13-13:10:37,497.682
2024-06-13-13:15:38,497.660
2024-06-13-13:20:38,497.790
2024-06-13-13:25:39,497.890
2024-06-13-13:30:39,498.028
2024-06-13-13:35:40,497.810
2024-06-13-13:40:41,497.900
2024-06-13-13:45:41,498.105
2024-06-13-13:50:42,498.090
2024-06-13-13:55:42,498.142
2024-06-13-14:00:43,497.960
2024-06-13-14:05:44,497.840
2024-06-13-14:10:44,498.370
2024-06-13-14:15:45,498.230
2024-06-13-14:20:45,498.295
2024-06-13-14:25:46,498.450
2024-06-13-14:30:47,498.410
2024-06-13-14:35:47,498.470
2024-06-13-14:40:48,498.399
2024-06-13-14:45:48,498.575
2024-06-13-14:50:49,498.445
2024-06-13-14:55:50,498.579
2024-06-13-15:00:50,498.690
2024-06-13-15:05:51,499.140
2024-06-13-15:10:51,499.060
2024-06-13-15:15:52,498.530
2024-06-13-15:20:53,499.070
2024-06-13-15:25:53,498.900
2024-06-13-15:30:54,498.610
2024-06-13-15:35:54,498.555
2024-06-13-15:40:55,498.990
2024-06-13-15:45:56,498.950
2024-06-13-15:50:56,498.970
2024-06-13-15:55:57,499.010
2024-06-13-16:00:58,498.650
2024-06-14-09:30:00,498.580
2024-06-14-09:35:01,497.490
2024-06-14-09:40:02,497.820
2024-06-14-09:45:02,497.660
2024-06-14-09:50:03,497.700
2024-06-14-09:55:03,497.612
2024-06-14-10:00:04,497.600
2024-06-14-10:05:05,496.945
2024-06-14-10:10:05,496.813
2024-06-14-10:15:06,496.625
2024-06-14-10:20:07,497.100
2024-06-14-10:25:07,497.450
2024-06-14-10:30:08,497.150
2024-06-14-10:35:08,496.860
2024-06-14-10:40:09,496.437
2024-06-14-10:45:09,496.860
2024-06-14-10:50:10,497.075
2024-06-14-10:55:11,497.490
2024-06-14-11:00:11,497.520
2024-06-14-11:05:12,497.540
2024-06-14-11:10:12,497.169
2024-06-14-11:15:13,497.595
2024-06-14-11:20:14,497.635
2024-06-14-11:25:14,497.700
2024-06-14-11:30:15,497.810
2024-06-14-11:35:15,497.840
2024-06-14-11:40:16,497.634
2024-06-14-11:45:17,497.220
2024-06-14-11:50:17,496.750
2024-06-14-11:55:18,497.340
2024-06-14-12:00:19,497.635
2024-06-14-12:05:19,497.645
2024-06-14-12:10:20,497.800
2024-06-14-12:15:20,498.013
2024-06-14-12:20:21,497.765
2024-06-14-12:25:22,497.700
2024-06-14-12:30:22,497.480
2024-06-14-12:35:23,497.635
2024-06-14-12:40:23,497.890
2024-06-14-12:45:24,498.000
2024-06-14-12:50:25,497.940
2024-06-14-12:55:25,497.828
2024-06-14-13:00:26,498.170
2024-06-14-13:05:26,498.054
2024-06-14-13:10:27,498.370
2024-06-14-13:15:28,498.410
2024-06-14-13:20:28,498.460
2024-06-14-13:25:29,498.350
2024-06-14-13:30:30,498.381
2024-06-14-13:35:31,498.550
2024-06-14-13:40:31,498.500
2024-06-14-13:45:32,498.245
2024-06-14-13:50:32,498.190
2024-06-14-13:55:33,498.385
2024-06-14-14:00:33,497.900
2024-06-14-14:05:34,498.110
2024-06-14-14:10:35,497.830
2024-06-14-14:15:35,497.785
2024-06-14-14:20:36,497.920
2024-06-14-14:25:37,498.360
2024-06-14-14:30:37,498.050
2024-06-14-14:35:38,498.040
2024-06-14-14:40:38,497.890
2024-06-14-14:45:39,498.150
2024-06-14-14:50:40,498.150
2024-06-14-14:55:40,498.460
2024-06-14-15:00:41,498.230
2024-06-14-15:05:41,498.450
2024-06-14-15:10:42,498.460
2024-06-14-15:15:43,498.340
2024-06-14-15:20:43,498.460
2024-06-14-15:25:44,498.591
2024-06-14-15:30:45,498.500
2024-06-14-15:35:45,498.630
2024-06-14-15:40:46,498.520
2024-06-14-15:45:46,498.290
2024-06-14-15:50:47,498.275
2024-06-14-15:55:48,498.240
2024-06-14-16:00:49,498.930
2024-06-17-09:30:00,ERROR-1
2024-06-17-09:35:01,498.510
2024-06-17-09:40:02,498.410
2024-06-17-09:45:02,498.440
2024-06-17-09:50:03,498.000
2024-06-17-09:55:04,498.148
2024-06-17-10:00:04,498.340
2024-06-17-10:05:05,498.450
2024-06-17-10:10:05,498.758
2024-06-17-10:15:06,498.710
2024-06-17-10:20:07,498.920
2024-06-17-10:25:07,498.740
2024-06-17-10:30:08,498.575
2024-06-17-10:35:09,498.740
2024-06-17-10:40:09,498.813
2024-06-17-10:45:10,498.910
2024-06-17-10:50:10,498.855
2024-06-17-10:55:11,498.915
2024-06-17-11:00:12,499.110
2024-06-17-11:05:12,499.484
2024-06-17-11:10:13,499.680
2024-06-17-11:15:13,499.770
2024-06-17-11:20:14,499.920
2024-06-17-11:25:14,500.065
2024-06-17-11:30:15,499.959
2024-06-17-11:35:16,499.777
2024-06-17-11:40:16,499.740
2024-06-17-11:45:17,499.920
2024-06-17-11:50:18,499.860
2024-06-17-11:55:18,499.725
2024-06-17-12:00:19,499.820
