2024-07-01-09:30:00,ERROR-1
2024-07-04-10:30:06,491.040
2024-07-04-10:35:07,491.040
2024-07-04-10:40:07,491.040
2024-07-04-10:45:08,491.040
2024-07-04-10:50:08,491.040
2024-07-04-10:55:09,491.040
2024-07-04-11:00:09,491.040
2024-07-04-11:05:10,491.040
2024-07-04-11:10:10,491.040
2024-07-04-11:15:11,491.040
2024-07-04-11:20:11,491.040
2024-07-04-11:25:12,491.040
2024-07-04-11:30:13,491.040
2024-07-04-11:35:13,491.040
2024-07-04-11:40:14,491.040
2024-07-04-11:45:14,491.040
2024-07-04-11:50:15,491.040
2024-07-04-11:55:15,491.040
2024-07-04-12:00:16,491.040
2024-07-04-12:05:16,491.040
2024-07-04-12:10:17,491.040
2024-07-04-12:15:17,491.040
2024-07-04-12:20:18,491.040
2024-07-04-12:25:19,491.040
2024-07-04-12:30:19,491.040
2024-07-04-12:35:20,491.040
2024-07-04-12:40:20,491.040
2024-07-04-12:45:21,491.040
2024-07-04-12:50:21,491.040
2024-07-04-12:55:22,491.040
2024-07-04-13:00:22,491.040
2024-07-04-13:05:23,491.040
2024-07-04-13:10:23,491.040
2024-07-04-13:15:24,491.040
2024-07-04-13:20:24,491.040
2024-07-04-13:25:25,491.040
2024-07-04-13:30:25,491.040
2024-07-04-13:35:26,491.040
2024-07-04-13:40:27,491.040
2024-07-04-13:45:27,491.040
2024-07-04-13:50:28,491.040
2024-07-04-13:55:28,491.040
2024-07-04-14:00:29,491.040
2024-07-04-14:05:29,491.040
2024-07-04-14:10:30,491.040
2024-07-04-14:15:30,491.040
2024-07-04-14:20:31,491.040
2024-07-04-14:25:32,491.040
2024-07-04-14:30:32,491.040
2024-07-04-14:35:33,491.040
2024-07-04-14:40:33,491.040
2024-07-04-14:45:34,491.040
2024-07-04-14:50:34,491.040
2024-07-04-14:55:35,491.040
2024-07-04-15:00:36,491.040
2024-07-04-15:05:36,491.040
2024-07-04-15:10:37,491.040
2024-07-04-15:15:37,491.040
2024-07-04-15:20:38,491.040
2024-07-04-15:25:38,491.040
2024-07-04-15:30:39,491.040
2024-07-04-15:35:39,491.040
2024-07-04-15:40:40,491.040
2024-07-04-15:45:40,491.040
2024-07-04-15:50:41,491.040
2024-07-04-15:55:42,491.040
2024-07-04-16:00:42,491.040
2024-07-05-09:30:00,ERROR-1
2024-07-05-09:35:00,492.250
2024-07-05-09:40:01,492.945
2024-07-05-09:45:01,492.720
2024-07-05-09:50:02,492.430
2024-07-05-09:55:02,492.930
2024-07-05-10:00:03,493.570
2024-07-05-10:05:04,494.050
2024-07-05-10:10:04,492.751
2024-07-05-10:15:05,493.130
2024-07-05-10:20:05,493.450
2024-07-05-10:25:06,493.620
2024-07-05-10:30:06,493.613
2024-07-05-10:35:07,493.810
2024-07-05-10:40:07,493.800
2024-07-05-10:45:08,494.050
2024-07-05-10:50:09,494.180
2024-07-05-10:55:09,494.180
2024-07-05-11:00:10,493.770
2024-07-05-11:05:10,493.840
2024-07-05-11:10:11,494.180
2024-07-05-11:15:12,494.705
2024-07-05-11:20:12,494.620
2024-07-05-11:25:13,494.510
2024-07-05-11:30:13,494.690
2024-07-05-11:35:14,494.950
2024-07-05-11:40:14,494.946
2024-07-05-11:45:15,495.460
2024-07-05-11:50:15,495.560
2024-07-05-11:55:16,495.600
2024-07-05-12:00:17,495.585
2024-07-05-12:05:17,495.350
2024-07-05-12:10:18,495.280
2024-07-05-12:15:18,495.780
2024-07-05-12:20:19,495.760
2024-07-05-12:25:20,495.960
2024-07-05-12:30:20,495.920
2024-07-05-12:35:21,495.685
2024-07-05-12:40:21,495.550
2024-07-05-12:45:22,495.152
2024-07-05-12:50:22,495.270
2024-07-05-12:55:23,495.490
2024-07-05-13:00:23,495.350
2024-07-05-13:05:24,495.528
2024-07-05-13:10:25,495.400
2024-07-05-13:15:25,495.550
2024-07-05-13:20:26,495.610
2024-07-05-13:25:26,495.950
2024-07-05-13:30:27,496.000
2024-07-05-13:35:27,496.175
2024-07-05-13:40:28,496.350
2024-07-05-13:45:28,496.330
2024-07-05-13:50:29,496.380
2024-07-05-13:55:29,496.340
2024-07-05-14:00:30,496.240
2024-07-05-14:05:31,495.942
2024-07-05-14:10:31,496.110
2024-07-05-14:15:32,496.210
2024-07-05-14:20:32,496.230
2024-07-05-14:25:33,495.860
2024-07-05-14:30:33,495.815
2024-07-05-14:35:34,495.820
2024-07-05-14:40:35,495.600
2024-07-05-14:45:35,495.685
2024-07-05-14:50:36,495.990
2024-07-05-14:55:36,495.890
2024-07-05-15:00:37,495.880
2024-07-05-15:05:38,496.050
2024-07-05-15:10:38,496.240
2024-07-05-15:15:39,496.210
2024-07-05-15:20:40,496.170
2024-07-05-15:25:40,496.235
2024-07-05-15:30:41,496.120
2024-07-05-15:35:41,496.245
2024-07-05-15:40:42,496.350
2024-07-05-15:45:42,496.480
2024-07-05-15:50:43,496.420
2024-07-05-15:55:43,496.565
2024-07-05-16:00:44,496.160
2024-07-08-09:30:00,ERROR-1
2024-07-08-09:35:01,496.340
2024-07-08-09:40:01,496.090
2024-07-08-09:45:02,496.300
2024-07-08-09:50:03,496.360
2024-07-08-09:55:03,497.030
2024-07-08-10:00:04,496.435
2024-07-08-10:05:04,496.370
2024-07-08-10:10:05,496.460
2024-07-08-10:15:05,496.500
2024-07-08-10:20:06,495.870
2024-07-08-10:25:07,496.097
2024-07-08-10:30:07,496.340
2024-07-08-10:35:08,496.325
2024-07-08-10:40:08,495.920
2024-07-08-10:45:09,495.760
2024-07-08-10:50:09,495.822
2024-07-08-10:55:10,495.880
2024-07-08-11:00:10,496.010
2024-07-08-11:05:11,496.270
2024-07-08-11:10:11,496.440
2024-07-08-11:15:12,496.630
2024-07-08-11:20:12,496.771
2024-07-08-11:25:13,497.230
2024-07-08-11:30:13,497.260
2024-07-08-11:35:14,497.120
2024-07-08-11:40:15,496.975
2024-07-08-11:45:15,497.290
2024-07-08-11:50:16,497.320
2024-07-08-11:55:16,497.275
2024-07-08-12:00:17,497.315
2024-07-08-12:05:17,496.880
2024-07-08-12:10:18,496.510
2024-07-08-12:15:19,496.550
2024-07-08-12:20:19,496.310
2024-07-08-12:25:20,496.400
2024-07-08-12:30:20,496.290
2024-07-08-12:35:21,496.360
2024-07-08-12:40:21,496.270
2024-07-08-12:45:22,496.360
2024-07-08-12:50:22,496.425
2024-07-08-12:55:23,496.665
2024-07-08-13:00:24,496.640
2024-07-08-13:05:24,496.550
2024-07-08-13:10:25,496.740
2024-07-08-13:15:25,496.800
2024-07-08-13:20:26,496.640
2024-07-08-13:25:26,496.745
2024-07-08-13:30:27,497.050
2024-07-08-13:35:27,497.120
2024-07-08-13:40:28,497.410
2024-07-08-13:45:28,497.170
2024-07-08-13:50:29,496.950
2024-07-08-13:55:30,497.080
2024-07-08-14:00:30,497.065
2024-07-08-14:05:31,496.740
2024-07-08-14:10:31,496.730
2024-07-08-14:15:32,496.770
2024-07-08-14:20:32,496.895
2024-07-08-14:25:33,497.040
2024-07-08-14:30:33,496.900
2024-07-08-14:35:34,496.670
2024-07-08-14:40:35,496.695
2024-07-08-14:45:35,496.190
2024-07-08-14:50:36,496.600
2024-07-08-14:55:36,496.876
2024-07-08-15:00:37,496.720
2024-07-08-15:05:37,496.721
2024-07-08-15:10:38,496.700
2024-07-08-15:15:38,496.560
2024-07-08-15:20:39,496.660
2024-07-08-15:25:40,496.500
2024-07-08-15:30:40,496.350
2024-07-08-15:35:41,496.320
2024-07-08-15:40:41,496.360
2024-07-08-15:45:42,496.705
2024-07-08-15:50:42,497.090
2024-07-08-15:55:43,497.570
2024-07-08-16:00:43,497.340
2024-07-09-09:30:00,497.340
2024-07-09-09:35:00,499.820
2024-07-09-09:40:01,499.100
2024-07-09-09:45:01,499.410
2024-07-09-09:50:02,499.130
2024-07-09-09:55:03,499.225
2024-07-09-10:00:03,499.480
2024-07-09-10:05:04,499.270
2024-07-09-10:10:04,499.000
2024-07-09-10:15:05,499.745
2024-07-09-10:20:05,499.680
2024-07-09-10:25:06,498.685
2024-07-09-10:30:06,498.360
2024-07-09-10:35:07,498.480
2024-07-09-10:40:08,498.780
2024-07-09-10:45:08,499.160
2024-07-09-10:50:09,498.700
2024-07-09-10:55:09,498.910
2024-07-09-11:00:10,498.410
2024-07-09-11:05:10,498.260
2024-07-09-11:10:11,498.335
2024-07-09-11:15:11,498.370
2024-07-09-11:20:12,498.320
2024-07-09-11:25:12,497.680
2024-07-09-11:30:13,498.000
2024-07-09-11:35:14,498.170
2024-07-09-11:40:14,497.790
2024-07-09-11:45:15,497.940
2024-07-09-11:50:15,498.305
2024-07-09-11:55:16,498.250
2024-07-09-12:00:16,498.400
2024-07-09-12:05:17,498.170
2024-07-09-12:10:17,498.540
2024-07-09-12:15:18,498.300
2024-07-09-12:20:19,498.550
2024-07-09-12:25:19,498.350
2024-07-09-12:30:20,498.260
2024-07-09-12:35:20,498.130
2024-07-09-12:40:21,497.680
2024-07-09-12:45:22,497.689
2024-07-09-12:50:22,497.030
2024-07-09-12:55:22,497.180
2024-07-09-13:00:23,497.620
2024-07-09-13:05:24,497.770
2024-07-09-13:10:24,497.881
2024-07-09-13:15:24,497.590
2024-07-09-13:20:25,496.770
2024-07-09-13:25:26,496.380
2024-07-09-13:30:26,496.700
2024-07-09-13:35:27,497.030
2024-07-09-13:40:27,497.040
2024-07-09-13:45:28,496.990
2024-07-09-13:50:28,496.960
2024-07-09-13:55:29,497.290
2024-07-09-14:00:29,497.280
2024-07-09-14:05:30,497.140
2024-07-09-14:10:30,497.310
2024-07-09-14:15:31,497.260
2024-07-09-14:20:32,497.510
2024-07-09-14:25:32,497.305
2024-07-09-14:30:33,497.090
2024-07-09-14:35:33,497.290
2024-07-09-14:40:34,497.410
2024-07-09-14:45:34,497.600
2024-07-09-14:50:35,497.540
2024-07-09-14:55:35,497.280
2024-07-09-15:00:36,497.440
2024-07-09-15:05:36,497.630
2024-07-09-15:10:37,497.610
2024-07-09-15:15:38,497.650
2024-07-09-15:20:38,497.510
2024-07-09-15:25:39,497.390
2024-07-09-15:30:39,497.310
2024-07-09-15:35:40,497.420
2024-07-09-15:40:40,497.541
2024-07-09-15:45:41,497.490
2024-07-09-15:50:41,497.820
2024-07-09-15:55:42,497.620
2024-07-09-16:00:43,497.770
2024-07-10-09:30:00,497.770
2024-07-10-09:35:01,499.250
2024-07-10-09:40:01,499.200
2024-07-10-09:45:02,499.640
2024-07-10-09:50:02,500.110
2024-07-10-09:55:03,500.041
2024-07-10-10:00:03,499.860
2024-07-10-10:05:04,500.130
2024-07-10-10:10:04,500.293
2024-07-10-10:15:05,500.515
2024-07-10-10:20:05,500.018
2024-07-10-10:25:06,499.950
2024-07-10-10:30:07,500.060
2024-07-10-10:35:07,499.570
2024-07-10-10:40:08,499.680
2024-07-10-10:45:08,499.460
2024-07-10-10:50:09,499.620
2024-07-10-10:55:09,499.200
2024-07-10-11:00:10,499.020
2024-07-10-11:05:11,498.820
2024-07-10-11:10:11,499.010
2024-07-10-11:15:12,498.980
2024-07-10-11:20:12,499.115
2024-07-10-11:25:13,499.283
2024-07-10-11:30:13,499.730
2024-07-10-11:35:14,499.694
2024-07-10-11:40:14,499.590
2024-07-10-11:45:15,499.800
2024-07-10-11:50:15,499.680
2024-07-10-11:55:16,499.908
2024-07-10-12:00:17,499.930
2024-07-10-12:05:17,499.933
2024-07-10-12:10:18,500.000
2024-07-10-12:15:18,500.050
2024-07-10-12:20:19,500.230
2024-07-10-12:25:19,500.770
2024-07-10-12:30:20,500.890
2024-07-10-12:35:20,501.120
2024-07-10-12:40:21,501.280
2024-07-10-12:45:21,501.590
2024-07-10-12:50:22,501.330
2024-07-10-12:55:22,501.570
2024-07-10-13:00:23,501.780
2024-07-10-13:05:23,502.090
2024-07-10-13:10:24,501.975
2024-07-10-13:15:24,502.130
2024-07-10-13:20:25,502.080
2024-07-10-13:25:26,501.840
2024-07-10-13:30:26,502.140
2024-07-10-13:35:27,502.070
2024-07-10-13:40:27,502.265
2024-07-10-13:45:28,502.387
2024-07-10-13:50:28,502.410
2024-07-10-13:55:29,502.490
2024-07-10-14:00:29,502.445
2024-07-10-14:05:30,502.510
2024-07-10-14:10:30,502.380
2024-07-10-14:15:31,502.526
2024-07-10-14:20:32,502.200
2024-07-10-14:25:32,502.265
2024-07-10-14:30:33,502.350
2024-07-10-14:35:33,502.470
2024-07-10-14:40:34,502.370
2024-07-10-14:45:35,502.590
2024-07-10-14:50:35,502.845
2024-07-10-14:55:36,502.630
2024-07-10-15:00:36,502.381
2024-07-10-15:05:37,502.085
2024-07-10-15:10:37,502.260
2024-07-10-15:15:38,502.300
2024-07-10-15:20:38,502.280
2024-07-10-15:25:39,502.150
2024-07-10-15:30:39,502.315
2024-07-10-15:35:40,502.610
2024-07-10-15:40:40,502.810
2024-07-10-15:45:41,502.806
2024-07-10-15:50:41,503.240
2024-07-10-15:55:42,503.170
2024-07-10-16:00:43,502.960
2024-07-11-09:30:00,502.960
2024-07-11-09:35:00,502.960
2024-07-11-09:40:01,502.590
2024-07-11-09:45:02,502.910
2024-07-11-09:50:02,502.208
2024-07-11-09:55:03,501.720
2024-07-11-10:00:04,502.300
2024-07-11-10:05:04,502.160
2024-07-11-10:10:05,501.328
2024-07-11-10:15:05,500.000
2024-07-11-10:20:06,497.750
2024-07-11-10:25:06,497.580
2024-07-11-10:30:07,498.340
2024-07-11-10:35:08,497.960
2024-07-11-10:40:08,497.995
2024-07-11-10:45:09,497.150
2024-07-11-10:50:10,497.276
2024-07-11-10:55:10,497.200
2024-07-11-11:00:11,496.040
2024-07-11-11:05:11,495.830
2024-07-11-11:10:11,497.060
2024-07-11-11:15:12,496.710
2024-07-11-11:20:13,496.206
2024-07-11-11:25:13,494.750
2024-07-11-11:30:14,494.495
2024-07-11-11:35:14,494.200
2024-07-11-11:40:15,494.020
2024-07-11-11:45:15,494.280
2024-07-11-11:50:16,494.190
2024-07-11-11:55:16,493.490
2024-07-11-12:00:17,492.980
2024-07-11-12:05:18,492.900
2024-07-11-12:10:18,493.980
2024-07-11-12:15:19,493.690
2024-07-11-12:20:19,493.190
2024-07-11-12:25:20,493.015
2024-07-11-12:30:20,493.910
2024-07-11-12:35:21,494.340
2024-07-11-12:40:21,494.280
2024-07-11-12:45:22,493.960
2024-07-11-12:50:23,492.630
2024-07-11-12:55:23,492.600
2024-07-11-13:00:24,492.530
2024-07-11-13:05:24,491.990
2024-07-11-13:10:25,492.410
2024-07-11-13:15:25,492.720
2024-07-11-13:20:26,492.960
2024-07-11-13:25:26,492.540
2024-07-11-13:30:27,492.970
2024-07-11-13:35:28,492.630
2024-07-11-13:40:28,492.370
2024-07-11-13:45:29,491.840
2024-07-11-13:50:29,491.394
2024-07-11-13:55:30,491.460
2024-07-11-14:00:30,491.190
2024-07-11-14:05:31,491.080
2024-07-11-14:10:31,490.998
2024-07-11-14:15:32,491.509
2024-07-11-14:20:33,491.800
2024-07-11-14:25:33,491.690
2024-07-11-14:30:34,491.595
2024-07-11-14:35:34,492.620
2024-07-11-14:40:35,492.600
2024-07-11-14:45:35,492.930
2024-07-11-14:50:36,492.710
2024-07-11-14:55:36,492.720
2024-07-11-15:00:37,493.010
2024-07-11-15:05:37,493.380
2024-07-11-15:10:38,493.160
2024-07-11-15:15:38,493.050
2024-07-11-15:20:39,492.940
2024-07-11-15:25:39,492.750
2024-07-11-15:30:40,492.280
2024-07-11-15:35:40,492.410
2024-07-11-15:40:41,493.120
2024-07-11-15:45:41,492.790
2024-07-11-15:50:42,492.600
2024-07-11-15:55:43,492.570
2024-07-11-16:00:43,491.930
2024-07-12-09:30:00,491.930
2024-07-12-09:35:00,492.470
2024-07-12-09:40:01,492.745
2024-07-12-09:45:01,492.541
2024-07-12-09:50:02,493.700
2024-07-12-09:55:03,494.190
2024-07-12-10:00:03,495.110
2024-07-12-10:05:04,495.250
2024-07-12-10:10:05,495.550
2024-07-12-10:15:05,495.435
2024-07-12-10:20:06,495.100
2024-07-12-10:25:06,495.145
2024-07-12-10:30:07,495.150
2024-07-12-10:35:07,496.020
2024-07-12-10:40:08,496.760
2024-07-12-10:45:08,497.129
2024-07-12-10:50:09,497.400
2024-07-12-10:55:09,497.450
2024-07-12-11:00:10,497.100
2024-07-12-11:05:11,497.000
2024-07-12-11:10:11,497.530
2024-07-12-11:15:12,497.520
2024-07-12-11:20:12,496.980
2024-07-12-11:25:13,496.920
2024-07-12-11:30:13,497.510
2024-07-12-11:35:14,497.160
2024-07-12-11:40:15,497.500
2024-07-12-11:45:15,497.600
2024-07-12-11:50:16,497.520
2024-07-12-11:55:16,497.390
2024-07-12-12:00:17,496.289
2024-07-12-12:05:17,496.190
2024-07-12-12:10:18,495.630
2024-07-12-12:15:18,495.420
2024-07-12-12:20:19,495.800
2024-07-12-12:25:19,496.210
2024-07-12-12:30:20,496.000
2024-07-12-12:35:20,495.897
2024-07-12-12:40:21,496.375
2024-07-12-12:45:21,496.050
2024-07-12-12:50:22,496.105
2024-07-12-12:55:22,496.660
2024-07-12-13:00:23,496.970
2024-07-12-13:05:24,496.940
2024-07-12-13:10:24,497.090
2024-07-12-13:15:25,497.430
2024-07-12-13:20:25,497.360
2024-07-12-13:25:26,497.680
2024-07-12-13:30:26,497.790
2024-07-12-13:35:27,498.276
2024-07-12-13:40:27,498.393
2024-07-12-13:45:28,498.965
2024-07-12-13:50:28,499.330
2024-07-12-13:55:29,499.535
2024-07-12-14:00:30,498.739
2024-07-12-14:05:30,499.190
2024-07-12-14:10:31,499.043
2024-07-12-14:15:31,498.980
2024-07-12-14:20:32,498.810
2024-07-12-14:25:32,498.360
2024-07-12-14:30:33,498.680
2024-07-12-14:35:33,498.780
2024-07-12-14:40:34,498.890
2024-07-12-14:45:34,498.800
2024-07-12-14:50:35,498.818
2024-07-12-14:55:35,498.670
2024-07-12-15:00:36,498.835
2024-07-12-15:05:36,498.680
2024-07-12-15:10:37,498.500
2024-07-12-15:15:37,498.190
2024-07-12-15:20:38,497.995
2024-07-12-15:25:38,497.970
2024-07-12-15:30:39,497.830
2024-07-12-15:35:39,497.070
2024-07-12-15:40:40,496.040
2024-07-12-15:45:41,495.780
2024-07-12-15:50:41,494.134
2024-07-12-15:55:42,494.980
2024-07-12-16:00:42,494.890
2024-07-15-09:30:00,ERROR-1
2024-07-15-09:35:00,497.050
2024-07-15-09:40:01,497.410
2024-07-15-09:45:02,496.380
2024-07-15-09:50:02,496.760
2024-07-15-09:55:03,497.100
2024-07-15-10:00:03,497.040
2024-07-15-10:05:04,497.960
2024-07-15-10:10:05,497.969
2024-07-15-10:15:05,498.060
2024-07-15-10:20:06,497.805
2024-07-15-10:25:06,498.045
2024-07-15-10:30:07,498.290
2024-07-15-10:35:07,498.682
2024-07-15-10:40:08,498.810
2024-07-15-10:45:09,499.076
2024-07-15-10:50:09,499.070
2024-07-15-10:55:10,499.380
2024-07-15-11:00:10,499.450
2024-07-15-11:05:11,499.870
2024-07-15-11:10:11,499.980
2024-07-15-11:15:12,500.460
2024-07-15-11:20:12,500.820
2024-07-15-11:25:13,500.830
2024-07-15-11:30:13,499.910
2024-07-15-11:35:14,498.999
2024-07-15-11:40:15,499.760
2024-07-15-11:45:15,498.550
2024-07-15-11:50:16,498.670
2024-07-15-11:55:16,498.240
2024-07-15-12:00:17,498.770
