2024-04-01-09:30:00,ERROR-1
2024-04-02-11:20:13,59.665
2024-04-02-11:25:13,59.660
2024-04-02-11:30:14,59.630
2024-04-02-11:35:15,59.670
2024-04-02-11:40:15,59.633
2024-04-02-11:45:16,59.526
2024-04-02-11:50:16,59.450
2024-04-02-11:55:17,59.350
2024-04-02-12:00:17,59.340
2024-04-02-12:05:18,59.435
2024-04-02-12:10:19,59.410
2024-04-02-12:15:19,59.340
2024-04-02-12:20:20,59.350
2024-04-02-12:25:20,59.385
2024-04-02-12:30:21,59.520
2024-04-02-12:35:21,59.600
2024-04-02-12:40:22,59.640
2024-04-02-12:45:22,59.618
2024-04-02-12:50:23,59.775
2024-04-02-12:55:24,59.818
2024-04-02-13:00:24,59.873
2024-04-02-13:05:25,59.930
2024-04-02-13:10:25,59.878
2024-04-02-13:15:26,59.820
2024-04-02-13:20:27,59.736
2024-04-02-13:25:27,59.765
2024-04-02-13:30:28,59.740
2024-04-02-13:35:28,59.760
2024-04-02-13:40:29,59.755
2024-04-02-13:45:29,59.770
2024-04-02-13:50:30,59.910
2024-04-02-13:55:30,59.780
2024-04-02-14:00:31,59.781
2024-04-02-14:05:31,59.790
2024-04-02-14:10:32,59.877
2024-04-02-14:15:33,59.860
2024-04-02-14:20:33,59.910
2024-04-02-14:25:34,59.806
2024-04-02-14:30:34,59.800
2024-04-02-14:35:35,59.841
2024-04-02-14:40:35,59.782
2024-04-02-14:45:36,59.776
2024-04-02-14:50:37,59.785
2024-04-02-14:55:37,59.825
2024-04-02-15:00:38,59.766
2024-04-02-15:05:38,60.036
2024-04-02-15:10:39,60.030
2024-04-02-15:15:39,59.860
2024-04-02-15:20:40,59.830
2024-04-02-15:25:41,59.977
2024-04-02-15:30:41,60.020
2024-04-02-15:35:42,60.190
2024-04-02-15:40:42,60.290
2024-04-02-15:45:43,60.205
2024-04-02-15:50:44,60.320
2024-04-02-15:55:44,60.359
2024-04-02-16:00:45,60.280
2024-04-03-09:30:00,60.280
2024-04-03-09:35:01,59.690
2024-04-03-09:40:01,59.720
2024-04-03-09:45:02,59.550
2024-04-03-09:50:03,59.650
2024-04-03-09:55:03,59.810
2024-04-03-10:00:04,59.920
2024-04-03-10:05:04,60.535
2024-04-03-10:10:05,60.290
2024-04-03-10:15:06,60.750
2024-04-03-10:20:06,60.880
2024-04-03-10:25:07,60.940
2024-04-03-10:30:08,61.045
2024-04-03-10:35:08,61.140
2024-04-03-10:40:09,61.055
2024-04-03-10:45:09,61.125
2024-04-03-10:50:10,61.130
2024-04-03-10:55:11,61.120
2024-04-03-11:00:11,61.310
2024-04-03-11:05:12,61.298
2024-04-03-11:10:13,61.270
2024-04-03-11:15:13,61.410
2024-04-03-11:20:14,61.325
2024-04-03-11:25:14,61.360
2024-04-03-11:30:15,61.430
2024-04-03-11:35:16,61.350
2024-04-03-11:40:16,61.340
2024-04-03-11:45:17,61.325
2024-04-03-11:50:17,61.250
2024-04-03-11:55:18,61.000
2024-04-03-12:00:19,60.980
2024-04-03-12:05:19,60.845
2024-04-03-12:10:20,60.855
2024-04-03-12:15:21,60.890
2024-04-03-12:20:21,61.145
2024-04-03-12:25:22,61.143
2024-04-03-12:30:22,61.220
2024-04-03-12:35:23,61.270
2024-04-03-12:40:24,60.830
2024-04-03-12:45:24,61.140
2024-04-03-12:50:25,61.105
2024-04-03-12:55:26,61.215
2024-04-03-13:00:26,61.150
2024-04-03-13:05:27,61.110
2024-04-03-13:10:27,61.130
2024-04-03-13:15:28,61.100
2024-04-03-13:20:29,61.106
2024-04-03-13:25:29,61.176
2024-04-03-13:30:30,61.190
2024-04-03-13:35:30,61.120
2024-04-03-13:40:31,61.050
2024-04-03-13:45:32,61.100
2024-04-03-13:50:32,61.190
2024-04-03-13:55:33,61.175
2024-04-03-14:00:33,61.070
2024-04-03-14:05:34,61.097
2024-04-03-14:10:34,61.230
2024-04-03-14:15:35,61.170
2024-04-03-14:20:36,61.140
2024-04-03-14:25:36,61.100
2024-04-03-14:30:37,61.020
2024-04-03-14:35:38,61.087
2024-04-03-14:40:38,61.170
2024-04-03-14:45:39,61.085
2024-04-03-14:50:39,61.020
2024-04-03-14:55:40,61.025
2024-04-03-15:00:41,60.835
2024-04-03-15:05:41,60.870
2024-04-03-15:10:42,60.880
2024-04-03-15:15:43,60.210
2024-04-03-15:20:43,60.430
2024-04-03-15:25:44,60.266
2024-04-03-15:30:45,60.215
2024-04-03-15:35:45,60.540
2024-04-03-15:40:46,60.535
2024-04-03-15:45:46,60.580
2024-04-03-15:50:47,60.650
2024-04-03-15:55:47,60.520
2024-04-03-16:00:48,60.680
2024-04-04-09:30:00,60.680
2024-04-04-09:35:01,62.480
2024-04-04-09:40:01,62.280
2024-04-04-09:45:02,62.370
2024-04-04-09:50:02,62.275
2024-04-04-09:55:03,62.140
2024-04-04-10:00:03,62.130
2024-04-04-10:05:04,62.130
2024-04-04-10:10:05,62.190
2024-04-04-10:15:05,62.135
2024-04-04-10:20:06,62.050
2024-04-04-10:25:06,61.895
2024-04-04-10:30:07,62.054
2024-04-04-10:35:07,61.870
2024-04-04-10:40:08,61.985
2024-04-04-10:45:09,62.005
2024-04-04-10:50:09,61.990
2024-04-04-10:55:10,61.895
2024-04-04-11:00:10,62.017
2024-04-04-11:05:11,61.950
2024-04-04-11:10:12,61.928
2024-04-04-11:15:12,61.810
2024-04-04-11:20:13,61.830
2024-04-04-11:25:13,61.870
2024-04-04-11:30:14,61.995
2024-04-04-11:35:14,61.980
2024-04-04-11:40:15,62.079
2024-04-04-11:45:16,62.165
2024-04-04-11:50:16,62.150
2024-04-04-11:55:17,62.223
2024-04-04-12:00:17,62.280
2024-04-04-12:05:18,62.460
2024-04-04-12:10:18,62.535
2024-04-04-12:15:19,62.458
2024-04-04-12:20:19,62.450
2024-04-04-12:25:20,62.465
2024-04-04-12:30:20,62.470
2024-04-04-12:35:21,62.479
2024-04-04-12:40:22,62.540
2024-04-04-12:45:22,62.505
2024-04-04-12:50:23,62.496
2024-04-04-12:55:23,62.570
2024-04-04-13:00:24,62.480
2024-04-04-13:05:25,62.405
2024-04-04-13:10:25,62.455
2024-04-04-13:15:26,62.447
2024-04-04-13:20:26,62.410
2024-04-04-13:25:27,62.390
2024-04-04-13:30:27,62.360
2024-04-04-13:35:28,62.320
2024-04-04-13:40:28,62.300
2024-04-04-13:45:29,62.115
2024-04-04-13:50:29,62.070
2024-04-04-13:55:30,62.090
2024-04-04-14:00:31,61.860
2024-04-04-14:05:31,61.750
2024-04-04-14:10:32,61.420
2024-04-04-14:15:32,61.120
2024-04-04-14:20:33,60.760
2024-04-04-14:25:33,60.960
2024-04-04-14:30:34,59.960
2024-04-04-14:35:34,59.910
2024-04-04-14:40:35,60.000
2024-04-04-14:45:35,59.695
2024-04-04-14:50:36,59.710
2024-04-04-14:55:37,59.225
2024-04-04-15:00:37,59.005
2024-04-04-15:05:38,59.060
2024-04-04-15:10:38,58.910
2024-04-04-15:15:39,58.810
2024-04-04-15:20:39,58.760
2024-04-04-15:25:40,58.570
2024-04-04-15:30:41,58.175
2024-04-04-15:35:42,58.230
2024-04-04-15:40:42,58.080
2024-04-04-15:45:43,58.134
2024-04-04-15:50:43,58.250
2024-04-04-15:55:44,58.085
2024-04-04-16:00:44,57.820
2024-04-05-09:30:00,57.820
2024-04-05-09:35:01,58.348
2024-04-05-09:40:01,58.065
2024-04-05-09:45:02,58.700
2024-04-05-09:50:02,58.870
2024-04-05-09:55:03,59.230
2024-04-05-10:00:03,59.069
2024-04-05-10:05:04,59.120
2024-04-05-10:10:04,59.070
2024-04-05-10:15:05,59.370
2024-04-05-10:20:06,59.200
2024-04-05-10:25:06,59.230
2024-04-05-10:30:07,59.002
2024-04-05-10:35:07,59.160
2024-04-05-10:40:08,59.124
2024-04-05-10:45:09,59.320
2024-04-05-10:50:09,59.635
2024-04-05-10:55:10,59.800
2024-04-05-11:00:10,59.960
2024-04-05-11:05:11,59.876
2024-04-05-11:10:11,59.810
2024-04-05-11:15:12,59.570
2024-04-05-11:20:12,59.580
2024-04-05-11:25:13,59.630
2024-04-05-11:30:13,59.760
2024-04-05-11:35:14,59.695
2024-04-05-11:40:15,59.995
2024-04-05-11:45:15,60.265
2024-04-05-11:50:15,60.185
2024-04-05-11:55:16,60.380
2024-04-05-12:00:17,60.540
2024-04-05-12:05:17,60.490
2024-04-05-12:10:18,60.525
2024-04-05-12:15:18,60.500
2024-04-05-12:20:19,60.610
2024-04-05-12:25:19,60.550
2024-04-05-12:30:20,60.480
2024-04-05-12:35:20,60.420
2024-04-05-12:40:21,60.555
2024-04-05-12:45:22,60.480
2024-04-05-12:50:22,60.480
2024-04-05-12:55:23,60.560
2024-04-05-13:00:23,60.865
2024-04-05-13:05:24,60.680
2024-04-05-13:10:24,60.530
2024-04-05-13:15:25,60.430
2024-04-05-13:20:25,60.483
2024-04-05-13:25:26,60.550
2024-04-05-13:30:26,60.575
2024-04-05-13:35:27,60.645
2024-04-05-13:40:27,60.560
2024-04-05-13:45:28,60.306
2024-04-05-13:50:28,60.300
2024-04-05-13:55:29,60.055
2024-04-05-14:00:29,59.700
2024-04-05-14:05:30,59.715
2024-04-05-14:10:30,60.120
2024-04-05-14:15:31,60.090
2024-04-05-14:20:31,60.055
2024-04-05-14:25:32,59.870
2024-04-05-14:30:32,59.800
2024-04-05-14:35:33,59.925
2024-04-05-14:40:34,60.070
2024-04-05-14:45:34,59.840
2024-04-05-14:50:35,59.619
2024-04-05-14:55:36,59.620
2024-04-05-15:00:36,59.680
2024-04-05-15:05:37,59.830
2024-04-05-15:10:37,59.740
2024-04-05-15:15:38,59.855
2024-04-05-15:20:38,59.855
2024-04-05-15:25:39,59.775
2024-04-05-15:30:39,59.790
2024-04-05-15:35:40,60.040
2024-04-05-15:40:40,59.920
2024-04-05-15:45:41,59.830
2024-04-05-15:50:42,59.970
2024-04-05-15:55:42,60.130
2024-04-05-16:00:43,59.860
2024-04-08-09:30:00,ERROR-1
2024-04-08-09:35:00,59.835
2024-04-08-09:40:01,59.355
2024-04-08-09:45:01,59.770
2024-04-08-09:50:02,59.860
2024-04-08-09:55:02,59.905
2024-04-08-10:00:03,59.910
2024-04-08-10:05:03,59.895
2024-04-08-10:10:04,60.005
2024-04-08-10:15:04,59.990
2024-04-08-10:20:05,59.945
2024-04-08-10:25:05,60.135
2024-04-08-10:30:06,60.340
2024-04-08-10:35:06,60.510
2024-04-08-10:40:07,60.420
2024-04-08-10:45:07,60.385
2024-04-08-10:50:08,60.550
2024-04-08-10:55:13,60.640
2024-04-08-11:00:14,60.590
2024-04-08-11:05:14,60.410
2024-04-08-11:10:15,60.398
2024-04-08-11:15:15,60.390
2024-04-08-11:20:16,60.340
2024-04-08-11:25:16,60.430
2024-04-08-11:30:17,60.130
2024-04-08-11:35:17,60.161
2024-04-08-11:40:18,60.060
2024-04-08-11:45:18,59.960
2024-04-08-11:50:19,59.925
2024-04-08-11:55:19,59.926
2024-04-08-12:00:20,59.825
2024-04-08-12:05:20,59.805
2024-04-08-12:10:21,59.822
2024-04-08-12:15:22,59.650
2024-04-08-12:20:22,59.770
2024-04-08-12:25:23,59.574
2024-04-08-12:30:23,59.720
2024-04-08-12:35:24,59.900
2024-04-08-12:40:24,59.850
2024-04-08-12:45:25,59.980
2024-04-08-12:50:25,59.935
2024-04-08-12:55:26,59.975
2024-04-08-13:00:26,60.076
2024-04-08-13:05:27,59.990
2024-04-08-13:10:27,59.945
2024-04-08-13:15:28,59.960
2024-04-08-13:20:28,59.920
2024-04-08-13:25:29,59.930
2024-04-08-13:30:29,60.009
2024-04-08-13:35:30,59.912
2024-04-08-13:40:30,59.890
2024-04-08-13:45:31,59.835
2024-04-08-13:50:31,59.770
2024-04-08-13:55:32,59.880
2024-04-08-14:00:32,60.035
2024-04-08-14:05:33,59.960
2024-04-08-14:10:33,60.072
2024-04-08-14:15:35,60.125
2024-04-08-14:20:36,60.090
2024-04-08-14:25:37,59.970
2024-04-08-14:30:37,60.035
2024-04-08-14:35:38,59.935
2024-04-08-14:40:38,59.868
2024-04-08-14:45:39,59.840
2024-04-08-14:50:39,59.900
2024-04-08-14:55:40,59.995
2024-04-08-15:00:40,60.100
2024-04-08-15:05:41,59.960
2024-04-08-15:10:41,59.971
2024-04-08-15:15:42,60.000
2024-04-08-15:20:42,60.037
2024-04-08-15:25:43,59.911
2024-04-08-15:30:43,60.100
2024-04-08-15:35:44,60.190
2024-04-08-15:40:44,60.045
2024-04-08-15:45:45,59.940
2024-04-08-15:50:45,59.960
2024-04-08-15:55:46,59.868
2024-04-08-16:00:46,59.900
2024-04-09-09:30:00,59.900
2024-04-09-09:35:00,60.440
2024-04-09-09:40:01,60.810
2024-04-09-09:45:02,60.695
2024-04-09-09:50:02,60.385
2024-04-09-09:55:03,60.430
2024-04-09-10:00:03,60.370
2024-04-09-10:05:04,60.480
2024-04-09-10:10:04,60.304
2024-04-09-10:15:05,60.530
2024-04-09-10:20:05,60.395
2024-04-09-10:25:06,60.417
2024-04-09-10:30:07,59.700
2024-04-09-10:35:07,59.370
2024-04-09-10:40:07,59.245
2024-04-09-10:45:08,58.895
2024-04-09-10:50:09,58.790
2024-04-09-10:55:09,58.630
2024-04-09-11:00:10,59.050
2024-04-09-11:05:11,59.080
2024-04-09-11:10:11,59.280
2024-04-09-11:15:12,59.200
2024-04-09-11:20:12,59.420
2024-04-09-11:25:13,59.340
2024-04-09-11:30:14,59.225
2024-04-09-11:35:14,59.055
2024-04-09-11:40:15,59.220
2024-04-09-11:45:15,59.560
2024-04-09-11:50:16,59.602
2024-04-09-11:55:16,59.590
2024-04-09-12:00:17,59.550
2024-04-09-12:05:18,59.580
2024-04-09-12:10:18,59.640
2024-04-09-12:15:19,59.794
2024-04-09-12:20:19,59.800
2024-04-09-12:25:20,59.820
2024-04-09-12:30:20,59.795
2024-04-09-12:35:21,59.910
2024-04-09-12:40:21,59.915
2024-04-09-12:45:22,59.920
2024-04-09-12:50:22,59.834
2024-04-09-12:55:23,59.530
2024-04-09-13:00:23,59.520
2024-04-09-13:05:24,59.720
2024-04-09-13:10:25,59.825
2024-04-09-13:15:25,59.680
2024-04-09-13:20:26,59.700
2024-04-09-13:25:26,59.750
2024-04-09-13:30:27,59.726
2024-04-09-13:35:27,59.690
2024-04-09-13:40:28,59.855
2024-04-09-13:45:28,59.620
2024-04-09-13:50:29,59.590
2024-04-09-13:55:29,59.595
2024-04-09-14:00:30,59.495
2024-04-09-14:05:30,59.530
2024-04-09-14:10:31,59.630
2024-04-09-14:15:31,59.609
2024-04-09-14:20:32,59.668
2024-04-09-14:25:33,59.625
2024-04-09-14:30:33,59.495
2024-04-09-14:35:34,59.560
2024-04-09-14:40:34,59.460
2024-04-09-14:45:35,59.470
2024-04-09-14:50:35,59.410
2024-04-09-14:55:36,59.505
2024-04-09-15:00:37,59.355
2024-04-09-15:05:37,59.310
2024-04-09-15:10:38,59.150
2024-04-09-15:15:38,59.290
2024-04-09-15:20:39,59.500
2024-04-09-15:25:39,59.810
2024-04-09-15:30:40,60.188
2024-04-09-15:35:41,60.240
2024-04-09-15:40:41,60.045
2024-04-09-15:45:42,60.097
2024-04-09-15:50:42,60.015
2024-04-09-15:55:43,60.220
2024-04-09-16:00:43,60.520
2024-04-10-09:30:00,60.520
2024-04-10-09:35:00,58.500
2024-04-10-09:40:01,58.740
2024-04-10-09:45:02,58.840
2024-04-10-09:50:02,58.215
2024-04-10-09:55:03,58.809
2024-04-10-10:00:03,58.660
2024-04-10-10:05:04,58.590
2024-04-10-10:10:04,58.875
2024-04-10-10:15:05,58.690
2024-04-10-10:20:05,58.880
2024-04-10-10:25:06,58.750
2024-04-10-10:30:06,58.770
2024-04-10-10:35:07,58.945
2024-04-10-10:40:07,59.140
2024-04-10-10:45:08,58.965
2024-04-10-10:50:08,58.830
2024-04-10-10:55:09,58.520
2024-04-10-11:00:09,58.545
2024-04-10-11:05:10,58.440
2024-04-10-11:10:11,58.440
2024-04-10-11:15:12,58.470
2024-04-10-11:20:12,58.385
2024-04-10-11:25:13,58.495
2024-04-10-11:30:14,58.736
2024-04-10-11:35:14,58.545
2024-04-10-11:40:15,58.390
2024-04-10-11:45:15,58.270
2024-04-10-11:50:16,58.300
2024-04-10-11:55:16,58.380
2024-04-10-12:00:17,58.460
2024-04-10-12:05:17,58.630
2024-04-10-12:10:18,58.437
2024-04-10-12:15:19,58.300
2024-04-10-12:20:19,58.355
2024-04-10-12:25:20,58.420
2024-04-10-12:30:20,58.510
2024-04-10-12:35:21,58.580
2024-04-10-12:40:21,58.592
2024-04-10-12:45:22,58.526
2024-04-10-12:50:23,58.620
2024-04-10-12:55:23,58.819
2024-04-10-13:00:24,58.891
2024-04-10-13:05:24,58.335
2024-04-10-13:10:25,58.170
2024-04-10-13:15:25,58.380
2024-04-10-13:20:26,58.625
2024-04-10-13:25:26,59.030
2024-04-10-13:30:27,58.797
2024-04-10-13:35:27,58.355
2024-04-10-13:40:28,58.225
2024-04-10-13:45:29,58.230
2024-04-10-13:50:29,58.505
2024-04-10-13:55:30,58.430
2024-04-10-14:00:30,58.646
2024-04-10-14:05:31,58.690
2024-04-10-14:10:31,58.650
2024-04-10-14:15:32,58.840
2024-04-10-14:20:32,58.680
2024-04-10-14:25:33,58.420
2024-04-10-14:30:34,58.430
2024-04-10-14:35:34,58.423
2024-04-10-14:40:35,58.668
2024-04-10-14:45:35,58.690
2024-04-10-14:50:36,58.730
2024-04-10-14:55:36,58.490
2024-04-10-15:00:37,58.280
2024-04-10-15:05:37,58.210
2024-04-10-15:10:39,58.485
2024-04-10-15:15:39,58.855
2024-04-10-15:20:40,58.995
2024-04-10-15:25:41,58.980
2024-04-10-15:30:41,58.680
2024-04-10-15:35:42,58.570
2024-04-10-15:40:42,58.695
2024-04-10-15:45:43,59.020
2024-04-10-15:50:43,58.902
2024-04-10-15:55:44,59.020
2024-04-10-16:00:45,58.930
2024-04-11-09:30:00,58.930
2024-04-11-09:35:01,59.650
2024-04-11-09:40:01,59.345
2024-04-11-09:45:02,59.420
2024-04-11-09:50:02,59.475
2024-04-11-09:55:03,59.570
2024-04-11-10:00:03,59.530
2024-04-11-10:05:04,59.425
2024-04-11-10:10:05,59.310
2024-04-11-10:15:05,59.100
2024-04-11-10:20:06,58.830
2024-04-11-10:25:06,59.102
2024-04-11-10:30:07,59.080
2024-04-11-10:35:07,59.170
2024-04-11-10:40:08,59.390
2024-04-11-10:45:08,59.455
2024-04-11-10:50:09,59.490
2024-04-11-10:55:10,59.500
2024-04-11-11:00:10,59.360
2024-04-11-11:05:11,59.565
2024-04-11-11:10:11,59.430
2024-04-11-11:15:12,59.510
2024-04-11-11:20:12,59.560
2024-04-11-11:25:13,59.570
2024-04-11-11:30:14,59.445
2024-04-11-11:35:14,59.500
2024-04-11-11:40:15,59.685
2024-04-11-11:45:15,59.545
2024-04-11-11:50:16,59.660
2024-04-11-11:55:16,59.757
2024-04-11-12:00:17,60.110
2024-04-11-12:05:18,60.050
2024-04-11-12:10:18,59.960
2024-04-11-12:15:19,60.002
2024-04-11-12:20:19,59.990
2024-04-11-12:25:20,60.120
2024-04-11-12:30:20,59.830
2024-04-11-12:35:21,59.970
2024-04-11-12:40:22,59.975
2024-04-11-12:45:22,60.060
2024-04-11-12:50:23,60.125
2024-04-11-12:55:23,60.060
2024-04-11-13:00:24,60.080
2024-04-11-13:05:24,60.440
2024-04-11-13:10:25,60.689
2024-04-11-13:15:26,60.810
2024-04-11-13:20:27,61.080
2024-04-11-13:25:27,61.070
2024-04-11-13:30:28,61.050
2024-04-11-13:35:28,60.995
2024-04-11-13:40:29,60.910
2024-04-11-13:45:29,61.165
2024-04-11-13:50:30,61.190
2024-04-11-13:55:30,61.220
2024-04-11-14:00:31,61.265
2024-04-11-14:05:31,61.400
2024-04-11-14:10:32,61.620
2024-04-11-14:15:32,61.680
2024-04-11-14:20:33,61.610
2024-04-11-14:25:34,61.704
2024-04-11-14:30:34,61.880
2024-04-11-14:35:35,61.901
2024-04-11-14:40:35,61.960
2024-04-11-14:45:36,61.864
2024-04-11-14:50:36,61.815
2024-04-11-14:55:37,61.750
2024-04-11-15:00:37,61.760
2024-04-11-15:05:38,61.849
2024-04-11-15:10:38,61.890
2024-04-11-15:15:39,61.750
2024-04-11-15:20:39,61.755
2024-04-11-15:25:40,61.920
2024-04-11-15:30:40,61.900
2024-04-11-15:35:41,61.905
2024-04-11-15:40:41,62.025
2024-04-11-15:45:42,62.050
2024-04-11-15:50:42,61.870
2024-04-11-15:55:43,61.801
2024-04-11-16:00:43,61.700
2024-04-12-09:30:00,61.700
2024-04-12-09:35:00,59.955
2024-04-12-09:40:01,59.968
2024-04-12-09:45:02,60.070
2024-04-12-09:50:02,60.049
2024-04-12-09:55:02,60.250
2024-04-12-10:00:03,60.095
2024-04-12-10:05:04,59.940
2024-04-12-10:10:04,59.750
2024-04-12-10:15:05,59.770
2024-04-12-10:20:05,59.910
2024-04-12-10:25:06,59.870
2024-04-12-10:30:06,59.630
2024-04-12-10:35:07,59.555
2024-04-12-10:40:07,59.245
2024-04-12-10:45:08,59.190
2024-04-12-10:50:09,59.080
2024-04-12-10:55:09,59.089
2024-04-12-11:00:10,58.970
2024-04-12-11:05:10,59.120
2024-04-12-11:10:11,59.015
2024-04-12-11:15:11,59.140
2024-04-12-11:20:12,59.360
2024-04-12-11:25:12,59.295
2024-04-12-11:30:13,59.525
2024-04-12-11:35:13,59.670
2024-04-12-11:40:14,59.630
2024-04-12-11:45:14,59.580
2024-04-12-11:50:15,59.760
2024-04-12-11:55:15,59.550
2024-04-12-12:00:16,59.510
2024-04-12-12:05:16,59.464
2024-04-12-12:10:17,59.385
2024-04-12-12:15:17,59.295
2024-04-12-12:20:18,58.976
2024-04-12-12:25:18,59.188
2024-04-12-12:30:19,58.935
2024-04-12-12:35:20,58.860
2024-04-12-12:40:20,58.628
2024-04-12-12:45:20,58.510
2024-04-12-12:50:21,58.461
2024-04-12-12:55:22,58.570
2024-04-12-13:00:22,58.525
2024-04-12-13:05:23,58.539
2024-04-12-13:10:23,58.630
2024-04-12-13:15:24,58.660
2024-04-12-13:20:24,58.425
2024-04-12-13:25:25,58.310
2024-04-12-13:30:25,58.200
2024-04-12-13:35:26,58.253
2024-04-12-13:40:26,58.375
2024-04-12-13:45:27,58.530
2024-04-12-13:50:27,58.730
2024-04-12-13:55:28,58.635
2024-04-12-14:00:28,58.470
2024-04-12-14:05:29,58.540
2024-04-12-14:10:30,58.650
2024-04-12-14:15:30,58.630
2024-04-12-14:20:31,58.710
2024-04-12-14:25:31,58.580
2024-04-12-14:30:32,58.560
2024-04-12-14:35:32,58.485
2024-04-12-14:40:33,58.320
2024-04-12-14:45:33,58.425
2024-04-12-14:50:34,58.350
2024-04-12-14:55:34,58.470
2024-04-12-15:00:35,58.135
2024-04-12-15:05:35,58.340
2024-04-12-15:10:36,58.340
2024-04-12-15:15:37,58.210
2024-04-12-15:20:37,58.315
2024-04-12-15:25:38,58.420
2024-04-12-15:30:38,58.335
2024-04-12-15:35:39,58.420
2024-04-12-15:40:39,58.385
2024-04-12-15:45:40,58.730
2024-04-12-15:50:40,58.680
2024-04-12-15:55:41,58.610
2024-04-12-16:00:41,58.720
2024-04-15-09:30:00,ERROR-1
2024-04-15-09:35:00,59.550
2024-04-15-09:40:01,59.800
2024-04-15-09:45:01,59.910
2024-04-15-09:50:02,59.869
2024-04-15-09:55:02,60.065
2024-04-15-10:00:03,59.919
2024-04-15-10:05:04,59.780
2024-04-15-10:10:04,59.330
2024-04-15-10:15:05,59.239
2024-04-15-10:20:05,59.310
2024-04-15-10:25:06,59.180
2024-04-15-10:30:07,59.130
2024-04-15-10:35:07,59.140
2024-04-15-10:40:08,58.950
2024-04-15-10:45:08,58.990
2024-04-15-10:50:09,59.070
2024-04-15-10:55:09,58.660
2024-04-15-11:00:10,58.640
2024-04-15-11:05:11,58.800
2024-04-15-11:10:11,58.687
2024-04-15-11:15:12,58.685
2024-04-15-11:20:12,58.654
2024-04-15-11:25:13,58.640
2024-04-15-11:30:13,58.830
2024-04-15-11:35:14,58.960
2024-04-15-11:40:14,58.965
2024-04-15-11:45:15,58.860
2024-04-15-11:50:15,58.730
2024-04-15-11:55:16,59.075
2024-04-15-12:00:16,58.965
