2024-07-01-09:30:00,ERROR-1
2024-07-02-14:36:04,76.900
2024-07-02-14:41:05,76.880
2024-07-02-14:46:06,76.965
2024-07-02-14:51:07,77.100
2024-07-02-14:56:08,77.110
2024-07-02-15:01:08,77.010
2024-07-02-15:06:09,76.965
2024-07-02-15:11:10,76.935
2024-07-02-15:16:11,76.861
2024-07-02-15:21:12,76.955
2024-07-02-15:26:12,76.970
2024-07-02-15:31:13,77.033
2024-07-02-15:36:14,77.066
2024-07-02-15:41:15,76.959
2024-07-02-15:46:16,76.965
2024-07-02-15:51:17,76.951
2024-07-02-15:56:17,77.195
2024-07-03-09:30:00,77.330
2024-07-03-09:35:01,77.500
2024-07-03-09:40:01,77.370
2024-07-03-09:45:02,77.410
2024-07-03-09:50:02,77.550
2024-07-03-09:55:03,77.539
2024-07-03-10:00:04,77.790
2024-07-03-10:05:04,77.520
2024-07-03-10:10:05,77.450
2024-07-03-10:15:06,77.730
2024-07-03-10:20:06,77.710
2024-07-03-10:25:07,77.550
2024-07-03-10:30:08,77.449
2024-07-03-10:35:08,77.501
2024-07-03-10:40:09,77.670
2024-07-03-10:45:09,77.895
2024-07-03-10:50:10,78.020
2024-07-03-10:55:11,77.970
2024-07-03-11:00:11,78.001
2024-07-03-11:05:12,77.900
2024-07-03-11:10:13,78.190
2024-07-03-11:15:13,78.340
2024-07-03-11:20:14,78.445
2024-07-03-11:25:14,78.390
2024-07-03-11:30:15,78.455
2024-07-03-11:35:16,78.336
2024-07-03-11:40:16,78.320
2024-07-03-11:45:17,78.450
2024-07-03-11:50:17,78.450
2024-07-03-11:55:18,78.685
2024-07-03-12:00:19,78.800
2024-07-03-12:05:19,78.962
2024-07-03-12:10:20,78.985
2024-07-03-12:15:21,78.990
2024-07-03-12:20:21,79.190
2024-07-03-12:25:22,79.160
2024-07-03-12:30:22,79.230
2024-07-03-12:35:23,79.020
2024-07-03-12:40:23,79.045
2024-07-03-12:45:24,78.755
2024-07-03-12:50:25,78.935
2024-07-03-12:55:25,79.145
2024-07-03-13:00:26,79.230
2024-07-03-13:05:27,79.230
2024-07-03-13:10:27,79.230
2024-07-03-13:15:28,79.230
2024-07-03-13:20:28,79.230
2024-07-03-13:25:29,79.230
2024-07-03-13:30:29,79.230
2024-07-03-13:35:30,79.230
2024-07-03-13:40:31,79.230
2024-07-03-13:45:31,79.230
2024-07-03-13:50:32,79.230
2024-07-03-13:55:32,79.230
2024-07-03-14:00:33,79.230
2024-07-03-14:05:33,79.230
2024-07-03-14:10:34,79.230
2024-07-03-14:15:35,79.230
2024-07-03-14:20:35,79.230
2024-07-03-14:25:36,79.230
2024-07-03-14:30:36,79.230
2024-07-03-14:35:37,79.230
2024-07-03-14:40:38,79.230
2024-07-03-14:45:38,79.230
2024-07-03-14:50:39,79.230
2024-07-03-14:55:39,79.230
2024-07-03-15:00:40,79.230
2024-07-03-15:05:41,79.230
2024-07-03-15:10:41,79.230
2024-07-03-15:15:42,79.230
2024-07-03-15:20:42,79.230
2024-07-03-15:25:43,79.230
2024-07-03-15:30:44,79.230
2024-07-03-15:35:44,79.230
2024-07-03-15:40:45,79.230
2024-07-03-15:45:45,79.230
2024-07-03-15:50:46,79.230
2024-07-03-15:55:47,79.230
2024-07-03-16:00:47,79.230
2024-07-04-09:30:00,79.230
2024-07-04-09:35:00,79.230
2024-07-04-09:40:01,79.230
2024-07-04-09:45:02,79.230
2024-07-04-09:50:02,79.230
2024-07-04-09:55:03,79.230
2024-07-04-10:00:03,79.230
2024-07-04-10:05:04,79.230
2024-07-04-10:10:04,79.230
2024-07-04-10:15:05,79.230
2024-07-04-10:20:05,79.230
2024-07-04-10:25:06,79.230
2024-07-04-10:30:06,79.230
2024-07-04-10:35:07,79.230
2024-07-04-10:40:07,79.230
2024-07-04-10:45:08,79.230
2024-07-04-10:50:08,79.230
2024-07-04-10:55:09,79.230
2024-07-04-11:00:09,79.230
2024-07-04-11:05:10,79.230
2024-07-04-11:10:11,79.230
2024-07-04-11:15:11,79.230
2024-07-04-11:20:12,79.230
2024-07-04-11:25:12,79.230
2024-07-04-11:30:13,79.230
2024-07-04-11:35:13,79.230
2024-07-04-11:40:14,79.230
2024-07-04-11:45:14,79.230
2024-07-04-11:50:15,79.230
2024-07-04-11:55:15,79.230
2024-07-04-12:00:16,79.230
2024-07-04-12:05:17,79.230
2024-07-04-12:10:17,79.230
2024-07-04-12:15:18,79.230
2024-07-04-12:20:18,79.230
2024-07-04-12:25:19,79.230
2024-07-04-12:30:19,79.230
2024-07-04-12:35:20,79.230
2024-07-04-12:40:20,79.230
2024-07-04-12:45:21,79.230
2024-07-04-12:50:21,79.230
2024-07-04-12:55:22,79.230
2024-07-04-13:00:22,79.230
2024-07-04-13:05:23,79.230
2024-07-04-13:10:23,79.230
2024-07-04-13:15:24,79.230
2024-07-04-13:20:25,79.230
2024-07-04-13:25:25,79.230
2024-07-04-13:30:26,79.230
2024-07-04-13:35:26,79.230
2024-07-04-13:40:27,79.230
2024-07-04-13:45:27,79.230
2024-07-04-13:50:28,79.230
2024-07-04-13:55:28,79.230
2024-07-04-14:00:29,79.230
2024-07-04-14:05:29,79.230
2024-07-04-14:10:30,79.230
2024-07-04-14:15:31,79.230
2024-07-04-14:20:31,79.230
2024-07-04-14:25:32,79.230
2024-07-04-14:30:32,79.230
2024-07-04-14:35:33,79.230
2024-07-04-14:40:33,79.230
2024-07-04-14:45:34,79.230
2024-07-04-14:50:35,79.230
2024-07-04-14:55:35,79.230
2024-07-04-15:00:36,79.230
2024-07-04-15:05:36,79.230
2024-07-04-15:10:37,79.230
2024-07-04-15:15:37,79.230
2024-07-04-15:20:38,79.230
2024-07-04-15:25:38,79.230
2024-07-04-15:30:39,79.230
2024-07-04-15:35:40,79.230
2024-07-04-15:40:40,79.230
2024-07-04-15:45:41,79.230
2024-07-04-15:50:41,79.230
2024-07-04-15:55:42,79.230
2024-07-04-16:00:42,79.230
2024-07-05-09:30:00,ERROR-1
2024-07-05-09:35:00,79.810
2024-07-05-09:40:01,80.080
2024-07-05-09:45:01,79.970
2024-07-05-09:50:02,79.845
2024-07-05-09:55:03,80.091
2024-07-05-10:00:03,80.410
2024-07-05-10:05:04,80.600
2024-07-05-10:10:04,79.990
2024-07-05-10:15:05,80.171
2024-07-05-10:20:05,80.330
2024-07-05-10:25:06,80.420
2024-07-05-10:30:06,80.440
2024-07-05-10:35:07,80.495
2024-07-05-10:40:08,80.498
2024-07-05-10:45:08,80.640
2024-07-05-10:50:09,80.683
2024-07-05-10:55:09,80.660
2024-07-05-11:00:10,80.475
2024-07-05-11:05:11,80.530
2024-07-05-11:10:11,80.690
2024-07-05-11:15:12,80.935
2024-07-05-11:20:12,80.900
2024-07-05-11:25:13,80.840
2024-07-05-11:30:13,80.940
2024-07-05-11:35:14,81.047
2024-07-05-11:40:14,81.060
2024-07-05-11:45:15,81.300
2024-07-05-11:50:16,81.355
2024-07-05-11:55:16,81.375
2024-07-05-12:00:17,81.355
2024-07-05-12:05:17,81.260
2024-07-05-12:10:18,81.220
2024-07-05-12:15:19,81.460
2024-07-05-12:20:19,81.460
2024-07-05-12:25:20,81.544
2024-07-05-12:30:20,81.525
2024-07-05-12:35:21,81.405
2024-07-05-12:40:21,81.330
2024-07-05-12:45:22,81.164
2024-07-05-12:50:22,81.205
2024-07-05-12:55:23,81.325
2024-07-05-13:00:24,81.255
2024-07-05-13:05:24,81.335
2024-07-05-13:10:25,81.270
2024-07-05-13:15:25,81.345
2024-07-05-13:20:26,81.371
2024-07-05-13:25:26,81.560
2024-07-05-13:30:27,81.565
2024-07-05-13:35:27,81.640
2024-07-05-13:40:28,81.735
2024-07-05-13:45:29,81.720
2024-07-05-13:50:29,81.751
2024-07-05-13:55:30,81.730
2024-07-05-14:00:30,81.689
2024-07-05-14:05:31,81.530
2024-07-05-14:10:31,81.616
2024-07-05-14:15:32,81.670
2024-07-05-14:20:33,81.685
2024-07-05-14:25:33,81.505
2024-07-05-14:30:34,81.480
2024-07-05-14:35:34,81.470
2024-07-05-14:40:35,81.370
2024-07-05-14:45:35,81.410
2024-07-05-14:50:36,81.550
2024-07-05-14:55:37,81.500
2024-07-05-15:00:37,81.500
2024-07-05-15:05:38,81.590
2024-07-05-15:10:38,81.676
2024-07-05-15:15:39,81.664
2024-07-05-15:20:40,81.650
2024-07-05-15:25:40,81.680
2024-07-05-15:30:41,81.620
2024-07-05-15:35:41,81.670
2024-07-05-15:40:42,81.718
2024-07-05-15:45:42,81.770
2024-07-05-15:50:43,81.760
2024-07-05-15:55:43,81.820
2024-07-05-16:00:44,81.630
2024-07-08-09:30:00,ERROR-1
2024-07-08-09:35:01,81.689
2024-07-08-09:40:01,81.589
2024-07-08-09:45:02,81.690
2024-07-08-09:50:03,81.711
2024-07-08-09:55:03,82.010
2024-07-08-10:00:04,81.760
2024-07-08-10:05:04,81.710
2024-07-08-10:10:05,81.770
2024-07-08-10:15:06,81.800
2024-07-08-10:20:06,81.484
2024-07-08-10:25:07,81.585
2024-07-08-10:30:07,81.735
2024-07-08-10:35:08,81.700
2024-07-08-10:40:08,81.500
2024-07-08-10:45:09,81.436
2024-07-08-10:50:09,81.440
2024-07-08-10:55:10,81.480
2024-07-08-11:00:10,81.560
2024-07-08-11:05:11,81.665
2024-07-08-11:10:11,81.770
2024-07-08-11:15:12,81.850
2024-07-08-11:20:12,81.920
2024-07-08-11:25:13,82.150
2024-07-08-11:30:13,82.185
2024-07-08-11:35:14,82.080
2024-07-08-11:40:15,82.026
2024-07-08-11:45:15,82.170
2024-07-08-11:50:16,82.185
2024-07-08-11:55:16,82.160
2024-07-08-12:00:17,82.190
2024-07-08-12:05:18,81.970
2024-07-08-12:10:18,81.800
2024-07-08-12:15:19,81.829
2024-07-08-12:20:19,81.700
2024-07-08-12:25:20,81.730
2024-07-08-12:30:20,81.680
2024-07-08-12:35:21,81.720
2024-07-08-12:40:21,81.670
2024-07-08-12:45:22,81.690
2024-07-08-12:50:23,81.730
2024-07-08-12:55:23,81.850
2024-07-08-13:00:24,81.830
2024-07-08-13:05:24,81.810
2024-07-08-13:10:25,81.905
2024-07-08-13:15:25,81.937
2024-07-08-13:20:26,81.855
2024-07-08-13:25:26,81.909
2024-07-08-13:30:27,82.060
2024-07-08-13:35:28,82.085
2024-07-08-13:40:28,82.237
2024-07-08-13:45:29,82.110
2024-07-08-13:50:29,82.005
2024-07-08-13:55:30,82.080
2024-07-08-14:00:30,82.060
2024-07-08-14:05:31,81.897
2024-07-08-14:10:31,81.900
2024-07-08-14:15:32,81.925
2024-07-08-14:20:33,81.970
2024-07-08-14:25:33,82.055
2024-07-08-14:30:34,81.986
2024-07-08-14:35:34,81.850
2024-07-08-14:40:35,81.873
2024-07-08-14:45:35,81.620
2024-07-08-14:50:36,81.830
2024-07-08-14:55:36,81.964
2024-07-08-15:00:37,81.900
2024-07-08-15:05:37,81.900
2024-07-08-15:10:38,81.880
2024-07-08-15:15:39,81.800
2024-07-08-15:20:39,81.880
2024-07-08-15:25:40,81.780
2024-07-08-15:30:40,81.695
2024-07-08-15:35:41,81.685
2024-07-08-15:40:41,81.720
2024-07-08-15:45:42,81.883
2024-07-08-15:50:43,82.070
2024-07-08-15:55:43,82.310
2024-07-08-16:00:44,82.170
2024-07-09-09:30:00,82.170
2024-07-09-09:35:00,83.380
2024-07-09-09:40:01,83.030
2024-07-09-09:45:02,83.190
2024-07-09-09:50:02,82.990
2024-07-09-09:55:03,83.085
2024-07-09-10:00:03,83.220
2024-07-09-10:05:04,83.115
2024-07-09-10:10:04,82.990
2024-07-09-10:15:05,83.340
2024-07-09-10:20:05,83.330
2024-07-09-10:25:06,82.840
2024-07-09-10:30:07,82.690
2024-07-09-10:35:07,82.740
2024-07-09-10:40:08,82.883
2024-07-09-10:45:08,83.070
2024-07-09-10:50:09,82.753
2024-07-09-10:55:09,82.955
2024-07-09-11:00:10,82.687
2024-07-09-11:05:11,82.608
2024-07-09-11:10:11,82.670
2024-07-09-11:15:12,82.675
2024-07-09-11:20:12,82.652
2024-07-09-11:25:13,82.340
2024-07-09-11:30:13,82.475
2024-07-09-11:35:14,82.580
2024-07-09-11:40:14,82.405
2024-07-09-11:45:15,82.479
2024-07-09-11:50:15,82.645
2024-07-09-11:55:16,82.610
2024-07-09-12:00:17,82.689
2024-07-09-12:05:17,82.590
2024-07-09-12:10:18,82.760
2024-07-09-12:15:18,82.656
2024-07-09-12:20:19,82.767
2024-07-09-12:25:19,82.666
2024-07-09-12:30:20,82.640
2024-07-09-12:35:21,82.540
2024-07-09-12:40:21,82.330
2024-07-09-12:45:22,82.325
2024-07-09-12:50:22,82.015
2024-07-09-12:55:23,82.075
2024-07-09-13:00:23,82.291
2024-07-09-13:05:24,82.370
2024-07-09-13:10:24,82.431
2024-07-09-13:15:25,82.300
2024-07-09-13:20:25,81.876
2024-07-09-13:25:26,81.677
2024-07-09-13:30:26,81.820
2024-07-09-13:35:27,82.010
2024-07-09-13:40:27,82.020
2024-07-09-13:45:28,81.995
2024-07-09-13:50:28,81.980
2024-07-09-13:55:29,82.120
2024-07-09-14:00:30,82.140
2024-07-09-14:05:30,82.065
2024-07-09-14:10:31,82.155
2024-07-09-14:15:31,82.125
2024-07-09-14:20:32,82.255
2024-07-09-14:25:32,82.157
2024-07-09-14:30:33,82.040
2024-07-09-14:35:33,82.140
2024-07-09-14:40:34,82.200
2024-07-09-14:45:34,82.320
2024-07-09-14:50:35,82.265
2024-07-09-14:55:36,82.140
2024-07-09-15:00:36,82.230
2024-07-09-15:05:37,82.310
2024-07-09-15:10:37,82.270
2024-07-09-15:15:38,82.315
2024-07-09-15:20:38,82.250
2024-07-09-15:25:39,82.190
2024-07-09-15:30:39,82.150
2024-07-09-15:35:40,82.210
2024-07-09-15:40:40,82.265
2024-07-09-15:45:41,82.250
2024-07-09-15:50:42,82.375
2024-07-09-15:55:42,82.305
2024-07-09-16:00:43,82.350
2024-07-10-09:30:00,82.350
2024-07-10-09:35:01,83.070
2024-07-10-09:40:01,83.080
2024-07-10-09:45:02,83.280
2024-07-10-09:50:03,83.520
2024-07-10-09:55:03,83.480
2024-07-10-10:00:04,83.380
2024-07-10-10:05:04,83.520
2024-07-10-10:10:05,83.611
2024-07-10-10:15:05,83.730
2024-07-10-10:20:06,83.475
2024-07-10-10:25:06,83.440
2024-07-10-10:30:07,83.480
2024-07-10-10:35:07,83.250
2024-07-10-10:40:08,83.309
2024-07-10-10:45:08,83.190
2024-07-10-10:50:09,83.270
2024-07-10-10:55:09,83.070
2024-07-10-11:00:10,82.965
2024-07-10-11:05:11,82.885
2024-07-10-11:10:11,82.970
2024-07-10-11:15:12,82.950
2024-07-10-11:20:12,83.036
2024-07-10-11:25:13,83.104
2024-07-10-11:30:13,83.334
2024-07-10-11:35:14,83.300
2024-07-10-11:40:15,83.260
2024-07-10-11:45:15,83.363
2024-07-10-11:50:16,83.300
2024-07-10-11:55:16,83.413
2024-07-10-12:00:17,83.430
2024-07-10-12:05:17,83.414
2024-07-10-12:10:18,83.460
2024-07-10-12:15:18,83.480
2024-07-10-12:20:19,83.590
2024-07-10-12:25:19,83.846
2024-07-10-12:30:20,83.900
2024-07-10-12:35:20,84.020
2024-07-10-12:40:21,84.100
2024-07-10-12:45:21,84.259
2024-07-10-12:50:22,84.129
2024-07-10-12:55:22,84.240
2024-07-10-13:00:23,84.340
2024-07-10-13:05:23,84.500
2024-07-10-13:10:24,84.450
2024-07-10-13:15:25,84.530
2024-07-10-13:20:25,84.500
2024-07-10-13:25:26,84.390
2024-07-10-13:30:26,84.530
2024-07-10-13:35:27,84.505
2024-07-10-13:40:27,84.587
2024-07-10-13:45:28,84.660
2024-07-10-13:50:28,84.670
2024-07-10-13:55:29,84.700
2024-07-10-14:00:30,84.680
2024-07-10-14:05:30,84.715
2024-07-10-14:10:31,84.650
2024-07-10-14:15:31,84.720
2024-07-10-14:20:32,84.590
2024-07-10-14:25:32,84.594
2024-07-10-14:30:33,84.650
2024-07-10-14:35:34,84.685
2024-07-10-14:40:34,84.650
2024-07-10-14:45:35,84.748
2024-07-10-14:50:35,84.880
2024-07-10-14:55:36,84.780
2024-07-10-15:00:36,84.645
2024-07-10-15:05:37,84.495
2024-07-10-15:10:37,84.580
2024-07-10-15:15:38,84.600
2024-07-10-15:20:38,84.580
2024-07-10-15:25:39,84.540
2024-07-10-15:30:39,84.605
2024-07-10-15:35:40,84.750
2024-07-10-15:40:40,84.855
2024-07-10-15:45:41,84.845
2024-07-10-15:50:42,85.070
2024-07-10-15:55:42,85.040
2024-07-10-16:00:43,84.930
2024-07-11-09:30:00,84.930
2024-07-11-09:35:00,84.915
2024-07-11-09:40:01,84.743
2024-07-11-09:45:02,84.890
2024-07-11-09:50:02,84.525
2024-07-11-09:55:03,84.255
2024-07-11-10:00:04,84.560
2024-07-11-10:05:04,84.500
2024-07-11-10:10:05,84.100
2024-07-11-10:15:06,83.395
2024-07-11-10:20:06,82.260
2024-07-11-10:25:07,82.260
2024-07-11-10:30:07,82.580
2024-07-11-10:35:08,82.370
2024-07-11-10:40:09,82.390
2024-07-11-10:45:09,81.980
2024-07-11-10:50:10,82.015
2024-07-11-10:55:10,81.980
2024-07-11-11:00:11,81.480
2024-07-11-11:05:11,81.270
2024-07-11-11:10:12,81.920
2024-07-11-11:15:12,81.730
2024-07-11-11:20:13,81.488
2024-07-11-11:25:13,80.745
2024-07-11-11:30:14,80.610
2024-07-11-11:35:14,80.455
2024-07-11-11:40:15,80.370
2024-07-11-11:45:16,80.500
2024-07-11-11:50:16,80.460
2024-07-11-11:55:17,80.080
2024-07-11-12:00:17,79.880
2024-07-11-12:05:18,79.795
2024-07-11-12:10:18,80.360
2024-07-11-12:15:19,80.180
2024-07-11-12:20:19,79.930
2024-07-11-12:25:20,79.861
2024-07-11-12:30:21,80.310
2024-07-11-12:35:21,80.490
2024-07-11-12:40:22,80.510
2024-07-11-12:45:22,80.340
2024-07-11-12:50:23,79.700
2024-07-11-12:55:23,79.690
2024-07-11-13:00:24,79.605
2024-07-11-13:05:24,79.349
2024-07-11-13:10:25,79.561
2024-07-11-13:15:25,79.713
2024-07-11-13:20:26,79.820
2024-07-11-13:25:26,79.615
2024-07-11-13:30:27,79.830
2024-07-11-13:35:28,79.630
2024-07-11-13:40:28,79.510
2024-07-11-13:45:29,79.250
2024-07-11-13:50:29,79.031
2024-07-11-13:55:30,79.080
2024-07-11-14:00:31,78.930
2024-07-11-14:05:31,78.895
2024-07-11-14:10:32,78.840
2024-07-11-14:15:32,79.097
2024-07-11-14:20:33,79.236
2024-07-11-14:25:33,79.230
2024-07-11-14:30:34,79.150
2024-07-11-14:35:34,79.660
2024-07-11-14:40:35,79.645
2024-07-11-14:45:35,79.796
2024-07-11-14:50:36,79.730
2024-07-11-14:55:36,79.710
2024-07-11-15:00:37,79.850
2024-07-11-15:05:37,80.050
2024-07-11-15:10:38,79.925
2024-07-11-15:15:38,79.870
2024-07-11-15:20:39,79.825
2024-07-11-15:25:39,79.730
2024-07-11-15:30:40,79.480
2024-07-11-15:35:40,79.560
2024-07-11-15:40:41,79.915
2024-07-11-15:45:42,79.740
2024-07-11-15:50:42,79.640
2024-07-11-15:55:43,79.610
2024-07-11-16:00:43,79.350
2024-07-12-09:30:00,79.350
2024-07-12-09:35:00,79.490
2024-07-12-09:40:01,79.670
2024-07-12-09:45:02,79.480
2024-07-12-09:50:02,80.070
2024-07-12-09:55:03,80.332
2024-07-12-10:00:04,80.750
2024-07-12-10:05:04,80.808
2024-07-12-10:10:05,80.990
2024-07-12-10:15:05,80.920
2024-07-12-10:20:06,80.770
2024-07-12-10:25:06,80.773
2024-07-12-10:30:07,80.765
2024-07-12-10:35:07,81.201
2024-07-12-10:40:08,81.555
2024-07-12-10:45:09,81.720
2024-07-12-10:50:09,81.880
2024-07-12-10:55:10,81.910
2024-07-12-11:00:10,81.740
2024-07-12-11:05:11,81.670
2024-07-12-11:10:11,81.916
2024-07-12-11:15:12,81.940
2024-07-12-11:20:13,81.675
2024-07-12-11:25:13,81.625
2024-07-12-11:30:14,81.910
2024-07-12-11:35:14,81.750
2024-07-12-11:40:15,81.920
2024-07-12-11:45:15,81.985
2024-07-12-11:50:16,81.928
2024-07-12-11:55:16,81.875
2024-07-12-12:00:17,81.340
2024-07-12-12:05:17,81.280
2024-07-12-12:10:18,81.010
2024-07-12-12:15:18,80.920
2024-07-12-12:20:19,81.070
2024-07-12-12:25:20,81.285
2024-07-12-12:30:20,81.194
2024-07-12-12:35:20,81.150
2024-07-12-12:40:21,81.355
2024-07-12-12:45:21,81.215
2024-07-12-12:50:22,81.250
2024-07-12-12:55:23,81.530
2024-07-12-13:00:23,81.650
2024-07-12-13:05:24,81.645
2024-07-12-13:10:24,81.725
2024-07-12-13:15:25,81.885
2024-07-12-13:20:25,81.850
2024-07-12-13:25:26,81.990
2024-07-12-13:30:26,82.050
2024-07-12-13:35:27,82.300
2024-07-12-13:40:27,82.353
2024-07-12-13:45:28,82.620
2024-07-12-13:50:29,82.800
2024-07-12-13:55:29,82.900
2024-07-12-14:00:30,82.513
2024-07-12-14:05:30,82.700
2024-07-12-14:10:31,82.660
2024-07-12-14:15:31,82.635
2024-07-12-14:20:32,82.535
2024-07-12-14:25:32,82.334
2024-07-12-14:30:33,82.490
2024-07-12-14:35:33,82.530
2024-07-12-14:40:34,82.590
2024-07-12-14:45:34,82.550
2024-07-12-14:50:35,82.550
2024-07-12-14:55:35,82.470
2024-07-12-15:00:36,82.560
2024-07-12-15:05:37,82.480
2024-07-12-15:10:37,82.395
2024-07-12-15:15:38,82.251
2024-07-12-15:20:38,82.145
2024-07-12-15:25:39,82.140
2024-07-12-15:30:39,82.075
2024-07-12-15:35:40,81.710
2024-07-12-15:40:40,81.200
2024-07-12-15:45:41,81.041
2024-07-12-15:50:41,80.340
2024-07-12-15:55:42,80.710
2024-07-12-16:00:42,80.570
2024-07-15-09:30:00,ERROR-1
2024-07-15-09:35:01,81.670
2024-07-15-09:40:01,81.860
2024-07-15-09:45:02,81.389
2024-07-15-09:50:02,81.553
2024-07-15-09:55:03,81.685
2024-07-15-10:00:04,81.680
2024-07-15-10:05:04,82.120
2024-07-15-10:10:05,82.131
2024-07-15-10:15:05,82.175
2024-07-15-10:20:06,82.080
2024-07-15-10:25:06,82.190
2024-07-15-10:30:07,82.295
2024-07-15-10:35:08,82.470
2024-07-15-10:40:08,82.540
2024-07-15-10:45:09,82.670
2024-07-15-10:50:09,82.645
2024-07-15-10:55:10,82.833
2024-07-15-11:00:10,82.865
2024-07-15-11:05:11,83.070
2024-07-15-11:10:12,83.125
2024-07-15-11:15:12,83.365
2024-07-15-11:20:13,83.530
2024-07-15-11:25:13,83.535
2024-07-15-11:30:14,83.080
2024-07-15-11:35:14,82.610
2024-07-15-11:40:15,83.000
2024-07-15-11:45:15,82.420
2024-07-15-11:50:16,82.480
2024-07-15-11:55:17,82.275
2024-07-15-12:00:17,82.540
2024-07-15-12:05:18,82.316
2024-07-15-12:10:18,82.005
